Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2019-02-12-T-001,Anthea Ong,Ms Anthea Ong,"asked the Minister for Health with the data leak involving 14,200 people with HIV, what specific measures will be taken to (i) reduce the spread of, and access to, the personal data and HIV status of the affected persons (ii) ensure that the psychosocial welfare of these persons are protected in view of the stigmatisation and discrimination that exists at the workplace and in society and (iii) ensure that this incident does not negate years of painstaking efforts in providing a safe climate for people to come forward for HIV testing.",1,1,2019-02-12-T-001-S-00001
2019-02-12-T-001,Leon Perera,Mr Leon Perera,"asked the Minister for Health (a) what designations of staff have access to the individualised data in the HIV registry; (b) whether staff who have legitimate reasons to analyse the data for policy purposes have access to the aggregated rather than the individualised data and, if not, why not; and (c) whether actions to extract or export such data are tracked and subjected to regular scrutiny to ensure that the purpose of the data extraction is legitimate.",1,2,2019-02-12-T-001-S-00002
2019-02-12-T-001,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong,asked the Minister for Health (a) what,1,3,2019-02-12-T-001-S-00003
2019-02-12-T-001,Daniel Goh Pei Siong,Assoc Prof Daniel Goh Pei Siong,asked the Minister for,1,4,2019-02-12-T-001-S-00004
2019-02-12-T-001,Daniel Goh Pei Siong,Assoc Prof Daniel Goh Pei Siong,asked the Minister for,1,5,2019-02-12-T-001-S-00005
2019-02-12-T-001,Walter Theseira,Assoc Prof Walter Theseira,asked the Minister for Health in,1,6,2019-02-12-T-001-S-00006
2019-02-12-T-001,Png Eng Huat,Mr Png Eng Huat,asked the Minister for Health (a) what was,1,7,2019-02-12-T-001-S-00007
2019-02-12-T-001,Lim Sun Sun,Prof Lim Sun Sun,asked the Minister for Health what efforts are being made in collaboration with international law enforcement agencies to ensure that Mikhy Farrera-Brochez does not create further mischief with the information he illegally obtained from Singapore's HIV registry.,1,8,2019-02-12-T-001-S-00008
2019-02-12-T-001,Seah Kian Peng,Mr Seah Kian Peng,asked the Minister for Health given the,1,9,2019-02-12-T-001-S-00009
2019-02-12-T-001,Walter Theseira,Assoc Prof Walter Theseira,"asked the Prime Minister (a) what standards apply for the timely public disclosure of Government information incidents involving personal data, given that in the case of the unauthorised disclosure of HIV registry data announced on 28 January 2019, the Ministry of Health lodged police reports in May 2016 and May 2018; (b) what are the reasons why this breach was not publicly disclosed when the first police report was made; and (c) whether public disclosure standards will be reviewed in light of this incident.",1,10,2019-02-12-T-001-S-00010
2019-02-12-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Health (Mr Edwin Tong Chun Fai) (for the Prime Minister and Minister for Health),"Mr Speaker, may I seek your permission for Question Nos 1 to 10 to be dealt with when the Ministerial Statement is addressed?",1,11,2019-02-12-T-001-S-00011
2019-02-12-T-001,Speaker,Mr Speaker,Okay.,1,12,2019-02-12-T-001-S-00012
2019-02-12-T-002,Cheng Li Hui,Miss Cheng Li Hui,"asked the Prime Minister (a) what can Singapore learn from the various incidences of foreign interferences in the elections and politics of countries such as the US, Australia, France and Germany; and (b) whether there is a need to introduce new laws or further strengthen existing laws to deal with foreign interference and Singaporeans who work with foreign actors to influence Singapore's elections and politics.",1,13,2019-02-12-T-002-S-00013
2019-02-12-T-002,Edwin Tong Chun Fai,The Senior Minister of State for Health and Law (Mr Edwin Tong Chun Fai) (for the Prime Minister),"Mr Speaker, I am taking this Question on behalf of the Prime Minister.",1,14,2019-02-12-T-002-S-00014
2019-02-12-T-002,Edwin Tong Chun Fai,The Senior Minister of State for Health and Law (Mr Edwin Tong Chun Fai) (for the Prime Minister),"Members will agree that Singapore’s politics must be for Singaporeans alone to decide. Worryingly, however, the Internet and social media have created a new, vast and easy playing field for foreign interference. Among others, we have read about foreign interference in the politics of the United States, United Kingdom, Ukraine, Australia, France, Germany, the Netherlands and New Zealand. Clandestine and sophisticated tactics were used to fracture social cohesion and influence election outcomes, through the spread of disinformation and half-truths, and exploitation of sensitive issues.",2,15,2019-02-12-T-002-S-00015
