Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2015-02-23-T-001,Gan Thiam Poh,Mr Gan Thiam Poh,asked the Minister for Transport (a) what are the total and average amounts of subsidies given by the Government for public transportation for each Singaporean in the past five years; (b) how do such subsidies compare with those in all the major cities in the world; and (c) whether such subsidies can be sustained or increased without it being a burden to taxpayers.,1,1,2015-02-23-T-001-S-00001
2015-02-23-T-001,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"Mdm Speaker, the Government subsidises public transportation through its funding of the infrastructure and start-up costs of the rail and bus network. These include the rail tracks and systems such as signalling and power systems, MRT and LRT stations, bus depots, ticketing systems and the first set of trains for new MRT lines. We have also been buying new trains to expand capacity and subsidising higher service levels for commuters under the Bus Service Enhancement Programme which would otherwise have required fares to increase by more than 15 cents per journey. In addition, the Government has started providing direct fare subsidy to lower wage workers and persons with disabilities since last year. In total, about $14 billion has been deployed to the public transport system over the past five years. Another $26 billion has been committed for the next five. This works out to close to $4 billion per year over 10 years.",1,2,2015-02-23-T-001-S-00002
2015-02-23-T-001,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),,2,3,2015-02-23-T-001-S-00003
2015-02-23-T-001,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"It is not appropriate to compare the amount of subsidies between countries as there may be vast differences in ridership, income, service levels, coverage and operating costs. To the Singapore commuter, what is most pertinent is that our fares are affordable. The Government has committed to ensuring that this will remain so.",3,4,2015-02-23-T-001-S-00004
2015-02-23-T-001,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),,4,5,2015-02-23-T-001-S-00005
2015-02-23-T-001,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"As Mr Gan rightly pointed out, while keeping fares affordable, it is also important to ensure that the burden on taxpayers does not become excessive. Thus, we will still need to review fares regularly and keep to a public transport system that we can sustain financially.",5,6,2015-02-23-T-001-S-00006
2015-02-23-T-002,Yee Jenn Jong,Mr Yee Jenn Jong,asked the Deputy Prime Minister and Minister for Finance over the past 10 years (a) how many public sector projects with an approved value of S$100 million or more each have overrun budgeted costs by at least 50%; and (b) what is the combined value of the cost overrun from all of these projects.,1,7,2015-02-23-T-002-S-00007
2015-02-23-T-002,Yee Jenn Jong,Mr Yee Jenn Jong,asked  the Deputy Prime Minister and Minister for Finance (a) what is the basis for selecting S$500 million as the cut-off point below which public sector projects need not be subjected to the Gateway Process; (b) whether there are plans to extend the Gateway Process to projects between S$100 million and S$500 million; and (c) whether there are plans to make available to the public the reports of completed public sector projects made by the Value-for-Money Review Office.,1,8,2015-02-23-T-002-S-00008
2015-02-23-T-002,Josephine Teo,The Senior Minister of State for Finance (Mrs Josephine Teo) (for the Deputy Prime Minister and Minister for Finance),"Mdm Speaker, may I have your permission to take Question Nos 2 and 3 together?",1,9,2015-02-23-T-002-S-00009
2015-02-23-T-002,Speaker,Mdm Speaker,"Yes, please.",1,10,2015-02-23-T-002-S-00010
2015-02-23-T-002,Josephine Teo,Mrs Josephine Teo,Mr Yee Jenn Jong asked for data regarding major public projects. Let me first outline the approval framework for major projects funded by the Government.,1,11,2015-02-23-T-002-S-00011
2015-02-23-T-002,Josephine Teo,Mrs Josephine Teo,"A system is in place and has been strengthened over the years, with emphasis on fiscal prudence, transparency and accountability. It involves rigorous assessment of proposals by the Ministry in charge of the project as well as MOF. The system also subjects projects of higher value and risk to greater scrutiny; proposals must pass several rounds of reviews by specialists before tenders are called and works allowed to begin.",2,12,2015-02-23-T-002-S-00012
2015-02-23-T-002,Josephine Teo,Mrs Josephine Teo,"Examples of projects exceeding $100 million which Mr Yee asked about include the construction of hospitals, waterworks and MRT projects like the Downtown and Thomson Lines. After a major project proposal by a Ministry or Statutory Board passes its review by MOF, budget approval must be obtained from the Development Planning Committee or DPC which comprises three Ministers before it is allowed to proceed. The three Ministers are the Minister for Finance, Minister for Trade and Industry, and the Minister overseeing the Ministry which submitted the project proposal.",3,13,2015-02-23-T-002-S-00013
