Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2022-11-29-T-001,Yip Hon Weng,Mr Yip Hon Weng,asked the Minister for Health in light of the US research paper suggesting that COVID-19 reinfection is more dangerous (a) what is the mortality rate and serious complication rate of those in Singapore catching COVID-19 for a second or third time vis-a-vis a first-time infection; and (b) how does vaccination alter the mortality and severe illness rate in both groups.,1,1,2022-11-29-T-001-S-00001
2022-11-29-T-001,Ong Ye Kung,The Minister for Health (Mr Ong Ye Kung),"Sir, the Member has referred to a US research paper, which according to media reports, found that second COVID-19 infections are more severe compared to first infections.",1,2,2022-11-29-T-001-S-00002
2022-11-29-T-001,Ong Ye Kung,The Minister for Health (Mr Ong Ye Kung),"I am afraid the media reports have not been clear or accurate. The paper cited by the Member does not compare the severity between first-time infections and reinfections. Instead, it compares the outcomes of those who had a first COVID-19 infection, versus those with two or more infections. And therefore, not surprisingly, the study found it is more likely for persons to develop adverse health outcomes after two or more episodes of COVID-19 infection, compared to people who had only one infection episode. Put it simply  getting sick twice is worse than getting sick once; but getting sick for the second time is not worse than getting sick the first time.",2,3,2022-11-29-T-001-S-00003
2022-11-29-T-001,Ong Ye Kung,The Minister for Health (Mr Ong Ye Kung),"In fact, from September to mid-November 2022, the mortality rate of reinfection cases in Singapore was four per 100,000 cases, lower than that for first-time infection cases at 35 per 100,000 cases. The rate of severe illness – those requiring oxygen supplementation, intensive care or death – was also lower for reinfections at 232 per 100,000 cases, compared to first-time infections at 282 per 100,000 cases.",3,4,2022-11-29-T-001-S-00004
2022-11-29-T-001,Ong Ye Kung,The Minister for Health (Mr Ong Ye Kung),"Our data also shows that achieving minimum vaccination protection – in other words, three doses of mRNA or four doses of Sinovac – lowers the risk of severe illness, whether it is a first infection or re-infection.",4,5,2022-11-29-T-001-S-00005
2022-11-29-T-001,Speaker,Mr Speaker,Mr Yip.,1,6,2022-11-29-T-001-S-00006
2022-11-29-T-001,Yip Hon Weng,Mr Yip Hon Weng (Yio Chu Kang),"I thank the Minister for his clarification. Is there any data that the bivalent vaccine booster has helped to reduce severe illness and death? What is the uptake of the bivalent vaccine? And with the Singapore public treating living with COVID as a new normal, how can we improve the uptake of the bivalent vaccine?",1,7,2022-11-29-T-001-S-00007
2022-11-29-T-001,Ong Ye Kung,Mr Ong Ye Kung,"The initial data from clinical trials of the bivalent vaccine and now, empirical data based on our actual lived experience, show that it has been effective in reducing severe illnesses. Today, when you compare, especially for the aged, those who have gotten full protection and up-to-date vaccination, versus those who have not, it still shows a significant difference between the prevalence of severe illness if they get infected. I do not have the data with me, but it is at least four to five times more likely to fall severely ill if you are not fully vaccinated or not update-to-date with the vaccination.",1,8,2022-11-29-T-001-S-00008
2022-11-29-T-001,Ong Ye Kung,Mr Ong Ye Kung,"Today, we are administering healthy numbers of vaccines – about 20,000 a day in uptake; it is quite good. This includes both mono-valent and bivalent. I do not have the breakdown, but the take-up has been encouraging for people keeping their vaccination up-to-date. We will continue to put out public messages to encourage people to take their vaccine, keep it up-to-date, because the pandemic is not over. We will be stepping up our mobile vaccination teams into the heartlands so that, especially for the seniors, they will find that it is more accessible to getting their vaccination up-to-date with the mobile vaccination teams in place.",2,9,2022-11-29-T-001-S-00009
2022-11-29-T-001,Speaker,Mr Speaker,Mr Gan Thiam Poh.,1,10,2022-11-29-T-001-S-00010
2022-11-29-T-001,Gan Thiam Poh,Mr Gan Thiam Poh (Ang Mo Kio),"Thank you, Speaker. I just want to ask the Minister is there data to show what is the reinfection rate and the seriousness of using mRNA and other vaccines.",1,11,2022-11-29-T-001-S-00011
2022-11-29-T-001,Ong Ye Kung,Mr Ong Ye Kung,Can the Member repeat that? I was not too clear.,1,12,2022-11-29-T-001-S-00012
2022-11-29-T-001,Gan Thiam Poh,Mr Gan Thiam Poh,"My question is, is there data to show what is the effective rates of using mRNA and the seriousness of reinfection, and the difference between mRNA vaccine and others, these two categories.",1,13,2022-11-29-T-001-S-00013
2022-11-29-T-001,Ong Ye Kung,Mr Ong Ye Kung,"There was a similar Parliamentary Question before and I showed some of the data. The Member should be able to find it in the Hansard. Essentially, for the non-mRNA vaccine, we mostly use Sinovac. Sinovac is effective if you take three or more shots, preferably four shots. It does protect you against severe illness. I remember the protection rate is about 70-plus percent. But if you use mRNA, it is even more effective, at 80-plus, almost 90%.",1,14,2022-11-29-T-001-S-00014
2022-11-29-T-001,Ong Ye Kung,Mr Ong Ye Kung,"So, both are effective, with mRNA vaccines having an edge over Sinovac.",2,15,2022-11-29-T-001-S-00015
2022-11-29-T-002,Tan Wu Meng,Dr Tan Wu Meng,"asked the Minister for Manpower in the past three years, how many reports have been received from platform firms or platform gig workers regarding injuries suffered in the course of platform or gig work including (i) near-misses (ii) accidents without injury (iii) accidents with injury of any severity and (iv) accidents with injury serious enough to require medical help.",1,16,2022-11-29-T-002-S-00016
2022-11-29-T-002,Koh Poh Koon,The Senior Minister of State for Manpower (Dr Koh Poh Koon) (for the Minister for Manpower),"Companies are required to report their employees’ injuries to MOM to facilitate expeditious processing of work injury compensation claims and ensure that the injured employees receive the necessary compensation. Platform workers are currently not covered by mandatory work injury compensation requirements, so platform work injury data is not reported to the Ministry.",1,17,2022-11-29-T-002-S-00017
2022-11-29-T-002,Koh Poh Koon,The Senior Minister of State for Manpower (Dr Koh Poh Koon) (for the Minister for Manpower),"The Government has accepted recommendations by the Advisory Committee on Platform Workers, including strengthening financial protection in case of work injury. Upon implementation of the work injury compensation framework for platform workers, the reporting of work injuries for platform workers will be mandated.",2,18,2022-11-29-T-002-S-00018
2022-11-29-T-002,Speaker,Mr Speaker,Dr Tan.,1,19,2022-11-29-T-002-S-00019
2022-11-29-T-002,Tan Wu Meng,Dr Tan Wu Meng (Jurong),"Mr Speaker, I thank the Senior Minister of State for his answer. I have Clementi residents who are delivery riders with platform companies; some have been injured on the job. The General Insurance Association (GIA) recently proposed expanded use of prolonged medical leave insurance and group personal accident insurance instead of Work Injury Compensation Act (WICA) framework. Can I ask the Senior Minister of State, why did the insurers and platform companies not suggest this earlier, especially when they already knew that there were riders who were dying on the job?",1,20,2022-11-29-T-002-S-00020
2022-11-29-T-002,Tan Wu Meng,Dr Tan Wu Meng (Jurong),"Second, does it mean that the GIA proposal will need every company to buy 24-hour insurance coverage for their workers, even if the platform worker is only doing a few hours a day with that particular company? And if so, who is going to pay under the GIA recommendation?",2,21,2022-11-29-T-002-S-00021
2022-11-29-T-002,Tan Wu Meng,Dr Tan Wu Meng (Jurong),"Thirdly, if the GIA proposal is taken up, is it going to weaken the role of WICA? Will it encourage employers in other sectors to convert their employees into contractors so as to avoid the responsibilities and compensation that come with WICA protection for workers?",3,22,2022-11-29-T-002-S-00022
2022-11-29-T-002,Speaker,Mr Speaker,The Senior Minister of State can respond to the three supplementary questions raised. But just a reminder to Members to limit it to two questions.,1,23,2022-11-29-T-002-S-00023
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"Thank you, Speaker. I believe the hon Member must be referring to the statement made by GIA to a Business Times article on 24 November 2022.",1,24,2022-11-29-T-002-S-00024
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"Let me just explain that today, some platform companies do provide platform workers with compensation for work injuries, but the coverage is uneven across different platforms and at much lower levels than what employees are entitled to under the WICA. For example, platform companies' coverage for death or permanent disability is largely in the $10,000 to $30,000 range, compared to employees' entitlement under WICA of up to $289,000. That is a significant difference in the magnitude of coverage.",2,25,2022-11-29-T-002-S-00025
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,This is why the Platform Workers Advisory Committee recommended requiring platform companies to provide the same scope and level of work injury compensation as employees' entitlement under WICA. This recommendation is both fair to the employers and to the platform workers. Employers meaning the platform companies.,3,26,2022-11-29-T-002-S-00026
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"It is fair to platform workers because they receive the same work injury compensation protection as other workers exposed to the same job risks, such as employees in related sectors like logistics. It is fair to platform companies because they only need to cover platform workers if they are injured in the course of work. If, for example, the platform worker was injured while running personal errands, the platform company is not responsible to provide compensation. This is no different from employers' responsibility towards their employees under WICA and ensures a level playing field across different companies.",4,27,2022-11-29-T-002-S-00027
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"On the other hand, GIA has suggested requiring companies to purchase prolonged medical leave insurance and group personal accident insurance, in place of WICA. Such insurance policies provide 24/7 coverage and compensation, regardless of whether an injury happen in the course of work. They also use fixed payouts, unlike the WICA mechanism where compensation amount varies based on the worker's total earnings.",5,28,2022-11-29-T-002-S-00028
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"While we welcome platform companies to go above and beyond by providing 24/7 coverage for their workers, the Government should not require them to do so, to provide coverage for injuries that are not as a result of work. Similarly, it would not be right to provide a fixed payout to injured platform workers when platform workers are a diverse group, ranging from those who engage in casual work – perhaps only infrequently and a short number of hours a day – to those who do it on a more full-time basis, on a daily basis.",6,29,2022-11-29-T-002-S-00029
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"The Platform Workers Advisory Committee recommended that compensation for platform workers should vary based on workers' earnings, the same way that WICA operates today for injured employees. This is fair to the platform worker and platform company as the amount of compensation would depend on the extent of income lost by the worker due to the injury at work.",7,30,2022-11-29-T-002-S-00030
2022-11-29-T-002,Koh Poh Koon,Dr Koh Poh Koon,"Dr Tan Wu Meng asked if GIA's suggestions will weaken WICA. I just want to reassure the Member that MOM will ensure that companies do not misclassify workers in order to skirt the requirements under WICA. But indeed, one other important aspect of WICA is that under this legal framework, there is an established mechanism under which companies and workers who object to the insurers' assessment of the claim, can file a dispute. MOM will then oversee a dispute resolution process, to adjudicate and settle the claim. This ensures that claims are resolved fairly in accordance with the WICA framework, without prejudice to the company or the worker.",8,31,2022-11-29-T-002-S-00031
