speech_id,topic_id,speech_order,member_name,text
2019-08-05-T-001-S-00001,2019-08-05-T-001,1,Foo Mee Har,–
2019-08-05-T-001-S-00002,2019-08-05-T-001,2,,"the Minister for Transport in light of the challenges in controlling errant PMD users, what additional measures are being considered by LTA to protect the safety of pedestrians and ensure that growth in PMD use does not overwhelm infrastructure capacity."
2019-08-05-T-001-S-00003,2019-08-05-T-001,3,Seah Kian Peng,asked the Minister for Transport whether the Ministry is considering new measures to curb the use of e-scooters including stronger enforcement and harsher punishments.
2019-08-05-T-001-S-00004,2019-08-05-T-001,4,Seah Kian Peng,"asked the Minister for Transport (a) whether LTA has tracked down vendors who modify PMDs illegally; (b) to date, how many have been caught; (c) what are some of the punishments meted out; and (d) what is the Ministry's assessment on the adequacy of the current measures."
2019-08-05-T-001-S-00005,2019-08-05-T-001,5,Murali Pillai,asked the Minister for Transport whether the length of the amnesty period ending end-2020 for the use of PMDs which are not compliant with the UL2272 standard should be reviewed in light of the increasing number of fire incidents at homes linked to overcharging of PMD batteries.
2019-08-05-T-001-S-00006,2019-08-05-T-001,6,Cheng Li Hui,asked the Minister for Transport in view of the recent fire incidents involving PMDs (a) whether there is a need to step up public awareness and education on PMD safety tips; (b) whether current measures to prevent such fire incidents are sufficient; and (c) what measures can the community take to work hand-in-hand with the authorities to reduce and prevent such fire incidents.
2019-08-05-T-001-S-00007,2019-08-05-T-001,7,Teo Ho Pin,"asked the Minister for Transport (a) to date, how many PMDs have been registered with LTA; (b) how many of them are UL2272-certified; (c) what measures have been taken to educate the registered PMD owners to ride safely and charge their PMDs safely; and (d) whether there are plans to further enhance the safe use of PMDs on public paths."
2019-08-05-T-001-S-00008,2019-08-05-T-001,8,Lee Bee Wah,asked the Minister for Transport in view of the recent spate of fires involving PMDs (a) whether the Ministry can place a temporary ban on the use of PMDs until there are proven solutions for the safer use of PMDs; and (b) whether LTA can bring forward the deadline for all motorised PMDs used on public paths to be certified to the UL2272 standard.
2019-08-05-T-001-S-00009,2019-08-05-T-001,9,Lee Bee Wah,asked the Minister for Transport whether there are plans to incorporate dedicated lanes for bicycles and PMDs into the existing infrastructure to ensure the safety of both pedestrians and riders.
2019-08-05-T-001-S-00010,2019-08-05-T-001,10,Dennis Tan Lip Fong,"asked the Minister for Transport (a) whether PMDs belonging to current commercial shared-PMD services operating from private premises only are allowed to travel on public land; and (b) if so, whether the Ministry will review the current law or licensing conditions to expressly bar such PMDs from being allowed to travel on public land unless the operators are given a licence to operate commercial shared-PMD services on and from public land."
2019-08-05-T-001-S-00011,2019-08-05-T-001,11,Dennis Tan Lip Fong,asked the Minister for Transport whether PMDs belonging to current commercial shared-PMD services operating from private premises only are presently required to be (i) certified to the UL2272 standard to ensure fire safety and (ii) insured against third-party claims for bodily injury or death when travelling on both public and private premises.
2019-08-05-T-001-S-00012,2019-08-05-T-001,12,Daniel Goh Pei Siong,asked the Minister for Transport whether there has been a further spike of PMD-related fires in the first half of 2019 and what are the considerations for not quickly bringing forward the end-2020 deadline banning the use of non-UL2272 devices on public paths.
2019-08-05-T-001-S-00013,2019-08-05-T-001,13,Desmond Choo,asked the Minister for Transport in view of the recent fires related to the charging of PMDs and healthcare institutions taking steps to restrict charging of PMDs on their premises (a) whether the Ministry will consider providing guidelines to other institutions where there are significant concentrations of people; and (b) how is the Ministry working with such institutions to mitigate potential fire hazards that may arise from such charging at their premises.
2019-08-05-T-001-S-00014,2019-08-05-T-001,14,Lim Biow Chuan,asked the Minister for Transport whether LTA will prosecute any retailers or suppliers who sell PMDs or PMD batteries which are non-compliant with regulatory requirements.
2019-08-05-T-001-S-00015,2019-08-05-T-001,15,Rahayu Mahzam,asked the Minister for Transport (a) what further steps will the Ministry be taking to regulate the purchase of safety-compliant PMDs and the charging of PMDs in homes; and (b) what is the timeline for the review of the deadline for the PMD safety certification.
2019-08-05-T-001-S-00016,2019-08-05-T-001,16,Cheryl Chan Wei Ling,asked the Minister for Transport (a) whether there are any requirements for PMDs and their charging systems to be certified with safety marks by Enterprise Singapore before being permitted for sale in Singapore; (b) whether random tests are currently conducted on the charging system of PMDs; and (c) how does LTA manage the retailers who provide modification services for PMDs and their batteries.
2019-08-05-T-001-S-00017,2019-08-05-T-001,17,Melvin Yong Yik Chye,"asked the Minister for Transport (a) what is the current number of registered Personal Mobility Devices (PMD); (b) how many of these registered PMDs have a safety certificate; and (c) in view of the increasing number of PMD-related accidents and fire incidents, whether the Ministry will reconsider its position on mandatory third-party insurance for all registered PMDs."
2019-08-05-T-001-S-00018,2019-08-05-T-001,18,Melvin Yong Yik Chye,Question No 1.
2019-08-05-T-001-S-00019,2019-08-05-T-001,19,Lam Pin Min,"Mr Speaker, may I have your permission to take Question Nos 1 to 16 in a Ministerial Statement later?"
2019-08-05-T-001-S-00020,2019-08-05-T-001,20,Speaker,Yes. Mr Christopher de Souza.
2019-08-05-T-002-S-00021,2019-08-05-T-002,21,Christopher de Souza,"asked the Minister for Home Affairs whether increased law enforcement operations will be undertaken at Orchard Towers so as to reduce or deter any illegal or vice activities there, or around its vicinity."
2019-08-05-T-002-S-00022,2019-08-05-T-002,22,Melvin Yong Yik Chye,"asked the Minister for Home Affairs (a) in the past three years, how many police reports have been made on crime and vice activities at Orchard Towers; (b) what enforcement actions have been taken by the police; and (c) what plans does the police have to eradicate crime and vice activities at Orchard Towers."
2019-08-05-T-002-S-00023,2019-08-05-T-002,23,Melvin Yong Yik Chye,asked the Minister for Home Affairs (a) what is the current number of massage establishments in Orchard Towers; (b) whether the number of licensed and unlicensed massage establishments has increased or decreased in the past three years; and (c) whether there are plans to limit the number of licences issued for massage establishments located within one mixed property development.
2019-08-05-T-002-S-00024,2019-08-05-T-002,24,Amrin Amin,"Mr Speaker, with your permission, can I take Question Nos 17 to 19 together."
2019-08-05-T-002-S-00025,2019-08-05-T-002,25,Speaker,"Yes, please."
2019-08-05-T-002-S-00026,2019-08-05-T-002,26,Amrin Amin,"There are currently three licensed massage establishments in Orchard Towers. This number has decreased  in the past three years, as Police have actively managed the licences they grant, to take into consideration URA's planning intent, feedback from the community, and the prevailing law and order situation."
2019-08-05-T-002-S-00027,2019-08-05-T-002,27,Amrin Amin,"Police have been taking enforcement action against unlicensed massage establishments at Orchard Towers, and the number has remained stable over the past three years. In 2018, Police detected seven such establishments, which have since been shut down. Five operators have been dealt with, of which four were fined, and one was issued a stern warning. Investigations against the remaining two are on-going. Police will continue its enforcement efforts in this area."
2019-08-05-T-002-S-00028,2019-08-05-T-002,28,Amrin Amin,"Police have deployed more resources there, including Special Operations Command troops. This enhanced presence is supplemented with an increased deployment of CCTV cameras to deter street-walking and other illegal activities."
2019-08-05-T-002-S-00029,2019-08-05-T-002,29,Amrin Amin,"Police have also maintained a strong tempo of enforcement operations. In 2018, 18 anti-vice operations were conducted at Orchard Towers and its vicinity, resulting in the arrest of 76 vice workers. These operations were on top of Police’s regular checks."
2019-08-05-T-002-S-00030,2019-08-05-T-002,30,Amrin Amin,Police will continue to keep a close watch on the law and order situation at Orchard Towers and ensure the safety of the public.
2019-08-05-T-002-S-00031,2019-08-05-T-002,31,Melvin Yong Yik Chye,"Mr Speaker, Orchard Towers is in my constituency. I thank the Senior Parliamentary Secretary for his answer. I have three supplementary questions. Last Saturday, I visited Orchard Towers with my grassroots leaders and officers from the Police, NEA and LTA. I understand that there are currently more than 30 public entertainment outlets within Orchard Towers. Can I request that the Ministry consider setting a cap on the number of public entertainment outlets within one property development, especially within a mixed development comprising many residential units?"
2019-08-05-T-002-S-00032,2019-08-05-T-002,32,Melvin Yong Yik Chye,"I would also like to ask the Police to consider not renewing some of the Public Entertainment Licences at Orchard Towers when they are up for renewal, especially for those with poor public order records."
2019-08-05-T-002-S-00033,2019-08-05-T-002,33,Melvin Yong Yik Chye,"During my walkabout at Orchard Towers, we saw a number of beauty salons there. From the look of the shopfront, I would be suspicious of the sort of treatments they provide. While I am glad to hear from the Senior Parliamentary Secretary that the Police have taken action against massage establishments, those with licences, at Orchard Towers, I believe the Police have also stopped issuing massage establishment licences there. I understand that these beauty salons do not require any licence to operate. I would therefore like to ask if the Police are taking any actions against these beauty salons to ensure that they do not circumvent the licensing regime and engage in vice activities."
2019-08-05-T-002-S-00034,2019-08-05-T-002,34,Amrin Amin,"I thank the Member for the supplementary questions. Currently, there are 29 public entertainment establishments at Orchard Towers, of which 23 are nightlife establishments, and similar to the licences for massage establishments, Police actively manage the Public Entertainment Licences they grant, taking into consideration URA's planning intent, feedback from the community and the prevailing law and order situation. Given these considerations, Police are unlikely to grant new Public Entertainment Licences for Orchard Towers. This is publicised on the Police website."
2019-08-05-T-002-S-00035,2019-08-05-T-002,35,Amrin Amin,"Police conducts regular checks on the Public Entertainment Licensees to ensure that they comply with all licensing conditions. Licencees with infringements of licensing conditions may have their licence not renewed upon expiry. For those who more egregious infringements, their licences may even be suspended or cancelled by the licensing officer."
2019-08-05-T-002-S-00036,2019-08-05-T-002,36,Amrin Amin,"Police also conduct regular enforcement to ensure that operators do not circumvent the licensing regime and engage in vice activities. It is an offence for beauty salons, as the Member mentioned, to provide massage services without a licence under the Massage Establishments Act. An operator may be liable to a maximum fine of $10,000 or two years, or both. If vice activities are detected, the operator may be liable for additional vice-related offences under the Women's Charter."
2019-08-05-T-002-S-00037,2019-08-05-T-002,37,Christopher de Souza,"I thank the Senior Parliamentary Secretary for his answer and I am glad that MHA is taking the issue of vice seriously. Sir, the activities of Orchard Towers spill out very publicly onto the pavements of Orchard Road, especially at night. It creates an unsafe and an uncomfortable environment for people who just want to have a decent meal in the buildings that surround Orchard Towers. Therefore, could MHA prioritise anti-vice raids on Orchard Towers to clean up that strip of Orchard Road? There is also an investigation into an alleged murder there. And I think this brings to bare the urgency of the task."
2019-08-05-T-002-S-00038,2019-08-05-T-002,38,Amrin Amin,"We share the Member's concern. In fact, Police have been keeping up a strong tempo of enforcement actions on top of their regular checks and enhanced ground presence. I mentioned in my earlier reply that Police conducted 18 anti-vice operations at Orchard Towers and its vicinity in 2018 and these resulted in arrests of over 70 vice workers. Police will continue to keep a close watch over the law and order situation at Orchard Towers, including its vicinity."
2019-08-05-T-002-S-00039,2019-08-05-T-002,39,Louis Ng Kok Kwang,"I thank the Senior Parliamentary Secretary for the reply. I am just a bit concerned. I am just wondering if we stepped up enforcement in Orchard Towers, are we really addressing the root of the problem? Are we really tackling this vice issue or are we just going to move them to another place, which means we have an Orchard Towers Part II? And we are just spending our resources, just chasing our tail."
2019-08-05-T-002-S-00040,2019-08-05-T-002,40,Amrin Amin,"I think the Member is right. There has to be an outlet for people to entertain themselves. I think that is a given. But what is important is the law and order situation has to be maintained and if the situation gets out of hand, the Police must ensure that whatever entertainment that we enjoy, do not cause inconvenience to others and pose law and order situations to the public."
2019-08-05-T-003-S-00041,2019-08-05-T-003,41,Desmond Choo,asked the Minister for Home Affairs how is the Home Team prepared for multiple concurrent civil unrest incidents without significantly compromising its routine incident response responsibilities.
2019-08-05-T-003-S-00042,2019-08-05-T-003,42,Amrin Amin,"Multiple concurrent civil unrest incidents will stretch the resources of the Home Team. Our primary strategy must, therefore, be to put in place measures to prevent any assembly or procession from escalating into civil unrest in the first place."
2019-08-05-T-003-S-00043,2019-08-05-T-003,43,Amrin Amin,"Public assemblies in Singapore are regulated under the Public Order Act. A Police permit is required to hold a public assembly. Clear guidelines are given to event organisers during their permit application. For example, they are required to conduct their events in a socially responsible manner and ensure that they do not cause any danger or undue alarm to the general public. They are also advised to give due consideration to ensure that public safety, security, law and order are not compromised during the event."
