speech_id,topic_id,speech_order,member_name,text
2016-01-28-T-001-S-00001,2016-01-28-T-001,1,Alex Yam,asked	 the Minister for Home Affairs in light of growing religious radicalisation of youths in the region (a) what plans are in place to further engage religious organisations in Singapore to look out for youths-at-risk; (b) whether informal religious groups are tracked for potential risks; and (c) whether there are controls over visits by radical overseas religious leaders to Singapore.
2016-01-28-T-001-S-00002,2016-01-28-T-001,2,K Shanmugam,"Mdm Speaker, the threat that our young people can be radicalised based on religion is a serious one."
2016-01-28-T-001-S-00003,2016-01-28-T-001,3,K Shanmugam,"The Government has been working with various community groups and organisations to deal with this issue. Amongst other things, we work with the Inter-Racial and Religious Harmony Circles (IRCCs). MCCY has been engaging the leaders of religious organisations as well as youth leaders in the community and our Institutes of Higher Learning (IHLs). The approach and purpose are to sensitise them to the threat of radicalisation and the need to be vigilant. We will continue to work with community organisations, Self Help Groups (SHGs) like CDAC, Mendaki, Eurasian Association and SINDA, to increase the awareness of this issue amongst our youths."
2016-01-28-T-001-S-00004,2016-01-28-T-001,4,K Shanmugam,"Our local Muslim community and religious organisations have also put in considerable effort to counter the radical ideology of the jihadi terrorist groups like ISIS. They are also tailoring their messages and engagement platforms, including social media platforms, to better reach out to youths."
2016-01-28-T-001-S-00005,2016-01-28-T-001,5,K Shanmugam,"Besides engaging youths, we have to take other steps to reduce radical religious influences in Singapore. One example is the fact that we do not allow foreign religious preachers to come to Singapore if their teachings are intolerant of other religious faiths and practices. Their teachings are available on the Internet. Even if they do not say these things in Singapore, we cannot allow them to build up their following in Singapore because, fundamentally, those teachings will destroy our society."
2016-01-28-T-001-S-00006,2016-01-28-T-001,6,K Shanmugam,"Mr Yam also asked whether informal religious groups are tracked for potential risks. Freedom of religion is guaranteed under our Constitution. But any religious group, whether registered or informal, that preaches values or promotes actions that are directly contrary to our social harmony and cohesion, or threaten our safety and security, will be treated as a security risk."
2016-01-28-T-001-S-00007,2016-01-28-T-001,7,Alex Yam,"Mdm Speaker, I thank the Minister for his comprehensive answer. I just have one supplementary question. With regard to control of visits by overseas religious leaders, is there a protocol or Standard Operating Procedure for the approval of the visit pass? In a recent incident involving a particular preacher, publicity had already gone out for his visit to Singapore before his visit was denied by the authorities."
2016-01-28-T-001-S-00008,2016-01-28-T-001,8,K Shanmugam,"The protocol is a very straightforward and transparent one. What are his teachings, what has he said whether in Singapore or outside of Singapore, and, if his teachings are contrary to our values, he will be denied. We cannot control the publicity that others may give. The Member did not mention a name but he is probably referring to a gentleman who, if we look up on the Internet, has said, for example, that it is absolutely wrong to wish Christians ""Merry Christmas"". It is contrary to the teachings of the Quran. He says other things. And, of course, he says it in much more powerful terms than the way I can put it to you."
2016-01-28-T-002-S-00009,2016-01-28-T-002,9,,the Minister for Communications and Information and Minister-in-charge of Muslim Affairs how is Singapore handling the different practices and ideologies in the name of Islam especially in the context of the emergence of groups such as Islam Nusantara.
2016-01-28-T-002-S-00010,2016-01-28-T-002,10,Yaacob Ibrahim,"Madam, every major religion and religious community has some degree of diversity of thought and practices. So, too, for Islam and our Muslim community in Singapore."
2016-01-28-T-002-S-00011,2016-01-28-T-002,11,Yaacob Ibrahim,"In 2004, MUIS launched the Singapore Muslim Identity (SMI) project to articulate the desired characteristics of Muslim religious life in Singapore's multiracial and multi-religious context. SMI recognises that the understanding and practice of Islam can and has always been diverse, so long as it remains rooted to a valid tradition. However, if the practices and ideologies of any group are found to be fundamentally errant, MUIS, through its Fatwa Committee, would issue a fatwa or a guidance to pronounce what it finds objectionable and provide guidance to the Muslim community. MUIS would engage such groups to counsel them."
2016-01-28-T-002-S-00012,2016-01-28-T-002,12,Yaacob Ibrahim,"MUIS has instituted policies that seek to manage diversity, particularly in the regulation of religious activities in mosques. Through Friday sermons and religious classes, the Muslim public is encouraged to be civil and respectful when dealing with intra-faith differences. Through various initiatives organised by MUIS, mosques and Muslim organisations, different segments of the community come together and work on common projects and, in so doing, build community cohesion."
2016-01-28-T-002-S-00013,2016-01-28-T-002,13,Yaacob Ibrahim,"What we must guard against are ideologies and practices that divide our community and which set our community against the rest of society. For instance, MUIS provides guidelines to ensure that mosques serve as safe and open spaces for all Muslims. We do not tolerate those who sow discord and create divisions between Singapore Muslims and other communities."
2016-01-28-T-002-S-00014,2016-01-28-T-002,14,Yaacob Ibrahim,"Indeed, there is no place for exclusivist and extremist doctrines. Prominent among the efforts to safeguard our community against radicalisation is the Religious Rehabilitation Group (RRG). The RRG comprises local Islamic scholars who offer advice and counselling. The RRG also recently launched a resource centre and a hotline for members of the community to seek clarifications and advice on relevant queries."
