Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2014-03-06-T-001,Ellen Lee,Ms Ellen Lee,"asked the Minister for Foreign Affairs (a) whether the existing water agreement signed between Malaysia and Singapore allows for Malaysia to raise the price of raw water sold to Singapore at any time before its expiry in 2061; (b) if not, what is the reason for the Johor state government to make this proposal now; and (c) how will bilateral relations between Singapore and Malaysia be impacted if Singapore rejects the proposal for a price increase.",1,1,2014-03-06-T-001-S-00001
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"Mdm Speaker, Ms Ellen Lee has asked whether Malaysia had the right to review the price of raw water sold to Singapore. We have stated our position on this issue and also conveyed it officially to the government of Malaysia on several occasions.",1,2,2014-03-06-T-001-S-00002
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"As I had mentioned in my COS speech yesterday, neither Malaysia nor Singapore can unilaterally change the price of raw water sold to Singapore. Indeed, neither party can unilaterally change any of the terms of the 1962 Water Agreement. This is no ordinary agreement. It was guaranteed by both governments in the Separation Agreement in 1965, which was registered with the United Nations. Both countries have to honour the Water Agreement and the guarantee in the Separation Agreement. Any breach of the Water Agreement would also be a breach of the Separation Agreement and of international law.",2,3,2014-03-06-T-001-S-00003
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"Singapore's position is that Malaysia has lost its right to review the water price. The Water Agreement provided for the review after 25 years. Specifically, there was a right to review the price jointly in 1987. However, Malaysia consciously chose not to review the price.",3,4,2014-03-06-T-001-S-00004
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"It had good reasons for this. Malaysia benefits greatly from the current pricing arrangement. Johor buys 16 million gallons per day of treated water back from us at 50 cents per 1,000 gallons. Fifty cents per 1,000 gallons is only a fraction of the true cost to Singapore of treating the water, which includes building and maintaining the entire infrastructure of the water purification plants.",4,5,2014-03-06-T-001-S-00005
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"Malaysian leaders have acknowledged that Malaysia benefits from the current arrangement and explained that, indeed, that was why Malaysia made a carefully considered decision not to review the water price in 1987.",5,6,2014-03-06-T-001-S-00006
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),Then Malaysian Prime Minister Dr Mahathir Mohamad said in 2002 that Malaysia did not revise the water pricing when it was due because they thought Singapore would also revise the price of treated water supplied to Malaysia. One can refer to the Bernama report on 11 October 2002.,6,7,2014-03-06-T-001-S-00007
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"Then Johor State Assembly Speaker, Zainalabidin Mohd Zain, said that the Johor government had not made a mistake in not pressing for a review in 1986, and said, ""There was no point in doing so because Johor was dependent on Singapore for its treated water supply, and Singapore would have also increased its price of treated water sold to Johor."" This was from New Straits Times, 3 July 2002.",7,8,2014-03-06-T-001-S-00008
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"Under the agreement, after Malaysia decided not to review the water price in 1987, there is no longer any right to review the price of water. Had Malaysia exercised the right to review the water price in 1987, Singapore might then have made different investment decisions to develop Johor River, for instance, that Linggiu Dam project of 1990.",8,9,2014-03-06-T-001-S-00009
2014-03-06-T-001,K Shanmugam,The Minister for Foreign Affairs (Mr K Shanmugam),"In the event Malaysia chose not to review the water price in 1987 and, on that basis, Singapore then took several actions which also benefited Malaysia. This included building the Linggiu Dam at the cost of over $300 million, which has increased the yield of the Johor River, and enabled both Johor and Singapore to draw water from it during this dry season.",9,10,2014-03-06-T-001-S-00010
