Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2022-11-08-T-001,Koh Lian Pin,Prof Koh Lian Pin,asked the Minister for Sustainability and the Environment when is Singapore expected to peak its carbon dioxide equivalent emissions.,1,1,2022-11-08-T-001-S-00001
2022-11-08-T-001,Grace Fu Hai Yien,The Minister for Sustainability and the Environment (Ms Grace Fu Hai Yien),"Mr Speaker, may I have your permission to address this question from Prof Koh Lian Pin and written Question No 14 from Member Ms He Ting Ru, as well as Question No 29 for oral answer raised by Prof Koh Lian Pin from yesterday, in a single reply, please?",1,2,2022-11-08-T-001-S-00002
2022-11-08-T-001,Speaker,Mr Speaker,Please do.,1,3,2022-11-08-T-001-S-00003
2022-11-08-T-001,Grace Fu Hai Yien,Ms Grace Fu Hai Yien,"The REACH public consultation on Singapore's Raised Climate Ambition was part of a comprehensive series of engagements that the Government has carried out since April 2022, under the Singapore Green Plan 2030. Through these engagements, we have received feedback and views from more than 1,700 stakeholders. The National Climate Change Secretariat (NCCS) has published the summary of feedback from these stakeholders, as well as more detailed feedback from the REACH public consultation on Singapore's Raised Climate Ambition on its website on 25 October 2022. Both reports address the question raised by Prof Koh Lian Pin.",1,4,2022-11-08-T-001-S-00004
2022-11-08-T-001,Grace Fu Hai Yien,Ms Grace Fu Hai Yien,"The Singapore Government has just submitted Singapore's Second Update to our 2030 Nationally Determined Contribution, or NDC, to the United Nations Framework Convention on Climate Change (UNFCCC). In the submission, we indicated that Singapore intends to reduce emissions to around 60 million tonnes of carbon dioxide equivalent (MtCO2e) in 2030 after peaking our emissions earlier.",2,5,2022-11-08-T-001-S-00005
2022-11-08-T-001,Grace Fu Hai Yien,Ms Grace Fu Hai Yien,"Peaking our emissions earlier than 2030 is significant and requires substantial transformations across industry, economy and society. Unlike countries that have access to abundant abatement resources domestically, Singapore has to rely on external measures, such as electricity imports and carbon capture, utilisation and storage (CCUS). Negotiations with foreign partners on several arrangements are still ongoing. As such, it is premature to announce a precise year in which our emissions will peak. The Government's best estimate is for our emissions to peak between 2025 and 2028, which will be earlier than our previous 2030 target, at around 65 million tonnes.",3,6,2022-11-08-T-001-S-00006
2022-11-08-T-001,Grace Fu Hai Yien,Ms Grace Fu Hai Yien,"Notwithstanding these uncertainties, we remain committed to achieving what we set out in the Second Update to our 2030 NDC – for our emissions in 2030 to be around 60 million tonnes, or five million tonnes lower than what we set out in the First Update in 2020. This five million tonnes reduction is substantial. It is more than the total emissions from households today. We have put in place a comprehensive package of mitigation measures under the five pillars of the Green Plan to achieve this.",4,7,2022-11-08-T-001-S-00007
2022-11-08-T-002,Lim Biow Chuan,Mr Lim Biow Chuan,asked the Minister for Health (a) whether the Ministry can carry out educational publicity to remind residents not to go to the accident and emergency departments of public hospitals except for genuine emergencies; and (b) whether the Ministry can encourage more clinics to operate on a 24-hours basis.,1,8,2022-11-08-T-002-S-00008
2022-11-08-T-002,Joan Pereira,Ms Joan Pereira,"asked the Minister for Health (a) what is being done to reduce the waiting time for (i) consultation at the accident and emergency departments of public hospitals and (ii) ward beds at public hospitals; (b) whether the waiting time has reduced; and (c) if so, by how much.",1,9,2022-11-08-T-002-S-00009
2022-11-08-T-002,Yip Hon Weng,Mr Yip Hon Weng,"asked the Minister for Health (a) whether an in-depth analysis is being done to identify the underlying causes of the hospital bed crunch problem; (b) how will hospitals ensure that care for patients in holding spaces, including those with non-critical issues, will not be compromised; (c) what mechanism is in place for the different healthcare clusters to forecast and raise the alarm about possible upward demand at emergency departments to make necessary arrangements in advance; and (d) when is the bed crunch expected to ease.",1,10,2022-11-08-T-002-S-00010
2022-11-08-T-002,Yip Hon Weng,Mr Yip Hon Weng,"asked the Minister for Health (a) with the activation of inpatient teams to help at emergency departments, whether this will cause other healthcare teams to be overworked; (b) where will the manpower for transitional care facilities (TCFs), particularly the TCF with 364 beds, come from; (c) how well-equipped are healthcare workers and aides in the step-down facilities to care for transferred patients; and (d) what are the immediate measures to expand our healthcare teams, considering that some services cannot be automated in the short term.",1,11,2022-11-08-T-002-S-00011
2022-11-08-T-002,Gerald Giam Yean Song,Mr Gerald Giam Yean Song,asked the Minister for Health (a) what are the main reasons behind the long waiting times for admission at some restructured hospitals' emergency departments in recent weeks; and (b) what are the measures the Ministry is taking to reduce waiting time especially for patients with higher acuity conditions.,1,12,2022-11-08-T-002-S-00012
2022-11-08-T-002,Lim Wee Kiak,Dr Lim Wee Kiak,"asked the Minister for Health in light of the current hospital bed crunch (a) whether non-urgent elective surgeries in public hospitals will be postponed; (b) if so, whether this will once more result in a backlog after the current bed crunch is alleviated; and (c) how will the Ministry prevent the occurrences of deferring non-urgent treatments from turning into a vicious cycle of care backlog.",1,13,2022-11-08-T-002-S-00013
2022-11-08-T-002,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling,asked the Minister for Health (a) what are the critical bottlenecks in hospitals resulting in patients being held for long periods of time at emergency departments; (b) whether this has resulted in ambulances being unable to be deployed for other emergencies; and (c) what steps is the Ministry taking to more permanently resolve the lack of bed spaces in public hospitals.,1,14,2022-11-08-T-002-S-00014
2022-11-08-T-002,Murali Pillai,Mr Murali Pillai,asked the Minister for Health (a) whether the risk of suffering from pressure injuries amongst bedridden patients who are kept for significant lengths of time at the accident and emergency departments of acute hospitals before being admitted to the wards is being monitored; and (b) whether such patients may be screened in advance for their susceptibility to develop pressure injuries and treated accordingly.,1,15,2022-11-08-T-002-S-00015
2022-11-08-T-002,Ng Ling Ling,Ms Ng Ling Ling,asked the Minister for Health whether the Ministry will consider developing a gatekeeping role and process at the polyclinics and GP clinics to reduce the number of patients whose conditions do not require emergency care at hospital emergency departments.,1,16,2022-11-08-T-002-S-00016
2022-11-08-T-002,Ong Ye Kung,The Minister for Health (Mr Ong Ye Kung),"Mr Speaker, Sir, with your permission, may I address Question Nos 2 to 10 in today's Order Paper, please?",1,17,2022-11-08-T-002-S-00017
2022-11-08-T-002,Speaker,Mr Speaker,Please proceed.,1,18,2022-11-08-T-002-S-00018
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"Sir, during the Delta wave last year, our  Intensive Care Unit (",1,19,2022-11-08-T-002-S-00019
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"Hence, over the past year, I have reported to this House on several occasions that although we did not let the virus overwhelm our healthcare system, our hospitals and, especially, the EDs, have been very busy.",2,20,2022-11-08-T-002-S-00020
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"Why are the hospitals still experiencing heavy workload, given that life has gone back to pre-COVID-19 normal?",3,21,2022-11-08-T-002-S-00021
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"The simple and fundamental reason is that the pandemic is not over. It may feel like it is over for most of us, but it certainly is not over for hospitals and our healthcare workers. We are learning to live with the virus, as an endemic disease. As I have explained to the House before, endemicity does not mean the virus disappears from our lives. On the contrary, it means that it is a permanent feature of our lives, circulating amongst us and we have to take personal precautions and implement public health measures in order to manage and live with it.",4,22,2022-11-08-T-002-S-00022
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"What are these public health measures? Essentially, there are three. First, the safe management measures (SMMs) to restrict social interactions and, therefore, reduce viral transmission. Two, transmission still happens and, therefore, we do vaccinations, so that infections do not translate into many cases of severe illnesses and deaths.",5,23,2022-11-08-T-002-S-00023
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"When these two cannot prevent cases, the third lever – which is our healthcare system – will then have to manage; it has to catch the problem and then, manage it by treating and caring for infected patients who become severely ill.",6,24,2022-11-08-T-002-S-00024
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"Let us take stock of the three measures. For SMMs, we have removed almost all restrictions, so that life goes back to the pre-COVID-19 normal. This is what all Singaporeans wish for and the whole point of treating COVID-19 as an endemic disease. Therefore, the Multi-Ministry Taskforce (MTF) has been very reluctant to re-impose SMMs, unless it is absolutely necessary.",7,25,2022-11-08-T-002-S-00025
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"The second public measure, vaccinations. We have already covered the great majority – over 90% – of our population. Our vaccination exercise is ongoing, but this is largely to extend our coverage at the margins, namely, now, infants and very young children, and to keep vaccinations up-to-date for the others. So, we are just maintaining our immunity and resilience, now no longer able to achieve the kind of quantum improvement in resilience that we could achieve when we first started our national vaccination programme.",8,26,2022-11-08-T-002-S-00026
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"That means that the burden of endemicity will fall disproportionately on the last public health measure – which is our healthcare system. That is why our wards and EDs have been very busy over the past year. The media highlighted it only recently, but really, our hospitals have been experiencing it for the whole year.",9,27,2022-11-08-T-002-S-00027
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"I hope that as we enjoy our hard-fought freedom from COVID-19, we remember the toil and sacrifice of our healthcare workers – doctors, nurses, social care workers and so on. They are sacrificing and toiling away, in order to secure freedom and the state of endemicity for the rest of society. So, COVID-19 may feel like it is over for many of us; it is not over for them.",10,28,2022-11-08-T-002-S-00028
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"In the hospitals and EDs, therefore, service levels may drop and waiting times become longer. Out of frustration, we understand that there will be public complaints, but I sincerely hope that our hospitals and healthcare workers will continue to receive the appreciation, understanding and support of all Singaporeans.",11,29,2022-11-08-T-002-S-00029
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"Sir, let me now describe what exactly is the situation at the EDs today. First, I want to assure the House, that for critically ill patients, they are attended to almost immediately at the EDs, due to the way that we triage patients and allocate resources. So, priority always goes to them.",12,30,2022-11-08-T-002-S-00030
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"For non-life-threatening but emergency cases, the median waiting times for consultation across all our EDs are averaged to about 20 minutes from January to September this year. It is not a very long wait, and it is important for this group of patients to be attended to quickly, so that they are evaluated and then can be discharged promptly.",13,31,2022-11-08-T-002-S-00031
2022-11-08-T-002,Ong Ye Kung,Mr Ong Ye Kung,"For emergency cases that require hospital admission – this is where the bottleneck is – the median waiting times for wards is about seven hours, from January to September. It is a few hours longer than 2019. What I quoted, ""seven hours"", that is the median. There are variations. So, when we have an infection wave, like recently, waiting times can spike up sharply – to the reported 50 hours – for certain hospitals that are busier.",14,32,2022-11-08-T-002-S-00032
