Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2019-09-04-T-001,Denise Phua Lay Peng,Ms Denise Phua Lay Peng,asked the Minister for Law (a) what is the income criterion for citizens seeking pro-bono legal services from the Legal Aid Bureau; (b) what are the avenues by which average-income families can access legal services at an affordable cost especially if they do not qualify for the pro-bono legal services; and (c) whether the Ministry can communicate these avenues of access to all citizens.,1,1,2019-09-04-T-001-S-00001
2019-09-04-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Law (Mr Edwin Tong Chun Fai) (for the Minister for Law),"Mr Deputy Speaker, an applicant must be a Citizen or a Permanent Resident of Singapore to qualify for civil legal aid. The qualifying criteria for legal aid are two-fold. First, the applicant must satisfy the means test. Second, the applicant must show that he or she has a good reason to bring or defend the case under the law, otherwise known as the merits test.",1,2,2019-09-04-T-001-S-00002
2019-09-04-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Law (Mr Edwin Tong Chun Fai) (for the Minister for Law),"To pass the current means test, an applicant’s disposable income cannot be more than S$10,000 per year and his disposal capital cannot be more than S$10,000.",2,3,2019-09-04-T-001-S-00003
2019-09-04-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Law (Mr Edwin Tong Chun Fai) (for the Minister for Law),"Last November, Parliament passed the Legal Aid and Advice (Amendment) Bill. MinLaw intends to adopt the Per Capita Household Income (PCHI) and the Annual Value of the applicant’s residence, savings and investments, as the new criteria to replace disposable income and disposable capital. The changes will simplify the means test, align the criteria with those under other social support schemes and shorten the application process time. There will be no material impact on the number of households eligible for legal aid provided by the Legal Aid Bureau. The Bill also gives us greater flexibility to help applicants with extenuating circumstances. So, there is an element of discretion that is built into the amendment Bill, as the Member might recall from the debate. We target to announce the detailed means criteria and effect the changes by the end of this year.",3,4,2019-09-04-T-001-S-00004
2019-09-04-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Law (Mr Edwin Tong Chun Fai) (for the Minister for Law),"Applicants who fail the means test may seek help from the Law Society Pro Bono Services, the Community Justice Centre and more than 50 other legal clinics run by various community, religious and voluntary welfare organisations.",4,5,2019-09-04-T-001-S-00005
2019-09-04-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Law (Mr Edwin Tong Chun Fai) (for the Minister for Law),"The Ministry provides applicants who do not qualify for the means test, as well as members of the public who enquire about avenues of legal assistance, with a list of legal clinics and online resources which the applicants may use to find a suitable lawyer.",5,6,2019-09-04-T-001-S-00006
2019-09-04-T-001,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"I thank the Senior Minister of State for his response and for being always very helpful when we write in for such support. My question is this  the current access to legal aid seems to be very limited for many of our residents, especially for those who are not wealthy. Those who are very low-income have better access. Those who are wealthy probably do not need so much of this aid. But for those who are in the average income band, this is not so.",1,7,2019-09-04-T-001-S-00007
2019-09-04-T-001,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"I want to know if MinLaw would be able to provide even more details on how it will assist families with such needs, especially in areas like the Letter of Administration that is required when somebody passes away. Things like Lasting Power of Attorney (LPA) and so forth. Is there a way, as technology advances, that we can offer more DIY help so that ""mortals"" like us can actually help them sign up for some of the required legal documentation?",2,8,2019-09-04-T-001-S-00008
2019-09-04-T-001,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai,"I thank the Member for the comments. On the first point, certainly, with the advent of the amendments and the criteria that we will use, we expect that the process will be easier to use, simplified. And we believe also that with the discretion portion, that there will be a more judicious use of that discretion to apply to needy cases. So, there is a bit more latitude.",1,9,2019-09-04-T-001-S-00009
2019-09-04-T-001,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai,"We expect, on our estimate, that with the new amendments, looking at the PCHI and the other criterion, that approximately 25% of all households in Singapore would qualify under that criteria. So, there is a fair breadth of coverage with the new means test in place.",2,10,2019-09-04-T-001-S-00010
