Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2016-05-09-T-001,Speaker,Mdm Speaker,"Order. Oath of Allegiance. The hon Member, present to take his seat, will please come forward when his name is called.",1,1,2016-05-09-T-001-S-00001
2016-05-09-T-001,Speaker,Mdm Speaker,The following Member took and subscribed the Oath of Allegiance,2,2,2016-05-09-T-001-S-00002
2016-05-09-T-001,Speaker,Mdm Speaker,Mr Murali Pillai (Bukit Batok),3,3,2016-05-09-T-001-S-00003
2016-05-09-T-001,Speaker,Mdm Speaker,Order. Questions for Oral Answer.,1,4,2016-05-09-T-001-S-00004
2016-05-09-T-002,Darryl David,Mr Darryl David,asked	 the Minister for Transport whether the Government will consider setting up dedicated bicycle terminals at key locations in the city and downtown with the necessary facilities to support those who would like to cycle from their home to the city.,1,5,2016-05-09-T-002-S-00005
2016-05-09-T-002,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo),,1,6,2016-05-09-T-002-S-00006
2016-05-09-T-002,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo),"In answer to the Member Mr Darryl David, there are currently more than 800 bicycle parking lots at eight MRT stations located in the city area. For the Downtown Line, which is the newest line to be operational, bicycle parking lots will be provided at a majority of the stations in the city area.",2,7,2016-05-09-T-002-S-00007
2016-05-09-T-002,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo),"LTA also plans to require bicycle parking standards for private residential, commercial and community developments, including those in the city area. Besides parking, developers will soon have to submit a Walking and Cycling Plan which factors in other supporting facilities for cyclists, such as showers and lockers.",3,8,2016-05-09-T-002-S-00008
2016-05-09-T-002,Darryl David,Mr Darryl David (Ang Mo Kio),"I would like to thank the Senior Minister of State for her reply. It is heartening to know that this is going to happen, but until the developers provide these facilities, I was wondering if, whether it is under the URA or the LTA, we could consider that at the dedicated bicycle hubs or terminals, we provide those lockers, showers and facilities. While many of us would like to try to cycle to work, but due to our weather, by the time we get there, we cannot tell whether you are caught in the heat or in a storm because you are drenched. Would the Government consider this?",1,9,2016-05-09-T-002-S-00009
2016-05-09-T-002,Josephine Teo,Mrs Josephine Teo,"In response to the supplementary question, there are really two considerations. One is that at the sites where the MRT stations are located, we need to have the available space in order to carry out a plan like dedicated bicycle terminals. The second consideration is that when we provide bicycle facilities, we must bear in mind the objective, that is, first and last mile connectivity. That is why the intention is to involve building owners. Even if you have provided a bicycle terminal, the individual will still have to get to the destination. That, ultimately, is going to be a building with an owner. So, we prefer to require these owners to implement Walking and Cycling Plans so that facilities can be nearer to the destinations of the bicycle users.",1,10,2016-05-09-T-002-S-00010
2016-05-09-T-003,Ang Hin Kee,Mr Ang Hin Kee,asked	 the Minister for Transport whether the Ministry will consider investing in lockers for storage of personal mobility devices (PMDs) and setting aside parking spaces/charging stations for parking of electric bicycles and bicycles at community clubs/centres/MRT stations to promote cycling and PMDs.,1,11,2016-05-09-T-003-S-00011
2016-05-09-T-003,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo),,1,12,2016-05-09-T-003-S-00012
2016-05-09-T-003,Josephine Teo,The Senior Minister of State for Transport (Mrs Josephine Teo),"At the moment, we have no plans to provide storage facilities for personal mobility devices. Users tend to carry the devices with them. We will, however, continue to monitor the trends.",2,13,2016-05-09-T-003-S-00013
2016-05-09-T-003,Ang Hin Kee,Mr Ang Hin Kee (Ang Mo Kio),"Madam, I read with great interest the Walking and Cycling Plans for new developments that developers have to put in place. For existing developers, are there items or schemes that MOT may consider to encourage them to also do likewise so that they can provide especially storage facilities? I have visited and met some personal mobility device users who tend to carry their devices, whether e-scooters or hoverboards, to training classrooms or gyms. They have to move around with those equipment because there is no other proper place to store them.",1,14,2016-05-09-T-003-S-00014
