Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2016-10-10-T-001,Grace Fu Hai Yien,The Leader of the House (Ms Grace Fu Hai Yien),"Mdm Speaker, may I seek your consent and the general assent of Members to move that Question Time at this day's Sitting be exempted from the provisions of Standing Order No 22(1) so as to enable Questions for Oral Answer to be taken till 4.00 pm today?",1,1,2016-10-10-T-001-S-00001
2016-10-10-T-001,Speaker,Mdm Speaker,I give my consent. Does the Leader of the House have the general assent of hon Members to so move?,1,2,2016-10-10-T-001-S-00002
2016-10-10-T-001,Speaker,Mdm Speaker,Hon Members indicated assent.,2,3,2016-10-10-T-001-S-00003
2016-10-10-T-001,Speaker,Mdm Speaker,"[(proc text) Question put, and agreed to. (proc text)]",3,4,2016-10-10-T-001-S-00004
2016-10-10-T-001,Speaker,Mdm Speaker,"[(proc text) Resolved, ""That notwithstanding Standing Order No 22(1), Questions for Oral Answer set down on the Order Paper for today be taken till 4.00 pm at this day's Sitting."" (proc text)]",4,5,2016-10-10-T-001-S-00005
2016-10-10-T-002,Christopher de Souza,Mr Christopher de Souza,asked	 the Minister for Social and Family Development what are the safeguards to prevent an increase in online gambling addiction in light of the pending approval of exempted online providers.,1,6,2016-10-10-T-002-S-00006
2016-10-10-T-002,Tan Chuan-Jin,The Minister for Social and Family Development (Mr Tan Chuan-Jin),"Mdm Speaker, before I answer the Member's question in full, I thought it would be useful to provide a setting because this and the next Parliamentary Question (PQ) involve related issues.",1,7,2016-10-10-T-002-S-00007
2016-10-10-T-002,Tan Chuan-Jin,The Minister for Social and Family Development (Mr Tan Chuan-Jin),"Firstly, from the Government's perspective, we are very clear about the issues concerning problem gambling. For my Ministry, we see the extent of the problems because we deal with the individuals and their families who suffer from it. This is the reality that we grapple with. We do not under-estimate the impact that problem gambling has on individuals as well as families. We are not in favour of gambling; we do not encourage it; and we do not want to promote it amongst our people. We share fairly similar perspectives that many Members have with regard to this issue.",2,8,2016-10-10-T-002-S-00008
2016-10-10-T-002,Tan Chuan-Jin,The Minister for Social and Family Development (Mr Tan Chuan-Jin),"However, taking that position does not preclude the fact that gambling will exist. It is something that others who engage in it have different viewpoints on. Like it or not, it is something that people participate in, in some form or other. By banning it, what will happen? Will it just drive it underground? Our basic concern really is this  as far as remote gambling is concerned, it is an area that is growing. We look at what is happening around the world; it is proliferating; it is growing significantly. In Singapore, where the Internet penetration rate is particularly significant and smart devices abound, there is a very high probability that this is something that would become more of an issue with time.",3,9,2016-10-10-T-002-S-00009
2016-10-10-T-002,Tan Chuan-Jin,The Minister for Social and Family Development (Mr Tan Chuan-Jin),"We share very significant concerns with regard to that, which is why two years ago, we debated in this House the Remote Gambling Act. In that Act, there were the provisions for the exempt operator regime, because we believe that even though we may take a very robust position with regard to managing this space, we are all familiar with the Internet – it is impossible to completely regulate it. There will be ways to bypass – by VPN, proxy sites and so on – for those who wish to engage in online gambling.",4,10,2016-10-10-T-002-S-00010
