speech_id,topic_id,speech_order,member_name,text
2013-09-16-T-001-S-00001,2013-09-16-T-001,1,Speaker,"Order. I wish to inform hon Members that under the provisions of Standing Order No 102, I have on 5 September 2013 nominated the following Members to fill vacancies in the respective Standing Select Committees"
2013-09-16-T-001-S-00002,2013-09-16-T-001,2,Speaker,(1)	Mr Gan Thiam Poh to be a Member of the Public Accounts Committee in place of Mr Desmond Lee; and
2013-09-16-T-001-S-00003,2013-09-16-T-001,3,Speaker,(2)	Dr Lim Wee Kiak to be a Member of the Public Petitions Committee.
2013-09-16-T-001-S-00004,2013-09-16-T-001,4,Speaker,The nominations take effect from 5 September 2013.
2013-09-16-T-002-S-00005,2013-09-16-T-002,5,Ng Eng Hen,"Mdm Speaker, may I seek your consent and the general assent of Members present to move that Question Time at this day's sitting be exempted from the provisions of Standing Order No 22(1) so as to enable Questions for Oral Answer to be taken till 4.00 pm today?"
2013-09-16-T-002-S-00006,2013-09-16-T-002,6,Speaker,I give my consent. Does the Leader of the House have the general assent of hon Members present to so move?
2013-09-16-T-002-S-00007,2013-09-16-T-002,7,,[(proc text) indicated assent. (proc text)]
2013-09-16-T-002-S-00008,2013-09-16-T-002,8,,"[(proc text) With the consent of Mdm Speaker, and the general assent of Members present, (proc text)]"
2013-09-16-T-002-S-00009,2013-09-16-T-002,9,,"[(proc text) Question put, and agreed to. (proc text)]"
2013-09-16-T-002-S-00010,2013-09-16-T-002,10,,"[(proc text) Resolved, ""That notwithstanding Standing Order 22(1), Questions for Oral Answer set down on the Order Paper for today be taken till 4.00 pm today."" (proc text)]"
2013-09-16-T-003-S-00011,2013-09-16-T-003,11,Lim Wee Kiak,"asked	the Minister for Defence in light of the relocation of Paya Lebar Airbase, how will the Government maintain the Republic of Singapore Air Force's operational readiness and ensure that Singapore's security needs will not be compromised."
2013-09-16-T-003-S-00012,2013-09-16-T-003,12,Ng Eng Hen,"Mdm Speaker, the Member Dr Lim Wee Kiak has asked a highly relevant question as the relocation of Paya Lebar Airbase (PLAB) must never compromise the ability of the Republic of Singapore Air Force (RSAF) to safeguard Singapore's security and sovereignty."
2013-09-16-T-003-S-00013,2013-09-16-T-003,13,Ng Eng Hen,"Indeed, this was the over-riding and primary consideration when MINDEF and the SAF studied the possibility of relocating PLAB. We were mindful that the current capabilities of the RSAF were achieved over four decades and remain critical to protect a small country like Singapore which lacks strategic depth."
