Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2016-01-15-T-001,,,"At 3.30 pm, the Serjeant-at-Arms laid the Mace below the Table.",1,1,2016-01-15-T-001-S-00001
2016-01-15-T-001,,,The Leader of the House stood up and addressed herself to the Clerk of Parliament.,2,2,2016-01-15-T-001-S-00002
2016-01-15-T-001,Grace Fu Hai Yien,The Leader of the House (Ms Grace Fu Hai Yien),,1,3,2016-01-15-T-001-S-00003
2016-01-15-T-001,Grace Fu Hai Yien,The Leader of the House (Ms Grace Fu Hai Yien),[(proc text) Member Mr Cedric Foo Chee Keng stood up and addressed himself to the Clerk of Parliament. (proc text)],2,4,2016-01-15-T-001-S-00004
2016-01-15-T-001,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer),,1,5,2016-01-15-T-001-S-00005
2016-01-15-T-001,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer),"[(proc text) There being only one proposal, the Clerk then declared Mdm Halimah Yacob to have been duly elected as Speaker of this Parliament. [Applause.] (proc text)]",2,6,2016-01-15-T-001-S-00006
2016-01-15-T-001,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer),"[(proc text) Mdm Speaker, standing at the Table, made an Affirmation of Allegiance. (proc text)]",3,7,2016-01-15-T-001-S-00007
2016-01-15-T-001,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer),[(proc text) Mdm Speaker went to the Chair and sat down. (proc text)],4,8,2016-01-15-T-001-S-00008
2016-01-15-T-001,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer),[(proc text) Then the Mace (which before laid below the Table) was placed on the Table. (proc text)],5,9,2016-01-15-T-001-S-00009
2016-01-15-T-002,Speaker,Mdm Speaker,"Hon Members will now proceed to take their Oath or Affirmation of Allegiance at the Table, starting with the Prime Minister and thereafter in the order as arranged.",1,10,2016-01-15-T-002-S-00010
2016-01-15-T-002,Speaker,Mdm Speaker,"[(proc text) Members took and subscribed the Oath of Allegiance, or made Affirmation of Allegiance, in the order below  (proc text)]",2,11,2016-01-15-T-002-S-00011
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Lee Hsien Loong (Ang Mo Kio) (proc text)],3,12,2016-01-15-T-002-S-00012
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Group 1 (proc text)],4,13,2016-01-15-T-002-S-00013
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Teo Chee Hean (Pasir Ris-Punggol) (proc text)],5,14,2016-01-15-T-002-S-00014
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Tharman Shanmugaratnam (Jurong) (proc text)],6,15,2016-01-15-T-002-S-00015
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Khaw Boon Wan (Sembawang) (proc text)],7,16,2016-01-15-T-002-S-00016
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Group 2 (proc text)],8,17,2016-01-15-T-002-S-00017
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Lim Swee Say (East Coast) (proc text)],9,18,2016-01-15-T-002-S-00018
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Lim Hng Kiang (West Coast) (proc text)],10,19,2016-01-15-T-002-S-00019
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr K Shanmugam (Nee Soon) (proc text)],11,20,2016-01-15-T-002-S-00020
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Ng Eng Hen (Bishan-Toa Payoh) (proc text)],12,21,2016-01-15-T-002-S-00021
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Gan Kim Yong (Chua Chu Kang) (proc text)],13,22,2016-01-15-T-002-S-00022
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Vivian Balakrishnan (Holland-Bukit Timah) (proc text)],14,23,2016-01-15-T-002-S-00023
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Assoc Prof Dr Yaacob Ibrahim (Jalan Besar) (proc text)],15,24,2016-01-15-T-002-S-00024
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Group 3 (proc text)],16,25,2016-01-15-T-002-S-00025
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Heng Swee Keat (Tampines) (proc text)],17,26,2016-01-15-T-002-S-00026
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr S Iswaran (West Coast) (proc text)],18,27,2016-01-15-T-002-S-00027
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Tan Chuan-Jin (Marine Parade) (proc text)],19,28,2016-01-15-T-002-S-00028
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Ms Grace Fu Hai Yien (Yuhua) (proc text)],20,29,2016-01-15-T-002-S-00029
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Chan Chun Sing (Tanjong Pagar) (proc text)],21,30,2016-01-15-T-002-S-00030
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Lawrence Wong (Marsiling-Yew Tee) (proc text)],22,31,2016-01-15-T-002-S-00031
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Masagos Zulkifli B M M (Tampines) (proc text)],23,32,2016-01-15-T-002-S-00032
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Ong Ye Kung (Sembawang) (proc text)],24,33,2016-01-15-T-002-S-00033
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Ng Chee Meng (Pasir Ris-Punggol) (proc text)],25,34,2016-01-15-T-002-S-00034
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Group 4 (proc text)],26,35,2016-01-15-T-002-S-00035
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Ms Sim Ann (Holland-Bukit Timah) (proc text)],27,36,2016-01-15-T-002-S-00036
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Sam Tan Chin Siong (Radin Mas) (proc text)],28,37,2016-01-15-T-002-S-00037
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Desmond Lee (Jurong) (proc text)],29,38,2016-01-15-T-002-S-00038
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Chee Hong Tat (Bishan-Toa Payoh) (proc text)],30,39,2016-01-15-T-002-S-00039
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Amy Khor Lean Suan (Hong Kah North) (proc text)],31,40,2016-01-15-T-002-S-00040
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Janil Puthucheary (Pasir Ris-Punggol) (proc text)],32,41,2016-01-15-T-002-S-00041
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mrs Josephine Teo (Bishan-Toa Payoh) (proc text)],33,42,2016-01-15-T-002-S-00042
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Heng Chee How (Jalan Besar) (proc text)],34,43,2016-01-15-T-002-S-00043
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Mohamad Maliki Bin Osman (East Coast) (proc text)],35,44,2016-01-15-T-002-S-00044
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Ms Indranee Rajah (Tanjong Pagar) (proc text)],36,45,2016-01-15-T-002-S-00045
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Group 5 (proc text)],37,46,2016-01-15-T-002-S-00046
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Ms Low Yen Ling (Chua Chu Kang) (proc text)],38,47,2016-01-15-T-002-S-00047
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Koh Poh Koon (Ang Mo Kio) (proc text)],39,48,2016-01-15-T-002-S-00048
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Lam Pin Min (Sengkang West) (proc text)],40,49,2016-01-15-T-002-S-00049
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Teo Ser Luck (Pasir Ris-Punggol) (proc text)],41,50,2016-01-15-T-002-S-00050
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Charles Chong (Punggol East) (proc text)],42,51,2016-01-15-T-002-S-00051
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon) (proc text)],43,52,2016-01-15-T-002-S-00052
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Teo Ho Pin (Bukit Panjang) (proc text)],44,53,2016-01-15-T-002-S-00053
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Baey Yam Keng (Tampines) (proc text)],45,54,2016-01-15-T-002-S-00054
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Amrin Amin (Sembawang) (proc text)],46,55,2016-01-15-T-002-S-00055
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Goh Chok Tong (Marine Parade) (proc text)],47,56,2016-01-15-T-002-S-00056
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Group 6 (proc text)],48,57,2016-01-15-T-002-S-00057
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Ms Foo Mee Har (West Coast) (proc text)],49,58,2016-01-15-T-002-S-00058
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Edwin Tong Chun Fai (Marine Parade) (proc text)],50,59,2016-01-15-T-002-S-00059
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Ong Teng Koon (Marsiling-Yew Tee) (proc text)],51,60,2016-01-15-T-002-S-00060
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Christopher de Souza (Holland-Bukit Timah) (proc text)],52,61,2016-01-15-T-002-S-00061
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Alex Yam (Marsiling-Yew Tee) (proc text)],53,62,2016-01-15-T-002-S-00062
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Patrick Tay Teck Guan (West Coast) (proc text)],54,63,2016-01-15-T-002-S-00063
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Lee Yi Shyan (East Coast) (proc text)],55,64,2016-01-15-T-002-S-00064
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Vikram Nair (Sembawang) (proc text)],56,65,2016-01-15-T-002-S-00065
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr Sitoh Yih Pin (Potong Pasir) (proc text)],57,66,2016-01-15-T-002-S-00066
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Dr Chia Shi-Lu (Tanjong Pagar) (proc text)],58,67,2016-01-15-T-002-S-00067
2016-01-15-T-002,Speaker,Mdm Speaker,[(proc text) Mr David Ong (Bukit Batok) (proc text)],59,68,2016-01-15-T-002-S-00068
