Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2018-11-19-T-001,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling,asked the Minister for the Environment and Water Resources (a) what are the factors that the Ministry considers before deciding to outsource the hawker centre management from NEA to private companies; and (b) whether the Ministry has oversight of the general contract framework or pricing models that the private management companies impose on their tenants.,1,1,2018-11-19-T-001-S-00001
2018-11-19-T-001,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling,"asked the Minister for the Environment and Water Resources (a) what are the different types of new hawker centre models available today; (b) of all the current hawker centres, how many of them are under these new models of management; and (c) whether there is a timeline for measuring the effectiveness of each model when the new hawker centre models are being tested.",1,2,2018-11-19-T-001-S-00002
2018-11-19-T-001,Gan Thiam Poh,Mr Gan Thiam Poh,asked the Minister for the Environment and Water Resources (a) what is the total number of vacant stalls at NEA-run hawker centres and markets as at 30 September 2018; and (b) what has been the take-up rate of vacant stalls since NEA removed the floor price.,1,3,2018-11-19-T-001-S-00003
2018-11-19-T-001,Lee Bee Wah,Er Dr Lee Bee Wah,"asked the Minister for the Environment and Water Resources (a) how many hawkers have taken part in the Incubation Stall Programme; (b) how many will be continuing beyond the incubation period; and (c) for those who will not continue, what are the reasons and how will the Ministry address them.",1,4,2018-11-19-T-001-S-00004
2018-11-19-T-001,Lee Bee Wah,Er Dr Lee Bee Wah,asked the Minister for the Environment and Water Resources (a) what challenges do hawkers face under the social enterprise hawker centres initiative; (b) what kind of pricing model should hawkers and patrons expect under this initiative; and (c) how is the Ministry addressing the unhappiness resulting from this initiative.,1,5,2018-11-19-T-001-S-00005
2018-11-19-T-001,Liang Eng Hwa,Mr Liang Eng Hwa,asked the Minister for the Environment and Water Resources (a) whether the total cost of running a hawker stall under the new social enterprise-run hawker centres model has been significantly higher than that of the NEA-run model; (b) whether the new model has helped serve the policy intent of providing affordable food and sustaining hawker culinary skills and trade; and (c) whether the contractual terms and requirements imposed by the operators of the new model on the hawkers are reasonable and fair.,1,6,2018-11-19-T-001-S-00006
2018-11-19-T-001,Lim Wee Kiak,Dr Lim Wee Kiak,asked the Minister for the Environment and Water Resources (a) whether the Ministry can stop further outsourcing of hawker centres to private operators; (b) whether the Ministry conducts an oversight of the contract terms between the management and tenants of outsourced hawker centres; and (c) what is the Ministry doing to resolve the many issues arising from its decision to outsource hawker centres.,1,7,2018-11-19-T-001-S-00007
2018-11-19-T-001,Zainal Sapari,Mr Zainal Sapari,asked the Minister for the Environment and Water Resources (a) what are the key success factors that can be attributed to NEA-managed hawker centres in bringing affordable and good food to the public; and (b) what are the challenges in replicating the successful NEA-managed hawker centres to new hawker centres operated by social enterprises.,1,8,2018-11-19-T-001-S-00008
2018-11-19-T-001,Gan Thiam Poh,Mr Gan Thiam Poh,"asked the Minister for the Environment and Water Resources (a) what are the cost components of running the existing hawker centres and markets; (b) whether there is a subsidy or grant given to each hawker or market stall and, if so, what is the subsidy; and (c) whether the same subsidy or grant is extended to social enterprise operators.",1,9,2018-11-19-T-001-S-00009
2018-11-19-T-001,Gan Thiam Poh,Mr Gan Thiam Poh,asked the Minister for the Environment and Water Resources (a) what has been the success rate of tray returns since the programme was launched; and (b) whether there is a need to redesign the tray return collection points through enhancement of the washing area for patrons to return direct to the washing area-cum-collection point for better efficiency and reduce bird-related hygiene issues.,1,10,2018-11-19-T-001-S-00010
2018-11-19-T-001,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye,"asked the Minister for the Environment and Water Resources (a) how many hawker stalls are paying a rental of $10,000 or more per month; (b) what is the current highest rental that a hawker stall is paying; and (c) whether the Ministry will consider implementing a cap on the rental to better manage food prices.",1,11,2018-11-19-T-001-S-00011
2018-11-19-T-001,Ong Teng Koon,Mr Ong Teng Koon,asked the Minister for the Environment and Water Resources whether hawker center stall rental rates can be de-linked from private market rental rates including privately-owned HDB coffeeshops and free market bidding rates.,1,12,2018-11-19-T-001-S-00012
2018-11-19-T-001,Darryl David,Mr Darryl David,"asked the Minister for the Environment and Water Resources (a) what measures are in place for the Ministry to take action against private operators of hawker centres who do not abide by the terms of the operating contract; and (b) what action can be taken against private operators of hawker centres whose actions or lack thereof lead to reputational damage for the Ministry, other government agencies, hawkers and other community stakeholders.",1,13,2018-11-19-T-001-S-00013
2018-11-19-T-001,Lim Sun Sun,Prof Lim Sun Sun,asked the Minister for the Environment and Water Resources whether the Ministry has considered working with NHB's Our Hawker Culture travelling exhibition to better grasp public opinion and tap new ideas on what Singaporeans expect of our hawker centres beyond providing affordable food.,1,14,2018-11-19-T-001-S-00014
2018-11-19-T-001,Lim Sun Sun,Prof Lim Sun Sun,"asked the Minister for the Environment and Water Resources where food supply is required at complexes that are open 24 hours, whether the Ministry has considered more strategic use of vending machines that provide hot food in place of mandating that hawker stalls remain open.",1,15,2018-11-19-T-001-S-00015
2018-11-19-T-001,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong,"asked the Minister for the Environment and Water Resources (a) whether rent and all ancillary charges payable by hawkers in hawker centres operated by not-for-profit social enterprises, such as dishwashing charges, are lower than those in NEA-managed hawker centres; and (b) if not, whether the Government intends to take any corrective action to reduce any additional business costs for the hawkers accordingly.",1,16,2018-11-19-T-001-S-00016
2018-11-19-T-001,Walter Theseira,Assoc Prof Walter Theseira,"asked the Minister for the Environment and Water Resources (a) what is the relative cost structure of hawker stalls under NEA management, social enterprise management, and for-profit coffeeshops respectively; (b) what is the nature and extent of implicit subsidies provided in NEA-managed hawker centres; and (c) whether the Ministry has plans for subsidising the operating costs of hawkers when hawkers experience difficulties in providing affordable food while earning a reasonable income.",1,17,2018-11-19-T-001-S-00017
2018-11-19-T-001,Cheng Li Hui,Miss Cheng Li Hui,asked the Minister for the Environment and Water Resources (a) how does NEA intend to help mitigate the cost increase in rental for the social enterprise-run hawker centres over time; and (b) whether NEA has any plans to run the hawker centres currently operated by social enterprises.,1,18,2018-11-19-T-001-S-00018
2018-11-19-T-001,Cheng Li Hui,Miss Cheng Li Hui,asked the Minister for the Environment and Water Resources (a) how long will NEA take to complete the stock-take of the social enterprise model of hawker centres; (b) whether the findings will be published for public consultation; and (c) whether the on-going debate on social enterprise-run hawker centres will affect Singapore's bid for hawker culture to be listed under the UNESCO Representative List of the Intangible Cultural Heritage of Humanity.,1,19,2018-11-19-T-001-S-00019
2018-11-19-T-001,Masagos Zulkifli B M M,The Minister for the Environment and Water Resources (Mr Masagos Zulkifli B M M),"Mr Deputy Speaker, I thank the Members for raising many thoughtful questions.",1,20,2018-11-19-T-001-S-00020
2018-11-19-T-001,Deputy Speaker,Mr Deputy Speaker,"Minister, do you want to cover the rest of the questions.",1,21,2018-11-19-T-001-S-00021
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"Yes, I will cover Question Nos 1 to 8 and Senior Minister of State Amy Khor will cover the rest.",1,22,2018-11-19-T-001-S-00022
2018-11-19-T-001,Deputy Speaker,Mr Deputy Speaker,Certainly.,1,23,2018-11-19-T-001-S-00023
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"Thank you. I thank the 13 Members for raising many thoughtful questions on the socially-conscious enterprise hawker centres (SEHCs). I will speak on why we embarked on the Socially-conscious Enterprise Hawker Centre (SEHC) model, how we select operators, and share our views on how the SEHCs are performing. Senior Minister of State Amy Khor will elaborate further on our efforts to refine the SEHC model and better support our hawkers.",1,24,2018-11-19-T-001-S-00024
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"Hawker centres are an integral part of Singapore. They are our community dining rooms – well-loved by Singaporeans from all walks of life. They serve three key social objectives by providing  one, affordable food in a hygienic environment; two, a decent living for our local hawkers; and three, vibrant social spaces to bond our communities. These are good objectives to achieve individually; but together, they compete against one another. So, trade-offs need to be made for an optimal outcome.",2,25,2018-11-19-T-001-S-00025
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"Let me start by recalling that the Government restarted building hawker centres in 2011, after a hiatus of almost 30 years. We were concerned about the lack of affordable dining-out options for Singaporeans at a time when there was a boom in coffeeshops and food courts. Natural market forces were pushing up rents at those private Food and Beverage (F&B) outlets, and consequently food prices. The public was concerned about the rising cost of living. In response to widespread appeals by Singaporeans, we resumed building hawker centres to serve as a ballast to stabilise cooked food prices against the emerging dominance of coffeeshops and food courts.",3,26,2018-11-19-T-001-S-00026
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"The Government has committed to building 20 new hawker centres by 2027, in new estates or existing ones that are relatively under-served. These will provide about 800 new hawker stalls at significant investment – each hawker centre costs $15m to build. The Government absorbs the building costs and subsidises their on-going maintenance, but does not recover such costs from stall rental.",4,27,2018-11-19-T-001-S-00027
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"We recognise, however, that just by building new hawker centres, we cannot automatically expect them to be viable and sustainable. In the early 1970s, the Government started building hawker centres to resettle street hawkers, so as to improve hygiene and food safety standards. Over time, they became our signature community dining rooms – to this day they enable us to preserve the important culture of eating out together, regardless of our status – rich or poor, young and old.",5,28,2018-11-19-T-001-S-00028
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"Over time too, a good number of these first and second generation hawkers, who receive cheap subsidised rentals, only work short hours. Residents in turn feedback that some existing centres do not fully cater to their dining needs. I was at Shunfu Mart Food Centre during a recent Ministerial Community Visit in Bishan East-Thomson Constituency. The hawkers only open for breakfast and lunch; some even just for breakfast. Residents do not have access to affordable food in the evening. This situation reflects a need for the careful balancing act to look after the interests of both hawkers and the community. Ultimately, hawker centres exist to serve Singaporeans. But we also have to be fair to hawkers and safeguard their well-being.",6,29,2018-11-19-T-001-S-00029
2018-11-19-T-001,Masagos Zulkifli B M M,Mr Masagos Zulkifli B M M,"Our social and demographic landscape has changed significantly. Today, the median age of hawkers is about 60 years old. We have about 6,000 cooked food stalls at our 114 hawker centres. More than one third of our hawkers and their assistants will retire in the next 10 years. Being a hawker is physically demanding. Many successful hawkers tell us that they hope their children will not follow in their footsteps. The challenges of the trade deter many young Singaporeans. We have to transform and find ways to make the hawker trade sustainable; or we may end up with hawker centres without hawkers.",7,30,2018-11-19-T-001-S-00030
2018-11-19-T-001,,,"by central kitchens and food delivery services. We must help our hawkers meet these challenges, just like how we try to help our taxi drivers face the wave of challenges from disruptive competition like Uber and Grab.",1,31,2018-11-19-T-001-S-00031
2018-11-19-T-001,,,"To adapt to changing needs and circumstances, it is critical to find new operating models to sustain the hawker trade. This is similar to the role which NTUC Fairprice has played in the supermarket landscape. Over the years, NTUC Fairprice has been innovating and moderating prices of essential groceries, which has catalysed the transformation of the mom-and-pop grocery shops. Over time, as customer profiles change, NTUC Fairprice continues to meet the needs of a wide spectrum of customers, by providing diverse product lines from affordable house brand options to premium brands. Even NTUC Fairprice would not have been sustainable if they only provided affordable alternatives without the attraction of choice for their customers.",2,32,2018-11-19-T-001-S-00032
2018-11-19-T-001,,,"This is why we are trialling the SEHC model for our new hawker centres. We have started at 7 new hawker centres, out of more than 100 managed by NEA. These SEHC operators bring new ideas and inject innovation that hawkers individually or the Government cannot. We are giving opportunity to those with expertise and networks in the F&B industry, to apply themselves to socially oriented purposes. For example, they are able to curate food stalls for quality and variety. They are also able to bring in famous food recipes, and are better placed to run hawker incubation programmes to help sustain the hawker trade. They also innovate to improve footfall and enhance vibrancy of the centres through better marketing and place-making programmes, and not just leave it to chance. As the single operator of each hawker centre, with F&B and management competencies, these SEHC operators can help our hawkers weather the competition from other F&B alternatives and adapt to technological disruptions, better than the hawkers can individually. In time to come, the better SEHCs will develop capabilities to support and sustain the hawker trade that we will appreciate.",3,33,2018-11-19-T-001-S-00033
2018-11-19-T-001,,,"As a reality check, we compare some of these costs with the alternatives like hiring additional hawker assistants, or the consequences of cheap sourcing low quality workers. Fourth, operators are required to reinvest at least 50% of any operating surplus into social benefits for the hawker centres and stallholders.",1,34,2018-11-19-T-001-S-00034
2018-11-19-T-001,,,I am heartened by the recent public discussion on how existing NEA centres are run better than the SEHCs. It is testimony that existing hawker centres under NEA management have done well over the years to meet the needs of their communities and the hawkers. But it is not enough to keep doing things the same way. This is why we have to continue with the SEHC model.,2,35,2018-11-19-T-001-S-00035
2018-11-19-T-001,,,"Several Members asked what makes a successful hawker centre. I believe most of us have patronised our favourite stalls at popular hawker centres, such as at Tiong Bahru or Adam Road. Many such existing centres are well-established in their communities. They have anchor hawkers who draw customers from all over the island. The new hawker centres do not enjoy this advantage, and need time to build up a clientele. Location and connectivity are important factors. New hawker centres at Kampung Admiralty and Our Tampines Hub (OTH), situated at transport nodes and co-located with other public services or amenities, have enjoyed good business. Higher business volume will help stallholders cope with costs.",3,36,2018-11-19-T-001-S-00036
2018-11-19-T-001,,,"On the whole, SEHCs have achieved good outcomes despite the short time they have started operations. Foremost, food prices at SEHCs are affordable and comparable to existing centres. These are generally lower than prices at surrounding coffeeshops and food courts. We cannot force hawkers to sell at cheap prices for all dishes at each stall. Instead, the operators have made available at least one affordable meal option at $3 and below for each stall, and allowed hawkers to determine prices for other dishes. This means that prices are not kept artificially low. Instead, operators work with hawkers to offer a range of food offerings at different price points, so that there are both attractive options that residents are willing to pay for and at the same time affordable options when residents want that. Some hawkers have also chosen to price their dishes low to attract more customers. For example, “Old Times” at the Kampung Admiralty Hawker Centre prices all dishes below $3. Indeed, at each SEHC, there are close to 40 affordable options of various kinds of meals from 40 different stalls.",4,37,2018-11-19-T-001-S-00037
2018-11-19-T-001,,,"Secondly, SEHC operators have curated food stalls for quality and variety. They have tapped on their networks of hawkers, and have the expertise to conduct food tasting when letting out stalls. They have also introduced interesting food options such as prawn paste chicken rice and halal tze char, and new dining concepts. This ensures a good variety of food options, which is not always a given in existing hawker centres. Even in popular hawker centres like Tekka, we can find rows of stalls offering similar food because NEA is required to award one vacant stall at a time based on tendered rentals to the highest bidder. NEA does not have a mechanism to curate an attractive collection of food options at each hawker centre, like in the case of the SEHC model. Such an allocation system run by NEA would be complex to execute and be subject to potential audit issues.",5,38,2018-11-19-T-001-S-00038
2018-11-19-T-001,,,"The SEHCs are establishing themselves within their communities and serving the residents well. Ci Yuan Hawker Centre, recently passed its three-year mark. The hawkers are doing well and 97% of them chose to renew their contracts in July this year. At Bukit Panjang Hawker Centre, the renewal rate is similarly high at 96%. SEHCs at Kampung Admiralty and OTH are also doing well with hardly any vacant stalls and a long waiting list of potential hawkers. This is similar to NEA-managed hawker centres, where only 3% of cooked food stalls are vacant.",6,39,2018-11-19-T-001-S-00039
