Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2016-04-08-T-001,,,Order read for consideration in Committee of Supply [3rd Allotted Day].,1,1,2016-04-08-T-001-S-00001
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"Madam, I beg to move, ""That the total sum to be allocated to Head K of the Estimates be reduced by $100.""",1,2,2016-04-08-T-002-S-00002
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"Madam, I believe that everyone, regardless of their age, income, connections or ability, deserves equal access to an excellent education. Singapore's education system is said by many to be one of the best in the world. Many countries look at us in envy. However, we are not perfect and we face our own giants.",2,3,2016-04-08-T-002-S-00003
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"I would like to use the language of Finance Minister Mr Heng's ""Budget Speak"" and share on three areas  (a) addressing near-term concerns in education; (b) future-proofing the education industry; and (c) educating for a caring and resilient society.",3,4,2016-04-08-T-002-S-00004
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"First, addressing near-term concerns. At a recent Meet-the-People session, a couple with three children asked me to appeal for more childcare subsidies for her younger ones. When I asked for more details, they shared that they are paying more than $500 for their eldest for tuition – a Secondary 1 student. The tuition fee is more than 10% of their household income. Tuition is indeed too prevalent to ignore. It is still thriving as a shadow education industry.",4,5,2016-04-08-T-002-S-00005
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"And as though the $1-billion academics tuition industry needs another boost, another form of tuition for Direct School Admissions (DSA) has arisen. It was reported that there are tutors who can help pupils build DSA portfolios at the rate of up to $300 per hour.",5,6,2016-04-08-T-002-S-00006
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"PSLE cut-off points for entry into Secondary schools of one's choice, is a KPI for not only many students but also their parents and school educators.",6,7,2016-04-08-T-002-S-00007
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),Some educators feel that the education rat race has begun even before one enters Primary 1. Others fear that meritocracy is at risk of losing its place as a social leveller as those in the higher income groups self-perpetuate themselves. Woe be the day when a child's postal code determines his destiny.,7,8,2016-04-08-T-002-S-00008
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"Then, for those who learn differently, whether in special or mainstream schools including the Institutes of Higher Learning, quality of support is still inconsistent. Education excellence for this group of learners is still an aspiration.",8,9,2016-04-08-T-002-S-00009
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"But all is not lost. As a member of the Education Government Parliamentary Committee (GPC) for many years, I know that the Ministry has been diligently confronting these mountains. They and many other Singaporeans know we must level the playing field so that every child has the opportunity to excel.",9,10,2016-04-08-T-002-S-00010
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"In January this year, I had spoken at length about the unhealthy trends of our Pre-occupation with academic success; ""Parentocracy"" and the Physical segregation of students based on their learning abilities.",10,11,2016-04-08-T-002-S-00011
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),"I had also given several suggestions including removing the high-stakes PSLE at the age of 12, but retaining the rigour of academic learning; and a review of the current model of sorting students into geographically different physical schools which may not reflect the microcosm of society.",11,12,2016-04-08-T-002-S-00012
2016-04-08-T-002,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar),It leaves me to seek an update from the Minister on how he intends to,12,13,2016-04-08-T-002-S-00013
