speech_id,topic_id,speech_order,member_name,text
2015-08-18-T-001-S-00001,2015-08-18-T-001,1,Sitoh Yih Pin,asked  the Minister for Foreign Affairs (a) what is the status of the land assessment tax applicable to PUB's waterworks in Johor; and (b) whether there have been any recent developments.
2015-08-18-T-001-S-00002,2015-08-18-T-001,2,K Shanmugam,"Mdm Speaker, as the House is aware, the Public Utilities Board (PUB) owns the Johor River Waterworks, in the Kota Tinggi District of Johor. The Waterworks extracts and treats water from the Johor River. This is done in accordance with the 1962 Water Agreement."
2015-08-18-T-001-S-00003,2015-08-18-T-001,3,K Shanmugam,"In late-2014, the Kota Tinggi District Council issued a Notice seeking to double the rate of land assessment tax imposed on the Waterworks. The revised rate was more than double that of the next highest rate in the entire Kota Tinggi District. The Waterworks' assessed property value was also increased. The new rate was applied to a category which was created solely for PUB."
2015-08-18-T-001-S-00004,2015-08-18-T-001,4,K Shanmugam,"PUB's operations in Johor are governed by the 1962 Water Agreement. That Agreement governs what PUB has to pay. PUB is not obliged to pay the land assessment tax which has been sought to be imposed. There is some additional background on Johor authorities imposing such taxes, in the past."
2015-08-18-T-001-S-00005,2015-08-18-T-001,5,K Shanmugam,"For present purposes, I do not propose to go into what had happened in the past. In respect of the latest tax assessments, we have registered our concerns. My Ministry has done so with the Malaysian Ministry of Foreign Affairs through two Third Person Notes (TPN). PUB has got in touch with the Kota Tinggi District Council on the same. I have also raised this issue directly with my Malaysian counterpart, Foreign Minister Anifah Aman, twice, in April 2015 and on 4 August 2015. Prime Minister Lee Hsien Loong has also spoken directly to Prime Minister Najib Razak in May 2015."
2015-08-18-T-001-S-00006,2015-08-18-T-001,6,K Shanmugam,"Malaysia is aware that the issue of PUB's rights under the 1962 Water Agreement is critical and sensitive for us. The Malaysian federal government has guaranteed in the Separation Agreement that Johor would abide by the 1962 Water Agreement, and as I have said earlier, the Agreement does not require the payment of this land tax. We have requested the Malaysian federal government to address this issue. The federal government has indicated that it would work with the Johor state government to address our concerns. Thank you, Mdm Speaker."
2015-08-18-T-002-S-00007,2015-08-18-T-002,7,Kuik Shiao-Yin,"asked  the Minister for the Environment and Water Resources (a) aside from rental controls, what are NEA's plans to help hawkers deal with the more significant cost drivers of ingredients and manpower; (b) how the setting of distinctly different price caps for local and western hawker cuisine preserves local hawker heritage; (c) whether NEA, with the Ministry for Social and Family Development, can issue more targeted concessions for low-income individuals to keep food affordable for the truly needful rather than use price caps that benefit those who can afford the full price; and (d) how does NEA ensure that the social enterprises managing the hawker centres do not take advantage of their position to profiteer unfairly."
2015-08-18-T-002-S-00008,2015-08-18-T-002,8,Vivian Balakrishnan,"Hawker centres are a unique Singapore feature and they are, in my opinion, essential social infrastructure. They are places where Singaporeans from all walks of life can gather, interact and enjoy fresh food at affordable prices. Over 85% of our hawkers today pay less than $1,500 per month in rent and in fact 41% of them are paying subsidised rental ranging from $160 to $384."
2015-08-18-T-002-S-00009,2015-08-18-T-002,9,Vivian Balakrishnan,"Three years ago, we made further policy changes to remove the speculative element from hawker stalls. For instance, now we insist that all hawker stalls have to be personally operated. The stalls are not a way for landlords to make money. The National Environment Agency (NEA) has disallowed the practice of assignments and subletting. Furthermore, NEA also abolished the concept of ""reserve rent"" for hawker stalls during the bidding process. NEA offers available vacant stalls at monthly tender exercises and accepts all valid competitive bids. This has resulted in the current situation where about half of the successful bids are now below 85% of the assessed market rent. The tendered rentals have been falling and in fact fell by 3.4% last year - the lowest successful tendered rental is now $1 a month. Not a typo error!"
2015-08-18-T-002-S-00010,2015-08-18-T-002,10,Vivian Balakrishnan,"To provide Singaporeans with even more affordable food options, we announced that the Government is building 20 new hawker centres, particularly in estates that have fewer cooked food stalls. Another trial that we are embarking on is the appointment of social enterprises to act as managing agents. For instance, NEA has appointed NTUC Foodfare Co-operative Ltd and Fei Siong Food Management Pte Ltd as managing agents to run two new hawker centres at Bukit Panjang and Hougang respectively on a not-for-profit basis."
