Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2015-08-17-T-001,Mohd Ismail Hussein,Mr Mohd Ismail Hussein,asked  the Deputy Prime Minister and Minister for Finance in light of the recent Auditor-General's Report for FY 2014/2015 on lapses found in public sector entities (a) whether the respective Ministries have conducted their own investigations into the lapses; (b) whether these investigation reports will be made public; (c) how many of these lapses are repeat lapses; and (d) what are the measures the respective Ministries plan to take to tighten controls and avoid serious lapses that affect the proper use of public funds.,1,1,2015-08-17-T-001-S-00001
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),"I thank Mr Mohd Ismail Hussein for his question. Before I get into the specifics, let me briefly explain that there are two types of audit conducted annually by the Auditor-General's Office (AGO).",1,2,2015-08-17-T-001-S-00002
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),,2,3,2015-08-17-T-001-S-00003
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),"The first type is a financial statements audit. AGO checks if the Government Financial Statements have been prepared in accordance with the law. The Government Financial Statements incorporate the accounts of all Ministries, Departments and Organs of State. AGO's audit hence covers the accounts of all these agencies.",3,4,2015-08-17-T-001-S-00004
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),,4,5,2015-08-17-T-001-S-00005
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),"The second type of audit is a selective audit. AGO checks on individual public agencies' compliance with rules and procedures, and also on their internal controls. AGO does these selective audits on a selection of agencies every year.",5,6,2015-08-17-T-001-S-00006
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),,6,7,2015-08-17-T-001-S-00007
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),"For its audit of the Government Financial Statements, AGO has given an unmodified audit opinion this year, just as in previous years. That is to say, the Government Financial Statements, containing accounts of the Ministries, Departments and Organs of State, are reliable, and public funds are properly accounted for. The same is true for the Statutory Boards, all of which received an unmodified audit opinion from their respective auditors for the Financial Year 2014/15.",7,8,2015-08-17-T-001-S-00008
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),,8,9,2015-08-17-T-001-S-00009
2015-08-17-T-001,Tharman Shanmugaratnam,The Deputy Prime Minister and Minister for Finance (Mr Tharman Shanmugaratnam),"The findings reported in the Auditor-General's latest report for FY2014/15 did not affect AGO's opinion of the Government Financial Statements. The findings, which are the result of the various selective audits performed by the AGO, highlight lapses in complying with the rules and procedures which the Government imposes on itself to ensure proper conduct. Each of our agencies takes every lapse seriously, and ensures improvements are made promptly.",9,10,2015-08-17-T-001-S-00010
