speech_id,topic_id,speech_order,member_name,text
2015-03-05-T-001-S-00001,2015-03-05-T-001,1,Teo Ho Pin,asked  the Minister for the Environment and Water Resources whether the Ministry can provide an update on the rodent situation in Singapore and the measures taken to eradicate rodents.
2015-03-05-T-001-S-00002,2015-03-05-T-001,2,Grace Fu Hai Yien,"<strong style=""background-color  transparent; color  rgb(0, 0, 0);""> for the Minister for the Environment and Water Resources</strong>"
2015-03-05-T-001-S-00003,2015-03-05-T-001,3,Grace Fu Hai Yien,
2015-03-05-T-001-S-00004,2015-03-05-T-001,4,Grace Fu Hai Yien,"Rodents thrive when there is plentiful food supply usually due to poor food storage and waste management practices. Since 2011, NEA has implemented an island-wide rodent surveillance programme to conduct systematic inspections of public areas to identify potential food sources, harbourages and burrowing activity so that pre-emptive measures against rodent infestation can be implemented. In 2014 alone, NEA made more than 140,000 inspections island-wide."
2015-03-05-T-001-S-00005,2015-03-05-T-001,5,Grace Fu Hai Yien,
2015-03-05-T-001-S-00006,2015-03-05-T-001,6,Grace Fu Hai Yien,"NEA has also worked with Town Councils (TCs) on a dedicated ""Rat Attack"" programme in the housing estates since 2005. The TCs are required to pro-actively detect rodent activity and reduce the rodent population. As rodents have adapted well to our urban environment and multiply quickly in poorly managed or maintained bin centres and refuse chutes, NEA will provide more assistance to the TCs to enhance the ""Rat Attack"" programme. This would include engaging Pest Control Operators (PCO) to directly target the rodent population harbouring in these areas, as well as improving the maintenance and management of bin centres and refuse chutes to deny rodents easy access to food sources."
2015-03-05-T-001-S-00007,2015-03-05-T-001,7,Grace Fu Hai Yien,
2015-03-05-T-001-S-00008,2015-03-05-T-001,8,Grace Fu Hai Yien,"NEA also regularly inspects food establishments and shopping malls. Food establishments that fail to keep their licensed premises free of rodent infestation could have their licences suspended or revoked with a corresponding downgrading of their food hygiene grading. Shopping malls are required to have rodent control programmes and to have proper waste management practices. Where necessary, NEA will also require the mall management to carry out structural improvements to rodent-proof the mall."
2015-03-05-T-001-S-00009,2015-03-05-T-001,9,Grace Fu Hai Yien,
2015-03-05-T-001-S-00010,2015-03-05-T-001,10,Grace Fu Hai Yien,"NEA takes a serious view of rodent infestation. NEA will not hesitate to enforce strictly against premises owners for lapses in rodent management. In 2014 for example, NEA took enforcement action against 82 errant premises owners for rodent infestation. While NEA will be working together with TCs and premises owners to address the issue of rodent infestation, the key strategy to managing rodent infestation is to remove food sources and areas of harbourage. Ultimately, it is the responsibility of all stakeholders, including land owners, building management and foodshop operators, to put in place a good system of housekeeping, refuse management and routine pest control checks and treatment to ensure that the rodent population is kept under control."
2015-03-05-T-001-S-00011,2015-03-05-T-001,11,Lee Bee Wah,"Madam, I have been receiving increasing feedback from residents on the sightings of rats and rodents in Nee Soon South. According to residents, it is because there is increasing number of cat feeders leaving the food behind after feeding the cats, as well as the feeding of pigeons. I would like to ask the Second Minister if it is an offence when people feed pigeons and cats, and then, leave the food around. If so, how many enforcement actions have been taken, that is, how many people have been issued summonses?"
2015-03-05-T-001-S-00012,2015-03-05-T-001,12,Grace Fu Hai Yien,"Mdm Speaker, I would like to thank Er Dr Lee Bee Wah for the supplementary question. I think she has made a very good point  that indeed this problem of rodent infestation can be caused by a myriad of reasons. Primarily, having food as a source of protein, having poor housekeeping that allows the rodents to harbour as well as to move around through burrows are all combinations that, if untreated, could lead to serious rodent population and problems. Food left behind, whether from pigeons feeders or any other persons that could cause a hygiene problem, will be an offence and actions can be taken against these persons. I do not have the numbers that Er Dr Lee has requested. If she wishes, she could file a separate Parliamentary Question (PQ) on that."
2015-03-05-T-002-S-00013,2015-03-05-T-002,13,Lee Bee Wah,asked  the Minister for Transport with regard to the Cross-Island MRT Line that will pass through the southern section of the central catchment nature reserve (a) what is the progress of the environmental impact assessment for this project; (b) what will the Ministry do to minimise the long-term repercussions on the ecosystem; and (c) whether the Ministry will give an assurance that the nature reserve will be protected.
2015-03-05-T-002-S-00014,2015-03-05-T-002,14,Josephine Teo,"<strong style=""background-color  transparent; color  rgb(0, 0, 0);"">(for the Minister for Transport)</strong>"
2015-03-05-T-002-S-00015,2015-03-05-T-002,15,Josephine Teo,
2015-03-05-T-002-S-00016,2015-03-05-T-002,16,Josephine Teo,"Given the importance of the CCNR and its value to our nature heritage, the LTA undertook the Environmental Impact Assessment (EIA) even before starting the soil investigations that precede any decision on the alignment. The EIA was scoped with the help of nature groups and conservation practitioners, and is on track to be completed by 2016. The findings will help us determine the environmental impact on the CCNR, and identify measures to mitigate or avoid it."
2015-03-05-T-002-S-00017,2015-03-05-T-002,17,Josephine Teo,
2015-03-05-T-002-S-00018,2015-03-05-T-002,18,Josephine Teo,"Besides the EIA findings, the Government's eventual decision on the CRL alignment will also take into account other considerations like engineering feasibility, travel time, cost, and the impact of land acquisition on Singaporeans whose homes may be affected if we decide on the alignment which skirts around the CCNR."
2015-03-05-T-002-S-00019,2015-03-05-T-002,19,Speaker,Order. End of Question Time.
2015-03-05-T-003-S-00020,2015-03-05-T-003,20,,"Resolved,"
2015-03-05-T-003-S-00021,2015-03-05-T-003,21,,
2015-03-05-T-003-S-00022,2015-03-05-T-003,22,,That the proceedings on the Estimates of Expenditure for FY 2015/2016 be taken till 8.00 pm on the days allotted to the Committee of Supply on the Estimates for FY 2015/2016. - [Dr Ng Eng Hen].
2015-03-05-T-004-S-00023,2015-03-05-T-004,23,,"Order read for Resumption ofDebate on Question [23 February 2015],"
2015-03-05-T-004-S-00024,2015-03-05-T-004,24,,
2015-03-05-T-004-S-00025,2015-03-05-T-004,25,,"""That Parliament approves the financial policy of the Government for the financial year 1st April, 2015 to 31st March, 2016."" - [Deputy Prime Minister and Minister for Finance]."
2015-03-05-T-004-S-00026,2015-03-05-T-004,26,,
2015-03-05-T-004-S-00027,2015-03-05-T-004,27,,Question again proposed.
2015-03-05-T-004-S-00028,2015-03-05-T-004,28,Low Thia Khiang,"Mdm Speaker, in Mandarin, please."
2015-03-05-T-004-S-00029,2015-03-05-T-004,29,Low Thia Khiang,"(In Mandarin)  [Please refer to  Vernacular Speech.] Mdm Speaker, Budget 2015 is a Budget that focuses on the next 50 years. New schemes such as SkillsFuture, the Silver Support Scheme and the development of Changi Airport are all geared towards tackling the challenges faced by Singapore and planning for the country's future."
2015-03-05-T-004-S-00030,2015-03-05-T-004,30,Low Thia Khiang,
2015-03-05-T-004-S-00031,2015-03-05-T-004,31,Low Thia Khiang,"As our economy enters a mature phase, our competitors are no longer developing countries but developed economies, and the focus is on high-tech, high productivity and high efficiency. Singapore is a small island with limited land space, and our fertility rate is low. Relying on large imports of foreign labour to make up for the deficiencies in our economy is not enough to maintain our competitiveness, it is also not a sustainable strategy for economic development. This is the main challenge faced by Singapore if it wants to continue to prosper in the future."
2015-03-05-T-004-S-00032,2015-03-05-T-004,32,Low Thia Khiang,
2015-03-05-T-004-S-00033,2015-03-05-T-004,33,Low Thia Khiang,"On the other hand, as China's economy takes off and the world economy undergoes transformation, the economic engine of the world is gradually shifting from the West to the East. For Singapore, this is a good opportunity, but it can also be a crisis. If we miss this economic train and our neighbouring countries develop better than us during this phase of economic transformation, surpassing us, our future will be bleak, our survival and development space will be limited."
2015-03-05-T-004-S-00034,2015-03-05-T-004,34,Low Thia Khiang,
2015-03-05-T-004-S-00035,2015-03-05-T-004,35,Low Thia Khiang,"Hence, I believe our current strategy of increasing productivity and economic transformation is the correct path that serves the long-term interests of our nation."
2015-03-05-T-004-S-00036,2015-03-05-T-004,36,Low Thia Khiang,
2015-03-05-T-004-S-00037,2015-03-05-T-004,37,Low Thia Khiang,"However, to increase productivity is by no means easy. It is not just about mechanisation, automation or computerisation, or the use of robots, but concerns the development of human resources. The various SkillsFuture training schemes announced in this Budget focus on talent development to improve the overall economic efficiency."
2015-03-05-T-004-S-00038,2015-03-05-T-004,38,Low Thia Khiang,
2015-03-05-T-004-S-00039,2015-03-05-T-004,39,Low Thia Khiang,"Some people question whether it is worthwhile to invest such a large sum and whether it is financially prudent. I think it is a scheme that has to succeed, one that cannot fail. Whether Singapore can sustain development and prosperity in the next 50 years, will depend on whether we can improve our citizen's quality and skills through SkillsFuture, and maintain our competitiveness in the high-end economic domain of the future."
2015-03-05-T-004-S-00040,2015-03-05-T-004,40,Low Thia Khiang,
2015-03-05-T-004-S-00041,2015-03-05-T-004,41,Low Thia Khiang,"The second challenge is to ensure that Singaporeans play a primary role in the workplace, not a supporting role. Currently, at some large companies, because of our foreign talent policy, it seems that many Heads of Department or senior management are foreigners, whereas Singaporeans are merely middle managers. Many Singaporeans are stuck in the middle and feel that they should have the opportunity to move up, yet they cannot do anything about the situation."
2015-03-05-T-004-S-00042,2015-03-05-T-004,42,Low Thia Khiang,
2015-03-05-T-004-S-00043,2015-03-05-T-004,43,Low Thia Khiang,"If this situation continues, it will become a time bomb and a major threat to Singapore's future development. This is because, if Singaporeans cannot assume leadership roles in companies on their native soil, it means Singapore has lost its dominance to some extent. At the same time, we will not be able to develop the younger generation to take over and become leaders in various domains."
2015-03-05-T-004-S-00044,2015-03-05-T-004,44,Low Thia Khiang,
