speech_id,topic_id,speech_order,member_name,text
2013-03-13-T-001-S-00001,2013-03-13-T-001,1,Lina Chiam,"asked the Minister for Finance in respect of the Government Investment Corporation's Report on the Management of the Government's Portfolio for the Year 2011/12, what are the reasons for omitting the annualised nominal rates of return in Singapore dollar terms given these figures are reported in US dollar and Singapore dollar terms in previous years."
2013-03-13-T-001-S-00002,2013-03-13-T-001,2,Josephine Teo,"Mdm Speaker, I thank Mrs Lina Chiam for the question in which she referred to GIC's ""Report on the Management of the Government's Portfolio for the Year 2011/12"". GIC has been publishing this annual report on its role as a fund manager for Government reserves since 2008. The latest report in fact provides significantly more information on GIC's investment performance than when GIC started these annual reports five years ago, whilst focusing on the indicators that matter most in evaluating its performance. These indicators reflect GIC's investment mandate. The publication of these indicators is aimed at enhancing understanding of GIC's performance against that mandate."
2013-03-13-T-001-S-00003,2013-03-13-T-001,3,Josephine Teo,"The information published focuses on the primary metric for evaluating the investment performance of the GIC-managed portfolio  this is the long-term real rate of return, that is, returns over and above a measure of global inflation. This measure reflects GIC's mandate, which is to preserve and enhance the international purchasing power of our overseas assets over the long term."
2013-03-13-T-001-S-00004,2013-03-13-T-001,4,Josephine Teo,"GIC's mandate of achieving returns above global inflation also shapes its investment strategies. It invests to achieve good, real returns on its overall portfolio over the long term, rather than nominal returns. It selects investment assets and decides on the shape of its portfolio with this aim in mind."
2013-03-13-T-001-S-00005,2013-03-13-T-001,5,Josephine Teo,"As presented in the 2011/12 report, the annualised rolling 20-year real rate of return on the portfolio was 3.9%. This means that over a 20-year period, on top of having protected the value of the portfolio against global inflation, the portfolio generated a return averaging 3.9% per year."
2013-03-13-T-001-S-00006,2013-03-13-T-001,6,Josephine Teo,"The portfolio's real return, that is, nominal returns less global inflation, is the same regardless of the currency used for its calculation. This is because both the nominal returns and global inflation have to be expressed in the same currency for computation. Any change in how one component is expressed in terms of currency will similarly apply to the other. Hence, the currency effect cancels out."
2013-03-13-T-001-S-00007,2013-03-13-T-001,7,Josephine Teo,"However, to facilitate comparison of investment returns achieved by other global investment funds, the report also includes the nominal return in US dollars, which is the commonly expressed basis internationally. GIC stopped publishing its nominal returns converted to Singapore dollars three years ago, not just last year. The use of US dollars when showing nominal returns avoids confusion when comparisons are made with other fund managers or global market indices. Indeed, in previous years, we have found that some readers had compared GIC's returns in Singapore dollars with the returns of global market indices in US dollars. However, I have to emphasise once again that it is the GIC's real long-term returns, not its nominal returns, that reflect its mandate and are its key performance measure."
2013-03-13-T-001-S-00008,2013-03-13-T-001,8,Josephine Teo,"I should reiterate, too, that GIC now publishes more information on its performance than when it began this annual report five years ago. Its reports over the last two years include GIC's performance over a five-year and 10-year period, in addition to the 20-year period that remains its primary goal. For each of these periods, GIC also includes comparisons with the performance of market portfolios that are typical of those adopted by large global investors. Hence, it includes comparisons with market portfolios comprising  (a) 60% global equities and 40% global bonds; and (b) 70% global equities and 30% global bonds."
2013-03-13-T-001-S-00009,2013-03-13-T-001,9,Josephine Teo,GIC also publishes information on its major investment strategies.
2013-03-13-T-001-S-00010,2013-03-13-T-001,10,Josephine Teo,"Taken together, GIC is publishing more information and focused on what matters to GIC's mandate."
2013-03-13-T-002-S-00011,2013-03-13-T-002,11,Lina Chiam,asked the Minister for Trade and Industry (a) why is the coal-burning Tembusu Multi-Utilities Complex on Jurong Island allowed to operate considering that coal is one of the most polluting sources of energy; and (b) whether Singapore has met its international obligations to reduce its carbon emissions.
2013-03-13-T-002-S-00012,2013-03-13-T-002,12,S Iswaran,"<span style=""color  rgb(51, 51, 51);"">  </span>"
2013-03-13-T-002-S-00013,2013-03-13-T-002,13,S Iswaran,"To strike a balance with environmental concerns, only the use of low ash and low sulphur coal has been permitted, and biomass is mixed with coal to lower greenhouse gas (GHG) emissions to below that of an equivalent fuel oil plant. The co-generation process employed by TMUC is also more efficient than the separate production of steam and power through boilers and combined cycle gas turbines."
2013-03-13-T-002-S-00014,2013-03-13-T-002,14,S Iswaran,"In addition, measures have been put in place by our environmental agencies to ensure that the TMUC meets environmental standards as stipulated under the Environmental Protection and Management Act and its Regulations. TMUC is held to stringent requirements for pollutants, such as particulate matter (PM) and mercury. The company is also required to transport coal via covered transportation systems to prevent fugitive dust emissions, and recycle ash as construction material."
2013-03-13-T-002-S-00015,2013-03-13-T-002,15,S Iswaran,"Singapore is on track to meet its unconditional pledge of reducing greenhouse gas emissions by 7% to 11% below 2020 business-as-usual (BAU) levels. To this end, we have already implemented several energy efficiency measures to reduce the carbon footprint of our industries. These include the Grant for Energy Efficient Technologies (GREET), tax incentives via the Investment Allowance for Energy Efficiency (IA for EE), and the Design for Efficiency (DfE) scheme. This year, we are also piloting third-party financing schemes to encourage private financing of energy efficiency projects."
2013-03-13-T-002-S-00016,2013-03-13-T-002,16,Lina Chiam,"Madam, I thank the Minister, for answering my question. I have two supplementary questions. First, could a committee be set up to study and authorise installation of solar panels on HDB blocks and to support the growth of alternative sources of energy? Second, why has the Energy Market Authority had to reintroduce coal, given the push for liquefied natural gas in recent years?"
2013-03-13-T-002-S-00017,2013-03-13-T-002,17,S Iswaran,"Madam, I thank the Member for her supplementary questions. The first, on installation of solar panels on HDB block rooftops and so on, in fact, we have a variety of schemes in place to encourage the exploration of the use of solar energy in the context of different environments, whether in terms of buildings or residential flats. HDB is experimenting with some of these, and working with the appropriate private vendors. And some of our developers are doing so. We have a range of schemes in place already, guided by a variety of Government agencies and initiatives."
2013-03-13-T-002-S-00018,2013-03-13-T-002,18,S Iswaran,"The second point the Member raised is an important one. I want to emphasise to the House that, ultimately, it is important and incumbent upon us that we keep our energy options open. The fact of the matter is that whilst we are moving on liquefied natural gas as a way to diversify our energy sources, that gives us some diversification but it does not give us diversification in terms of fuel types because we are still predominantly reliant on natural gas. We should not rule out options."
2013-03-13-T-002-S-00019,2013-03-13-T-002,19,S Iswaran,"Clean coal is one possibility. We have not gone about this in a large-scale way. But this is a smaller scale plant dealing with the needs in a particularly localised area. In this context, for steam. We think we should try these ideas out, subject to our environmental requirements and concerns, and making sure that our overall strategy remains one that is balanced."
2013-03-13-T-002-S-00020,2013-03-13-T-002,20,Speaker,Order. End of Question Time.
2013-03-13-T-003-S-00021,2013-03-13-T-003,21,,[(proc text) Order read for consideration in Committee of Supply [5th Allotted Day]. (proc text)]
2013-03-13-T-004-S-00022,2013-03-13-T-004,22,,"[(proc text) Resumption of Debate on Question [12 March 2013], (proc text)]"
2013-03-13-T-004-S-00023,2013-03-13-T-004,23,,"[(proc text) ""That the total sum to be allocated for Head W of the Estimates be reduced by $100"". – [Mr Cedric Foo Chee Keng]. (proc text)]"
2013-03-13-T-004-S-00024,2013-03-13-T-004,24,,[(proc text) Question again proposed. (proc text)]
