Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2021-07-27-T-001,Yip Hon Weng,Mr Yip Hon Weng,"asked the Minister for Transport (a) how does the Ministry ensure safe distancing measures are being enforced onboard trains and public buses; and (b) what are the standing instructions for public transport operators for managing commuter volume during Phase Three (Heightened Alert), especially during peak hours.",1,1,2021-07-27-T-001-S-00001
2021-07-27-T-001,Baey Yam Keng,The Senior Parliamentary Secretary to the Minister for Transport (Mr Baey Yam Keng) (for the Minister for Transport),"Mr Deputy Speaker, while there are practical challenges in enforcing safe distancing on public transport, our public transport operators have put in place a comprehensive suite of measures to ensure that public transport remains safe for commuters.",1,2,2021-07-27-T-001-S-00002
2021-07-27-T-001,Baey Yam Keng,The Senior Parliamentary Secretary to the Minister for Transport (Mr Baey Yam Keng) (for the Minister for Transport),"Since the start of the circuit breaker period last year, our operators have stepped up regular cleaning of buses, trains and public transport nodes, and have applied a long-lasting microbial disinfectant coating on high contact surfaces. Commuters are also required to wear masks on public transport and to refrain from talking during their commute. An A*STAR study in 2020 concluded that these measures, together with the ventilation systems and natural fresh air intake on public transport, are effective in keeping the risk of COVID-19 transmission low.",2,3,2021-07-27-T-001-S-00003
2021-07-27-T-001,Baey Yam Keng,The Senior Parliamentary Secretary to the Minister for Transport (Mr Baey Yam Keng) (for the Minister for Transport),Our public transport operators and LTA also issue regular public reminders and deploy staff and Auxiliary Police to ensure adherence to these safe management measures.,3,4,2021-07-27-T-001-S-00004
2021-07-27-T-001,Baey Yam Keng,The Senior Parliamentary Secretary to the Minister for Transport (Mr Baey Yam Keng) (for the Minister for Transport),I seek commuters’ understanding and support to adhere to the prevailing safe management measures and urge all employers to adopt flexible working arrangements and stagger start and end times for their onsite employees. It is only with our combined efforts that we can ensure that the public transport experience remains a safe and pleasant one for all.,4,5,2021-07-27-T-001-S-00005
2021-07-27-T-001,Deputy Speaker,Mr Deputy Speaker,Mr Yip Hon Weng.,1,6,2021-07-27-T-001-S-00006
2021-07-27-T-001,Yip Hon Weng,Mr Yip Hon Weng (Yio Chu Kang),"Mr Deputy Speaker, Sir, I thank the Senior Parliamentary Secretary for his response. How can commuters on our buses and trains provide feedback if they experience difficulty maintaining a distance of one metre from other passengers or if passengers talk among themselves or on their phones, despite repeated reminders from the announcements? How should operators manage such feedback?",1,7,2021-07-27-T-001-S-00007
2021-07-27-T-001,Baey Yam Keng,Mr Baey Yam Keng,"Mr Deputy Speaker, maintaining safe distancing is not a particular measure on public transport because, as mentioned, it may not be practical. But it is important to adhere to the safe management measures, such as wearing a mask and not talking. So, for such cases when commuters observe errant fellow commuters, a sensible first step would be to gently remind them to adhere to these measures.",1,8,2021-07-27-T-001-S-00008
2021-07-27-T-001,Baey Yam Keng,Mr Baey Yam Keng,"There are cases of genuine mistakes, such as when a commuter forgets to bring his mask when he leaves his home. So, I would like to commend the many commuters who have taken the initiative to remind their fellow commuters and, in some instances, even offering masks to those who may have forgotten one.",2,9,2021-07-27-T-001-S-00009
2021-07-27-T-001,Baey Yam Keng,Mr Baey Yam Keng,"If that fails or if the commuters feel uncomfortable in engaging these errant commuters directly, they can inform the nearest public transport staff, such as our bus captains or our customer service officers at the train stations. These staff have been trained to handle such situations.",3,10,2021-07-27-T-001-S-00010
2021-07-27-T-001,Baey Yam Keng,Mr Baey Yam Keng,"For cases of non-compliance, our public transport operators will work through LTA to take the necessary enforcement actions, such as issuance of fines or the activation of the Police.",4,11,2021-07-27-T-001-S-00011
2021-07-27-T-001,Baey Yam Keng,Mr Baey Yam Keng,Keeping our public transport safe is a joint effort. I seek commuters' understanding and cooperation again to adhere to the prevailing safe management measures so that we can all enjoy a safe commute.,5,12,2021-07-27-T-001-S-00012
2021-07-27-T-002,Desmond Choo,Mr Desmond Choo,"asked the Minister for Manpower in view of the winding down of the Jobs Support Scheme (JSS) in September 2021 (a) whether there will be an increase in retrenchment and unemployment, especially in the aviation, aerospace and hospitality sectors; and (b) how will the Ministry support the companies and workers in these sectors which have limited scope for recovery in the near term.",1,13,2021-07-27-T-002-S-00013
2021-07-27-T-002,Tan See Leng,The Minister for Manpower (Dr Tan See Leng),"Mr Deputy Speaker, Sir, the lifting of travel restrictions in Singapore and globally is likely to be slow amidst the emergence of more transmissible strains of the COVID-19 virus. As such, the recovery of the aviation- and tourism-related sectors is expected to remain weak.",1,14,2021-07-27-T-002-S-00014
2021-07-27-T-002,Tan See Leng,The Minister for Manpower (Dr Tan See Leng),"Besides the Jobs Support Scheme (JSS), the Government has been providing targeted support to these sectors that are affected very badly. MOT introduced the $870 million OneAviation Support Package in February this year to enable aviation companies to preserve core capabilities and maintain Singapore’s position as an aviation hub. STB launched a domestic tourism campaign and extended $320 million worth of SingapoRediscovers Vouchers to drive domestic tourism. WSG has rolled out various Job Redesign Reskilling Programmes to support employers in these sectors to make use of the downtime to re-design jobs and re-skill their employees to take on new job roles. For firms in these sectors that are still able to expand local hiring, they can also tap on the Jobs Growth Incentive, which provides up to $54,000 per hire.",2,15,2021-07-27-T-002-S-00015
2021-07-27-T-002,Tan See Leng,The Minister for Manpower (Dr Tan See Leng),"For affected workers who are looking to switch to new careers in other sectors, we will help them access suitable jobs and skills opportunities. Besides WSG’s Careers Connect and NTUC’s e2i career centres, WSG has set up the SGUnited Jobs and Skills Centres in all HDB towns and deployed Careers Connect On-the-Go to bring career matching services closer to jobseekers. Jobseekers can also tap on digital resources available on WSG’s MyCareersFuture portal to search for suitable job opportunities.",3,16,2021-07-27-T-002-S-00016
2021-07-27-T-002,Tan See Leng,The Minister for Manpower (Dr Tan See Leng),The Government will continue to closely monitor the impact of COVID-19 on these sectors and are reviewing the provision of targeted support so that core capabilities can be preserved and that the sectors can emerge stronger through the eventual recovery.,4,17,2021-07-27-T-002-S-00017
2021-07-27-T-002,Deputy Speaker,Mr Deputy Speaker,Mr Desmond Choo.,1,18,2021-07-27-T-002-S-00018
2021-07-27-T-002,Desmond Choo,Mr Desmond Choo (Tampines),"Deputy Speaker, I would like to thank the Minister for his comprehensive answer. I have three clarifications. First, I note his point that the recovery in the aviation- and tourism-related sectors is likely to be weak. I would like to ask if he expects there to be permanent reduction in manpower requirements in these affected sectors.",1,19,2021-07-27-T-002-S-00019
2021-07-27-T-002,Desmond Choo,Mr Desmond Choo (Tampines),"The second clarification is on students in affected sectors. There are students studying hospitality, aerospace, aviation courses. They are likely to have graduated this year, last year and in 2022. They are likely to face an uncertain future. How can we better help them to pivot or do we still continue to encourage them to enter those sectors?",2,20,2021-07-27-T-002-S-00020
2021-07-27-T-002,Desmond Choo,Mr Desmond Choo (Tampines),"The third clarification would be on helping existing workers to transit. Would we be expected to provide grants, noting that many of these workers in these sectors tend to be older and find transition significantly more difficult because they have very limited runway left to transit to other sectors? Would there be a need for more concerted tripartite efforts to help them through their transition process?",3,21,2021-07-27-T-002-S-00021
2021-07-27-T-002,Tan See Leng,Dr Tan See Leng,"I thank the hon Member Desmond Choo for his very pertinent questions. In terms of the reduction in manpower requirements, EDB and the different component agencies have worked with the Emerging Stronger Task Force and also leveraging on the Singapore Together Alliances for Action (AfAs, and identified certain core sectors within the aviation industry which they think would continue to remain very much the growth sectors; the exact details I am not at liberty to talk about at this particular Sitting. But I am sure in the weeks and months ahead more of the information would come out.",1,22,2021-07-27-T-002-S-00022
2021-07-27-T-002,Tan See Leng,Dr Tan See Leng,"What we are trying to do is to ensure that as we come out of this particular pandemic and crisis, we want to be able to anchor our skillsets in that particular area and capture the growth that is going to come from that sector. Ostensibly, in the foreseeable five, 10 years ahead, once we clear this pandemic and go through this difficult period, we believe that the recovery will be quite strong. Given our hub status, given the credibility and also the strength of our workforce, we think it is one area we can continue to anchor on.",2,23,2021-07-27-T-002-S-00023
2021-07-27-T-002,Tan See Leng,Dr Tan See Leng,"With regard to the third clarification on what kind of transition support, we urge all companies, particularly companies that are doing well, to tap on the Jobs Growth Incentive (JGI) which subsidises up to $54,000 per hire, depending on which age group you are, whether you are 40 years old and above, whether you have disabilities or you are an ex-offender; and also, for the young ones, where up to 25% of the monthly salary is subsidised, capped at a certain amount.",3,24,2021-07-27-T-002-S-00024
2021-07-27-T-002,Tan See Leng,Dr Tan See Leng,"We urge companies in the growth sectors to continue to hire. This is a very good opportunity for companies to tap on our local Singaporeans as a workforce, the unemployed ones, the ones who are available and help them to pivot into different industries. The JGI scheme will expire in September 2021. So, please take advantage of that. In that transition, I believe that would put a lot of our fellow citizens and the companies themselves in good shape.",4,25,2021-07-27-T-002-S-00025
2021-07-27-T-002,Tan See Leng,Dr Tan See Leng,"With regard to the other point about students being affected, indeed, this is also one of our concerns. What we are now doing is that we are expanding the courses to ensure that the graduates coming out from the Institutes of Higher Learning, the Polytechnics, the Institute of Technical Education (ITE), can be placed in sectors which we have identified as growth sectors, for instance, in wholesale trade, healthcare, finance and infocomm.",5,26,2021-07-27-T-002-S-00026
2021-07-27-T-002,Tan See Leng,Dr Tan See Leng,"We also have got courses that help them to ensure that they are plugged in, that when they come on board to these companies, they are in a much better position to fit in and be able to adapt and take on whatever opportunities that may come their way.",6,27,2021-07-27-T-002-S-00027
2021-07-27-T-003,Tan Wu Meng,Dr Tan Wu Meng,asked the Minister for Trade and Industry (a) whether he can provide an update on industry transformation plans for the marine and offshore engineering (M&OE) sector; and (b) whether the Industry Transformation Maps and related policy reviews have considered what opportunities may exist in offshore carrier transport of hydrogen.,1,28,2021-07-27-T-003-S-00028
2021-07-27-T-003,Tan Wu Meng,Dr Tan Wu Meng,"asked the Minister for Trade and Industry (a) whether the Ministry has done any assessment of the low-carbon hydrogen sector; (b) if so, what is the current state of the art for hydrogen transportation by carrier; (c) at what point will carrier-transported hydrogen become commercially viable; (d) what is Singapore's potential to be a hydrogen hub; and (e) whether moving ahead of market shifts may be considered as a strategy.",1,29,2021-07-27-T-003-S-00029
2021-07-27-T-003,Tan Wu Meng,Dr Tan Wu Meng,"asked the Minister for Trade and Industry (a) whether he can provide an update on the current state of carbon capture, utilisation and storage (CCUS); (b) what are the respective conservative and optimistic assessments of potential CCUS technological advancements in the next decade; and (c) what role can incentives play to improve CCUS commercial viability for purposes of deployment in the petrochemicals sector.",1,30,2021-07-27-T-003-S-00030
2021-07-27-T-003,Tan See Leng,The Second Minister for Trade and Industry (Dr Tan See Leng) (for the Minister for Trade and Industry),Climate change is an existential challenge for Singapore.,1,31,2021-07-27-T-003-S-00031
2021-07-27-T-003,Deputy Speaker,Mr Deputy Speaker,"My apologies, Minister. Are you taking Question Nos 3 to 5 together?",1,32,2021-07-27-T-003-S-00032
2021-07-27-T-003,Tan See Leng,Dr Tan See Leng,"Yes, thank you for the reminder. My humble apologies! I know this is the second time you have reminded me in two days.",1,33,2021-07-27-T-003-S-00033
2021-07-27-T-003,Deputy Speaker,Mr Deputy Speaker,"Not at all. So, it is a combined response to Question Nos 3 to 5?",1,34,2021-07-27-T-003-S-00034
2021-07-27-T-003,Tan See Leng,Dr Tan See Leng,"Yes, yes. I was vacillating between sustainable jobs and sustainable energy. [",1,35,2021-07-27-T-003-S-00035
2021-07-27-T-003,Deputy Speaker,Mr Deputy Speaker,Please do.,1,36,2021-07-27-T-003-S-00036
2021-07-27-T-003,Tan See Leng,Dr Tan See Leng,"Climate change is an existential challenge for Singapore. In March 2020, Singapore submitted our enhanced 2030 Nationally Determined Contribution and Long-term Low Emissions Development Strategy, or LEDS. One of our key thrusts under LEDS is to adopt advanced low-carbon technologies, such as carbon capture, utilisation and storage, or CCUS, and low-carbon hydrogen, to decarbonise our economy.",1,37,2021-07-27-T-003-S-00037
