speech_id,topic_id,speech_order,member_name,text
2015-01-30-T-001-S-00001,2015-01-30-T-001,1,Baey Yam Keng,asked 	 the Minister for National Development why it is not made compulsory for all residential and commercial property owners to take up property fire insurance.
2015-01-30-T-001-S-00002,2015-01-30-T-001,2,Desmond Lee,"Mdm Speaker, as with many other forms of insurance, fire insurance for properties is not mandated. It is the responsibility of property owners to ensure that they have the financial means to repair and restore their properties should these properties be damaged in a fire."
2015-01-30-T-001-S-00003,2015-01-30-T-001,3,Desmond Lee,"Nevertheless, HDB home owners who take up HDB loans are required to purchase fire insurance from the HDB-appointed insurer. In addition, under the Building Maintenance and Strata Management Act, Management Corporations are required to obtain insurance for strata-titled developments, so that they are able to undertake restoration work to the developments in the event of accidents such as a fire."
2015-01-30-T-001-S-00004,2015-01-30-T-001,4,Desmond Lee,"Regardless, I encourage all owners to ensure that their properties are adequately insured against damages caused by unfortunate accidents such as a fire. It would be prudent to do so."
2015-01-30-T-001-S-00005,2015-01-30-T-001,5,Baey Yam Keng,"Mdm Speaker, I appreciate that HDB wants to give flexibility for property owners to decide on insurance coverage. In the unfortunate event of a fire, it is not only the owner but, sometimes, third parties are also involved. Relations can be strained because of claims or compensation, especially when the victims are not insured or adequately insured. Can I ask how is HDB encouraging property owners or flat owners to purchase fire insurance, what is the success rate and what is the proportion of flat owners who buy fire insurance even when they are not still servicing their housing loans?"
2015-01-30-T-001-S-00006,2015-01-30-T-001,6,Desmond Lee,"Mdm Speaker, in response to the Member's questions, more than 80% of HDB flats are covered by basic fire insurance that is offered by HDB's appointed insurer. We do not track the number of HDB flats covered by fire insurance that is offered by other insurers. So, the actual percentage would probably be much more than that."
2015-01-30-T-001-S-00007,2015-01-30-T-001,7,Desmond Lee,"Of those who have taken up HDB's basic fire insurance, certainly, more than half do so voluntarily and not because they are currently still servicing HDB loans. This is because HDB writes to and encourages them to apply for or renew their HDB basic fire insurance cover. But for those who are still on HDB loans, HDB will remind them when their policy is near expiry and if they for some reason forget or omit to do so, HDB will procure the insurance for them first and then recover the premiums later."
2015-01-30-T-001-S-00008,2015-01-30-T-001,8,Desmond Lee,"Premiums for HDB's basic fire insurance policy are very affordable. For instance, if you are an owner of a 4-room flat, coverage for five years would cost you $5.40 for five years; for a 5-room flat, $6.60 for five years."
2015-01-30-T-001-S-00009,2015-01-30-T-001,9,Desmond Lee,"This basic fire insurance cost covers the basic building structure of the flat, the fixtures and the fittings provided by HDB, to keep these premiums low and affordable for all homeowners of HDB flats. If they wish to get additional coverage of costs, they may need to get further insurance for their personal properties as well as their renovations. I hope that adequately answers the Member's questions."
2015-01-30-T-001-S-00010,2015-01-30-T-001,10,Speaker,Order. End of Question Time.
2015-01-30-T-002-S-00011,2015-01-30-T-002,11,,[(proc text) Order for Second Reading read. (proc text)]
2015-01-30-T-002-S-00012,2015-01-30-T-002,12,S Iswaran,"Mdm Speaker, I beg to move, ""That the Bill be now read a Second time."""
2015-01-30-T-002-S-00013,2015-01-30-T-002,13,S Iswaran,"Madam, in September 2012, MHA embarked on a review of our liquor control measures. The review was prompted by several factors. The Ministry had received considerable public feedback on law and order concerns and disamenities arising from liquor consumption and drunkenness in public places. These concerns were echoed in media reports, with businesses and members of the public voicing concerns about youths congregating and getting inebriated in public areas, creating noise and causing other disturbances."
2015-01-30-T-002-S-00014,2015-01-30-T-002,14,S Iswaran,"Several Members of this House had also raised similar concerns on behalf of their constituents. Residents in the heartlands were worried about people gathering and consuming liquor along pavements, at HDB void decks, parks, playgrounds and other community places and spaces. These individuals would often disrupt the peace and leave a trail of broken bottles and other litter. Sometimes, the drinking led to fights and disorderly conduct, compounding the sense of insecurity. These problems were exacerbated by the easy availability of takeaway liquor from nearby retail shops."
2015-01-30-T-002-S-00015,2015-01-30-T-002,15,S Iswaran,"Separately, the Police have also been monitoring incidents associated with the consumption of liquor. Last year, there were 47 cases of rioting linked to the consumption of liquor. ""Rioting"" is defined here in the law as groups of five or more persons engaging in fights and inflicting violence on others. In addition, there were about 100 cases of affray – meaning fewer than five but also involved in such public fights and there is a link to alcohol consumption. There were also 115 cases of serious hurt, which were also related to the consumption of liquor. These serious hurt cases include stabbing, cutting using dangerous weapons and inflicting severe bodily pain on victims. In other words, if I can put it a different way, on average, there was one rioting incident and two cases of serious hurt each week that was related to alcohol consumption. And the trend has been on the rise. The incidents occurred across the island, with nine out of 10 occurring after 10.30 pm."
2015-01-30-T-002-S-00016,2015-01-30-T-002,16,S Iswaran,"Lest there be any misconception – this is not attributable to any one nationality. And, indeed, I would say that the statistics speak for themselves. Generally, foreigners are not disproportionately represented in these statistics. Singaporeans and locals are also implicated in many of these incidents."
2015-01-30-T-002-S-00017,2015-01-30-T-002,17,S Iswaran,"Also, over the last three years, there was an average of 530 cases of persons found to be drunk and incapable in public places. And these numbers do not take into account the many cases of noise and other disturbances arising from liquor consumption, which are often unreported. Neither do they capture fully the inconveniences and sense of insecurity that affected residents had had to live with."
2015-01-30-T-002-S-00018,2015-01-30-T-002,18,S Iswaran,"Hence, there were widespread calls and compelling needs on the ground for MHA to consider proactive measures to restrict the supply and consumption of liquor in public places, in order to avert these significant disamenities caused to residents, and mitigate the risks to law and order."
2015-01-30-T-002-S-00019,2015-01-30-T-002,19,S Iswaran,"As part of the review, MHA conducted extensive public consultations – specifically between October 2013 and August 2014 – and received about 400 pieces of written feedback from individuals and various organisations. The Ministry also engaged about 180 stakeholder groups, including members of public, grassroots representatives and industry groups. In general, they were unequivocal in their support for the introduction of measures to curb retail sale of liquor and its consumption in public places to keep their neighbourhoods safe and minimise the occurrence of fights, rowdiness and other disamenities."
2015-01-30-T-002-S-00020,2015-01-30-T-002,20,S Iswaran,"The Little India riot occurred in December 2013, in the midst of this process. The Committee of Inquiry into the riot later concluded that liquor was ""a major contributory factor to the nature and escalation of the riot."" Shortly after the incident, MHA implemented measures approved by this House, under the Public Order (Additional Temporary Measures) Act, to restrict the supply of take-away liquor and its consumption in public places within the designated special zone in Little India. Notwithstanding some of the initial concerns that were expressed, the implementation has been without incident. Residents and stakeholders in Little India have generally welcomed the positive impact of these measures including a heightened sense of safety and orderliness and a significant reduction in disamenities."
