Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2019-05-06-T-001,Lim Biow Chuan,Mr Lim Biow Chuan,asked the Minister for Education in the past three years (a) how many cases of sexual harassment or misconduct have been reported by undergraduate students in each of the Autonomous Universities; and (b) how many of such cases have been referred to the Police for prosecution.,1,1,2019-05-06-T-001-S-00001
2019-05-06-T-001,Desmond Choo,Mr Desmond Choo,asked the Minister for Education (a) how many cases of serious disciplinary cases involving students at our institutes of higher learning (IHLs) have there been over the last three years; (b) how many students have been expelled; and (c) how does the Ministry ensure that the disciplinary frameworks for the IHLs are robust and consistent.,1,2,2019-05-06-T-001-S-00002
2019-05-06-T-001,Leon Perera,Mr Leon Perera,"asked the Minister for Education (a) for each year from 2008, how many cases of on campus sexual harassment and sexual assault at Autonomous Universities were reported to the campus authorities; (b) how many resulted in administrative penalties from campus authorities and no further action; (c) how many resulted in administrative penalties and Police action; (d) what were the nature of the administrative punishments issued; (e) what were the considerations behind determining administrative penalties; and (f) what support was provided to victims in such cases.",1,3,2019-05-06-T-001-S-00003
2019-05-06-T-001,Ong Ye Kung,The Minister for Education (Mr Ong Ye Kung),"Mr Speaker, Sir, can I take the next three questions together, please.",1,4,2019-05-06-T-001-S-00004
2019-05-06-T-001,Speaker,Mr Speaker,"Yes, please.",1,5,2019-05-06-T-001-S-00005
2019-05-06-T-001,Ong Ye Kung,Mr Ong Ye Kung,"Members have raised three areas of concern. First, the number of sexual misconduct cases across the Autonomous Universities, or AUs, over the years. Second, the adequacy of law enforcement and disciplinary actions in deterring potential offenders. Third, the support systems that have been put in place to help victims, in a timely and effective manner that is sensitive to their needs. I will address the first two aspects, while Second Minister Indranee will cover the final aspect.",1,6,2019-05-06-T-001-S-00006
2019-05-06-T-001,Ong Ye Kung,Mr Ong Ye Kung,"So, Members may want to pose your supplementary questions after both of us have given our replies.",2,7,2019-05-06-T-001-S-00007
2019-05-06-T-001,Ong Ye Kung,Mr Ong Ye Kung,"First, incidence rates of sexual misconduct in the AUs. Over the past three years, the six AUs handled a total of 42 disciplinary cases involving sexual misconduct within campuses. But there were another 14 cases committed by students that happened outside of campuses – making a total of 56 cases. I know that Mr Leon Perera in his question referred to cases within campuses. But since the focus of my reply today is on the penalty framework of the AUs rather than campus security, I will refer to all 56 cases today in my reply.",3,8,2019-05-06-T-001-S-00008
2019-05-06-T-001,Ong Ye Kung,Mr Ong Ye Kung,Let me give a breakdown of the 56 cases.,4,9,2019-05-06-T-001-S-00009
2019-05-06-T-001,Ong Ye Kung,Mr Ong Ye Kung,"There were 17 cases in Academic Year 2015, 18 cases in Academic Year 2016, and 21 cases in Academic Year 2017 across all six AUs.",5,10,2019-05-06-T-001-S-00010
