Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2017-10-02-T-001,Speaker,Mr Speaker,"Order. I wish to inform Members that pursuant to Standing Order No 102, I have on 12 September 2017 nominated the Minister for Social and Family Development and Second Minister for National Development Mr Desmond Lee to be a Member of the Public Petitions Committee, to fill a vacancy that has arisen in that Committee.",1,1,2017-10-02-T-001-S-00001
2017-10-02-T-002,Vikram Nair,Mr Vikram Nair,"asked	 the Minister for Defence following the two recent incidents of ship collisions in our territorial waters, what is the Maritime Security Task Force's assessment of (i) our capabilities for surveillance of maritime traffic and (ii) our ability to respond to scenarios where commercial vessels that are in or entering Singapore waters can be used by terrorists.",1,2,2017-10-02-T-002-S-00002
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"Mr Speaker, ensuring maritime security for our ports and surrounding waters is of high priority to Singapore. This is because disruption to sea traffic along the Singapore Strait will impact not only our local economy but also globally as half of the world’s total annual sea-borne trade and 70% of Asia’s oil imports pass through our waterway. As the Member also highlighted, terrorists can target ships in our waters or attack from the sea, as they did in the Mumbai incident in 2008.",1,3,2017-10-02-T-002-S-00003
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"In dealing with terror threats at and from the sea, Singapore adopts a Whole-of-Government (WoG) approach to ensure a comprehensive coverage of varied scenarios as well as coordinated responses. This approach led to the setup of the Singapore Maritime Crisis Centre (SMCC) in 2011, which brings together the Republic of Singapore Navy (RSN), the Police Coast Guard (PCG), the Singapore Civil Defence Force (SCDF), the Immigration and Checkpoints Authority (ICA), the Maritime and Port Authority of Singapore (MPA), and the Singapore Customs. The SMCC maintains a comprehensive maritime situation picture, shares information between agencies and coordinates responses to deal with potential threats.",2,4,2017-10-02-T-002-S-00004
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"The SMCC leverages technology to analyse information, detect suspicious patterns, and cue relevant agencies to investigate and take action. Let me provide two examples. In 2015 for example, the SMCC detected a potential ISIS sympathiser who was on-board a tanker calling into Singapore. That individual was barred from entering Singapore. In another case in 2016, SMCC received information about a hijacked tanker. This information was shared with the Indonesian authorities as the vessel was in their waters. This led to the ship’s rescue, and in that case, the hijack was not linked to any terror intent.",3,5,2017-10-02-T-002-S-00005
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"Also as part of WOG efforts, the RSN's Maritime Security Task Force (MSTF), which the Member asked specifically about, feeds its information to the SMCC. This information is obtained from monitoring close to a thousand ships passing through the Singapore Strait each day, through a network of sensors such as coastal surveillance radars, electro-optic devices and RSN ships on patrol. This surveillance is continuous both in the day and at night.",4,6,2017-10-02-T-002-S-00006
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"The MSTF's key focus is on potential threats to Singapore. This is what Mr Vikram Nair alluded to, while the MPA watches over the navigation of ships in our waters. For both purposes, the International Convention for the Safety of Life at Sea (SOLAS) mandates the use of the Automatic Identification System (AIS) to identify ships at sea. This AIS, however, does not apply to warships. For ships that are not required or have not complied with vessel identification, their presence can still be detected via our network of coastal surveillance radars and electro-optic devices.",5,7,2017-10-02-T-002-S-00007
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"On a daily basis, MSTF conducts threat evaluation for every vessel calling into Singapore's ports or transiting through the Singapore Straits. MSTF does this by deploying analytic tools to build profiles of each vessel based on attributes such as their voyage, owners, crew and cargo, as well as additional data shared by Government agencies. MSTF would then decide the appropriate operational responses, which include for example, closer monitoring, escorting or even boarding the ship to mitigate the threat.",6,8,2017-10-02-T-002-S-00008
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"Let me now move on specifically to the two recent incidents asked about by the Member. With regard to the two recent incidents which resulted in collisions, our sensors had detected and identified the vessels involved in the both collisions. In the case of the USS John S. McCain and the Alnic MC, both were detected in our waters off Pedra Branca. The RSN vessel RSS Gallant, which was patrolling our waters, had also established communications with the foreign warship as part of standard procedures. Likewise, for the case of the dredger JBB De Rong 19 and tanker Kartika Segara, both were detected and identified prior to their collision that took place within Singapore waters off Sisters’ Island.",7,9,2017-10-02-T-002-S-00009
2017-10-02-T-002,Ng Eng Hen,The Minister for Defence (Dr Ng Eng Hen),"In both these incidents, none of the ships were designated as potential threats to security and correctly so. As such, in compliance with standard protocols, they did not require close monitoring by the MSTF. And by the rules of navigation under the International Regulations for Preventing Collisions at Sea (COLREGS), the master and crew of the vessels involved were responsible to guide their ships safely through. The various parties involved with the collision will now have to investigate what went wrong and what remedial actions to take, if necessary. The Transport Safety Investigation Bureau (TSIB) is also conducting an investigation and has announced that it will make the findings public.",8,10,2017-10-02-T-002-S-00010
