Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2018-03-01-T-001,Lim Wee Kiak,Dr Lim Wee Kiak,asked  the Minister for Education (Higher Education and Skills) (a) how frequently does the Ministry review the courses offered by the Polytechnics so as to stay relevant to the needs of industries; (b) what are the two least popular courses; and (c) how many courses have been cancelled last year because of a lack of student interest.,1,1,2018-03-01-T-001-S-00001
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),"Mr Speaker, the Polytechnics strive to ensure that their courses are relevant to the needs of industry. Every year, they review the range of their diploma course offerings, and make changes to drop or start new courses. In addition, every three years or so, they do an in-depth review of the curriculum of each course. For courses in sectors such as Information Technology (IT), the curriculum is reviewed more frequently given the fast changing nature of the industry.",1,2,2018-03-01-T-001-S-00002
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),,2,3,2018-03-01-T-001-S-00003
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),"Popularity of a course can be measured in different ways – such as ratio of applications to places, or the aggregate score of the last student posted to the course. The popularity of courses change from year to year, so I would rather not disclose which are the two least popular ones this year. It is also a disservice to students currently in these courses.",3,4,2018-03-01-T-001-S-00004
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),,4,5,2018-03-01-T-001-S-00005
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),"In 2017, seven full-time courses were retired, partly due to a lack of interest from students, and partly to re-position them to meet the needs of industry better.",5,6,2018-03-01-T-001-S-00006
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),,6,7,2018-03-01-T-001-S-00007
2018-03-01-T-001,Low Yen Ling,The Senior Parliamentary Secretary to the Ministers for Education (Ms Low Yen Ling) (for the Minister for Education (Higher Education and Skills)),Minister Ong Ye Kung will address this issue further at the upcoming Committee of Supply (COS) debates.,7,8,2018-03-01-T-001-S-00008
2018-03-01-T-002,,,2 the Minister for Education (Schools) what is being done to help deepen students' understanding of ASEAN in our mainstream schools.,1,9,2018-03-01-T-002-S-00009
2018-03-01-T-002,Murali Pillai,Mr Murali Pillai (Bukit Batok),"Question No 2, please.",1,10,2018-03-01-T-002-S-00010
2018-03-01-T-002,Dr Muhammad Faishal Ibrahim,The Senior Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Schools)),"Mr Speaker, MOE develops students’ understanding of ASEAN throughout their time in school. In Primary Social Studies, students are introduced to the origins, member countries and purposes of ASEAN as part of appreciating how communities in ASEAN member countries are connected through cultural, economic and geographical ties.",1,11,2018-03-01-T-002-S-00011
2018-03-01-T-002,Dr Muhammad Faishal Ibrahim,The Senior Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Schools)),,2,12,2018-03-01-T-002-S-00012
2018-03-01-T-002,Dr Muhammad Faishal Ibrahim,The Senior Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Schools)),"At the Secondary level, students expand their understanding of ASEAN and its member countries through subjects like History, Geography and Social Studies. Students study the key forces and events that shaped the histories of Southeast Asian member countries, and appreciate the importance of ASEAN in forging friendly relations with countries in the region. They explore environmental issues related to social and economic development in Southeast Asia and learn about the role of ASEAN in maintaining regional stability and security.",3,13,2018-03-01-T-002-S-00013
2018-03-01-T-002,Dr Muhammad Faishal Ibrahim,The Senior Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Schools)),,4,14,2018-03-01-T-002-S-00014
