Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2022-11-07-T-001,Sylvia Lim,Ms Sylvia Lim,"asked the Minister for Health (a) for the past six months, how many patients or residents contracted COVID-19 infections from within residential healthcare facilities such as hospitals and nursing homes; and (b) whether the Ministry is satisfied with the effectiveness of the current COVID-19 measures implemented at these facilities.",1,1,2022-11-07-T-001-S-00001
2022-11-07-T-001,Janil Puthucheary,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"From 1 April 2022 to 30 September 2022, there were around 330 reported cases from COVID-19 clusters in hospitals. Over the same period, around 3,000 COVID-19 cases were reported by the nursing homes. These constitute a small proportion – less than 1% – of total reported community cases. As we move towards living with COVID-19, we no longer adopt a zero-COVID posture in hospitals and nursing homes, where all patients or nursing home residents need to be tested before admission and where infected patients are isolated in hospital COVID wards.",1,2,2022-11-07-T-001-S-00002
2022-11-07-T-001,Janil Puthucheary,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"Notwithstanding, we continue to take necessary precautions to protect patients and residents, and are ready to step up the COVID-19 measures, such as visitor restrictions, when necessary. Vaccination is our primary defence. It cannot completely stop infections but is very effective in preventing severe illness from COVID-19. We have provided COVID-19 vaccinations to over 90% of eligible nursing home residents. With these measures, we have kept Singapore’s overall case fatality rate at about 0.1%, well below the global average of around 1%.",2,3,2022-11-07-T-001-S-00003
2022-11-07-T-001,Speaker,Mr Speaker,Ms Sylvia Lim.,1,4,2022-11-07-T-001-S-00004
2022-11-07-T-001,Sylvia Lim,Ms Sylvia Lim (Aljunied),"Thank you, Speaker. I have three supplementary questions for the Senior Minister of State. Earlier, he cited some figures about patients and residents who had contracted COVID-19 from within these facilities. I think he mentioned 330 in hospitals and about 3,000 in nursing homes over that period of time. May I ask him how confident is he that these are not under-estimates of the actual situation because some patients could be asymptomatic and I am not sure whether there is 100% testing daily?",1,5,2022-11-07-T-001-S-00005
2022-11-07-T-001,Sylvia Lim,Ms Sylvia Lim (Aljunied),"The second question is that, there are some studies in the UK which suggest that within healthcare facilities, patient-to-patient transmission was more a common cause of infections rather than, say, from healthcare workers to patients. I wonder whether the Ministry has been studying this issue and whether the Senior Minister of State can elaborate on whether it is the case that it is more likely to be patient-to-patient transmission rather than healthcare worker-to-patient, or whether the Ministry has some other grasp of the nature of the transmissions?",2,6,2022-11-07-T-001-S-00006
2022-11-07-T-001,Sylvia Lim,Ms Sylvia Lim (Aljunied),"And finally, I understand from some other overseas studies as well in the UK that hospital-acquired infections may be affected by things like ventilation systems and design of wards. Is the Ministry looking into these methods as well?",3,7,2022-11-07-T-001-S-00007
2022-11-07-T-001,Janil Puthucheary,Dr Janil Puthucheary,"Sir, the numbers may be an under-estimate. We did not do daily testing on everybody. I think the Member would agree this would be inappropriate to subject every person within this space  – whether a healthcare worker, a patient or a visitor – to daily testing",1,8,2022-11-07-T-001-S-00008
2022-11-07-T-001,Janil Puthucheary,Dr Janil Puthucheary,"Having said that, we have quite a lot of data over the last three years. That data is applicable to the community setting, the hospitals as well as the nursing homes. This has allowed us and the scientists in our system to model the transmission and the clusters and the spread of COVID-19 within different settings. So, to answer the question, yes, it may be an under-estimate, but I think we are confident that we have a robust handle on the relative proportions. So, it is approximately correct – 330 versus 3,000. I do not think our under-estimate is so far off that the numbers would be reversed, for example, or that we are in the order of magnitude of a significant percentage off. We are about right and we have some confidence that we are about right.",2,9,2022-11-07-T-001-S-00009
2022-11-07-T-001,Janil Puthucheary,Dr Janil Puthucheary,"Her second question was whether patient-to-patient transmission or healthcare worker-to-patient transmission, which was a greater contributory factor in our setting, in our system. I do not have the data in front of me. I would encourage the Member to file a separate question if she would like further information on that. But if I may make a related, tangential point, which is that the COVID-19 circumstances changed quite significantly over the three years. Simplistically, we had different variants with different transmissibility and infectivity characteristics, but we also had very significantly different measures in place at different time periods over the nearly three years. And so, I would think it would be too much, too reductionist, too simplistic to look at the overall picture. This would require quite a detailed study to be able to come to a conclusive position as to which was a greater risk at any one point in time. I think it is a little bit too simplistic to say it is one or the other. But I would be happy to take this up if the Member would like to file a question and we will try our best to provide her what data we may or may not have.",3,10,2022-11-07-T-001-S-00010
2022-11-07-T-001,Janil Puthucheary,Dr Janil Puthucheary,"Her third question was whether the design of the wards, the ventilation, can affect hospital-acquired infections. Indeed, there are things that have been studied prior to COVID-19. There are people looking at this and looking at this not with respect to just one infection but a wide variety of infective agents which may affect our patients within the hospitals. So, the short answer is yes.",4,11,2022-11-07-T-001-S-00011
2022-11-07-T-002,Don Wee,Mr Don Wee,asked the Minister for Health (a) whether the Ministry will consider expanding the intake of our three local medical schools; (b) what are the measures to reduce the attrition rate of doctors in the public sector; and (c) which are the top five countries that our foreign doctors are recruited from.,1,12,2022-11-07-T-002-S-00012
2022-11-07-T-002,Janil Puthucheary,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"Mr Speaker, over the last 10 years – from 2010 to 2019 – our medical schools have increased their combined annual intakes by around 60% from around 320 to 510. In 2020 and 2021, we admitted another 40 medical students each year. These were students whose overseas medical studies were disrupted by the COVID-19 pandemic.",1,13,2022-11-07-T-002-S-00013
2022-11-07-T-002,Janil Puthucheary,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"While our main source of doctors will continue to be our local medical schools, about 200 locals who study or practise medicine overseas return to Singapore annually. Most of them study or work in Australia, the United Kingdom or Ireland. In addition, we supplement recruitment with qualified doctors from recognised universities from other countries, to ease the workload in specific departments and hospitals. Currently, the top five countries that our foreign doctors are recruited from are India, Malaysia, Myanmar, the Philippines and the United Kingdom.",2,14,2022-11-07-T-002-S-00014
2022-11-07-T-002,Janil Puthucheary,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),The attrition rate of doctors from the public healthcare sector into private practice is acceptable and it ranges from 3% to 5% in the time period 2019 to 2021. We continue to make various efforts to retain our doctors within the public healthcare sector.,3,15,2022-11-07-T-002-S-00015
2022-11-07-T-002,Speaker,Mr Speaker,Mr Don Wee.,1,16,2022-11-07-T-002-S-00016
2022-11-07-T-002,Don Wee,Mr Don Wee (Chua Chu Kang),"Thank you, Speaker. I thank the Senior Minister of State for his reply. Can MOE work with MOH to increase the intake of deserving local Polytechnic graduates? The second supplementary question  I understand that returning Singaporeans from recognised foreign universities have a difficult path of obtaining their full registration licences. Can MOH put in measures to ease the transition?",1,17,2022-11-07-T-002-S-00017
2022-11-07-T-002,Janil Puthucheary,Dr Janil Puthucheary,"Sir, I thank the Member for his two questions. There is a point that is related across both of the questions, which is that we have to have a series of processes that maintains standards for our medical professionals. So, on his first question, it is around the academic standards; the second is around safety and the regulatory practices around the person being fully registered.",1,18,2022-11-07-T-002-S-00018
2022-11-07-T-002,Janil Puthucheary,Dr Janil Puthucheary,"In both cases, we have a framework looking at the standards required to enter medical school and then, to enter full practice. On the first point of whether those standards for medical students should be altered in some way, I think he would agree with me that it should not. We do have to make sure that the people who go into the medical schools have the aptitude, the attitude, the ability to not just complete their studies but have the ability to do well. Having said that, there are Polytechnic graduates who are making it into medical school – we see them reported in the press. I think the importance is that they have met those standards and then, are able to flourish within medical schools; and they have a fulfilling career. We will continue to study this space.",2,19,2022-11-07-T-002-S-00019
