Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2017-02-28-T-001,Sun Xueling,Ms Sun Xueling,asked	 the Minister for Education (Higher Education and Skills) (a) whether the merger of the SkillsFuture and Jobs Bank portals will incorporate a review function for training providers to ensure outcome-based training provisions; (b) whether the merged portal can include internship opportunities for young Singaporeans; (c) whether the merged portal can include personality assessments that gauge the fit of the user to jobs as opposed to just skills; and (d) whether jobs listed in the Jobs Bank are regularly updated to ensure relevance.,1,1,2017-02-28-T-001-S-00001
2017-02-28-T-001,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"Madam, the Individual Learning Portfolio (ILP) is designed to be a one-stop online portal which empowers individuals to make informed learning and career choices. There will be platforms for individuals to review and provide feedback on the training programmes available on the ILP, and information on training outcomes will be published on the portal.",1,2,2017-02-28-T-001-S-00002
2017-02-28-T-001,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"As internship opportunities are managed by the respective Institutes of Higher Learning, the ILP is currently not built with such a feature. Notwithstanding this, should the need arise to do so in the future, we can consider building it in subsequent phases of the ILP.",2,3,2017-02-28-T-001-S-00003
2017-02-28-T-001,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"The ILP will also have tools and resources that will enable individuals to assess their career interests, skills gaps and work values. Based on individuals' profiling results from these tools, they can then explore possible jobs and training programmes to prepare themselves for those jobs.",3,4,2017-02-28-T-001-S-00004
2017-02-28-T-001,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"Besides discovering one's career interest and identifying skills gaps, individuals can also view and apply for jobs via the Jobs Bank, which will be integrated into the ILP. Jobs listed in the Jobs Bank are regularly updated as each job posting is only valid for a maximum period of 30 days. Employers can renew expired job postings, assuming suitable candidates are not found. Job postings that have expired are automatically removed. This ensures that the list of available jobs in the Jobs Bank is up-to-date.",4,5,2017-02-28-T-001-S-00005
2017-02-28-T-001,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"The ILP will be rolled out in stages, starting from 2017, and we will share more details in due course.",5,6,2017-02-28-T-001-S-00006
2017-02-28-T-002,Sun Xueling,Ms Sun Xueling,asked	 the Minister for Education (Higher Education and Skills) (a) whether he can provide an update on the feedback received on Earn and Learn Programmes (ELP) in 2016; (b) whether the Ministry has been able to place 400 Polytechnic and ITE graduates across all the ELPs in 2016; and (c) which are the most sought after ELPs and whether they match existing manpower projections of the Industry Transformation Maps.,1,7,2017-02-28-T-002-S-00007
2017-02-28-T-002,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"Madam, the SkillsFuture Earn and Learn Programme (ELP) was launched as a work-learn initiative to support fresh polytechnic and ITE graduates in their transition to the workplace and into sectors which they have been trained for.",1,8,2017-02-28-T-002-S-00008
2017-02-28-T-002,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"In 2016, over 500 Polytechnic and ITE graduates were placed with companies across various ELPs. This is more than the 400 placements targeted for 2016. We have received positive feedback from both employers and trainees who have participated in the ELP.",2,9,2017-02-28-T-002-S-00009
2017-02-28-T-002,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),"There are currently 40 ELPs across 23 sectors including those where the Industry Transformation Maps (ITMs) are being developed. The most popular ELPs are in sectors such as Hotel, ICT and Logistics, where ITMs are developed.",3,10,2017-02-28-T-002-S-00010
2017-02-28-T-002,Dr Muhammad Faishal Ibrahim,The Parliamentary Secretary to the Ministers for Education (Assoc Prof Dr Muhammad Faishal Ibrahim) (for the Minister for Education (Higher Education and Skills)),MOE will continue to work with the respective sector agencies to introduce more work-learn programmes to support training and lifelong learning.,4,11,2017-02-28-T-002-S-00011
2017-02-28-T-002,Sun Xueling,Ms Sun Xueling (Pasir Ris-Punggol),I thank the Parliamentary Secretary. I would like to enquire what is the process to obtain feedback from the trainees about their experience for the programme.,1,12,2017-02-28-T-002-S-00012
