speech_id,topic_id,speech_order,member_name,text
2016-03-24-T-001-S-00001,2016-03-24-T-001,1,Speaker,"Order. I wish to inform Members that pursuant to Standing Order No 102, I have on 18 March 2016 nominated Mr Christopher de Souza to be a Member of the Estimates Committee, to fill a vacancy that has arisen in that Committee."
2016-03-24-T-002-S-00002,2016-03-24-T-002,2,Speaker,"Pursuant to the Constitution of the Republic of Singapore, the Special Select Committee nominated the following nine persons to the President for appointment as Nominated Members of Parliament"
2016-03-24-T-002-S-00003,2016-03-24-T-002,3,Speaker,Mr Azmoon Ahmad;
2016-03-24-T-002-S-00004,2016-03-24-T-002,4,Speaker,Ms Chia Yong Yong;
2016-03-24-T-002-S-00005,2016-03-24-T-002,5,Speaker,Mr Thomas Chua Kee Seng;
2016-03-24-T-002-S-00006,2016-03-24-T-002,6,Speaker,Mr Ganesh Rajaram;
2016-03-24-T-002-S-00007,2016-03-24-T-002,7,Speaker,Mr Kok Heng Leun;
2016-03-24-T-002-S-00008,2016-03-24-T-002,8,Speaker,Ms Kuik Shiao-Yin;
2016-03-24-T-002-S-00009,2016-03-24-T-002,9,Speaker,Asst Prof Mahdev Mohan;
2016-03-24-T-002-S-00010,2016-03-24-T-002,10,Speaker,Assoc Prof Randolph Tan;
2016-03-24-T-002-S-00011,2016-03-24-T-002,11,Speaker,Ms K Thanaletchimi.
2016-03-24-T-002-S-00012,2016-03-24-T-002,12,Speaker,"On 22 March 2016, President Tony Tan, by Instruments of Appointment dated on the same day, appointed the nine Members as Nominated Members of Parliament for a term of two and a half years, with effect from 22 March 2016."
2016-03-24-T-002-S-00013,2016-03-24-T-002,13,Speaker,The Nominated Members are present today to take their seats. They will now take their oath or affirmation of allegiance.
2016-03-24-T-003-S-00014,2016-03-24-T-003,14,,"The following Members took and subscribed the Oath of Allegiance, or made Affirmation of Allegiance, in the order below"
2016-03-24-T-003-S-00015,2016-03-24-T-003,15,,Mr Azmoon Ahmad (Nominated Member of Parliament);
2016-03-24-T-003-S-00016,2016-03-24-T-003,16,,Ms Chia Yong Yong (Nominated Member of Parliament);
2016-03-24-T-003-S-00017,2016-03-24-T-003,17,,Mr Thomas Chua Kee Seng (Nominated Member of Parliament);
2016-03-24-T-003-S-00018,2016-03-24-T-003,18,,Mr Ganesh Rajaram (Nominated Member of Parliament);
2016-03-24-T-003-S-00019,2016-03-24-T-003,19,,Mr Kok Heng Leun (Nominated Member of Parliament);
2016-03-24-T-003-S-00020,2016-03-24-T-003,20,,Ms Kuik Shiao-Yin (Nominated Member of Parliament);
2016-03-24-T-003-S-00021,2016-03-24-T-003,21,,Asst Prof Mahdev Mohan (Nominated Member of Parliament);
2016-03-24-T-003-S-00022,2016-03-24-T-003,22,,Assoc Prof Randolph Tan (Nominated Member of Parliament);
