speech_id,topic_id,speech_order,member_name,text
2012-11-12-T-001-S-00001,2012-11-12-T-001,1,Intan Azura Mokhtar,"asked  the Acting Minister for Culture, Community and Youth whether the Ministry will consider reviewing the admission criteria to the Specialised Independent Schools (SIS), such as allowing students from all academic streams (Express, Normal Academic and Normal Technical), to gain admission to the School of the Arts or the Singapore Sports School as long as they qualify for the respective artistic or sporting criteria of the SIS."
2012-11-12-T-001-S-00002,2012-11-12-T-001,2,Lawrence Wong,"Mr Speaker, the Singapore Sports School (SSP) was started as a four-year Secondary programme aimed at nurturing student athletes with the potential to compete at the national and international levels. With this aim in mind, the SSP caters to a range of academic abilities and provides a flexible curriculum which allows young athletes to follow a rigorous sports training programme. Hence, the SSP already admits students from all academic streams, if they meet the sporting criteria for the School and the academic performance for their stream."
2012-11-12-T-001-S-00003,2012-11-12-T-001,3,Lawrence Wong,"The School of the Arts (SOTA) was set up as a six-year through-train programme to develop students who would go on to provide creative leadership in their chosen field and become champions of the arts, whatever their eventual profession. While SOTA students benefit from a rigorous six-year arts education, the curriculum is intended to provide them with a wide range of options for admission into tertiary institutions of higher learning, and not necessarily a professional arts pathway. To do this, SOTA prepares its students for the well-rounded and internationally-recognised International Baccalaureate Diploma Programme (IBDP)."
2012-11-12-T-001-S-00004,2012-11-12-T-001,4,Lawrence Wong,"The IBDP is rigorous, and students who pursue it must meet a minimum academic standard. Thus, while artistic potential is a key criterion for admission into SOTA, the applicant's academic ability is also part of the total assessment. To ensure that applicants can eventually meet the requirements of the IBDP, SOTA's academic cut-off is the Express stream. It would not be in the interests of the students if SOTA were to lower its criteria and accept students who later find it difficult to cope with the IBDP, particularly since these students do not take the ""O"" levels."
2012-11-12-T-001-S-00005,2012-11-12-T-001,5,Lawrence Wong,"Furthermore, SOTA only commenced operations in 2008, and its first batch of students has yet to graduate. It would be in the interest of the school and its students to allow SOTA to consolidate its arts and academic programmes before making fundamental changes to its curriculum and admission criteria."
2012-11-12-T-001-S-00006,2012-11-12-T-001,6,Lawrence Wong,"In the meantime, our mainstream schools with niche programmes in the arts offer many other opportunities for students of all academic abilities to develop their artistic talents."
2012-11-12-T-001-S-00007,2012-11-12-T-001,7,Intan Azura Mokhtar,"I thank the Acting Minister for the reply. While I understand that SOTA is likely to cater to students to prepare them for the IBDP, would the Ministry consider introducing alternative qualifications, such as the Workplace Literacy and Numeracy (WPLN) qualification, so that students who do not eventually qualify for the IBDP can have an alternative pathway to move on to the ITE thereafter?"
2012-11-12-T-001-S-00008,2012-11-12-T-001,8,Lawrence Wong,"Mr Speaker, as I have explained earlier, SOTA has just started its programmes in 2008. Its first batch of students has yet to graduate. I understand what the Member is asking – whether we can build alternative pathways within SOTA for students. In principle, the answer is ""yes"", but let us allow for SOTA to consolidate its programmes as it has just started. Also, as I have mentioned earlier, there are other pathways in mainstream schools as well, where students can develop their interest and potential in the arts. There are Arts Elective Programmes and Enhanced Arts and Music Elective Programmes offered in mainstream schools, too. Within SOTA, we will continue to improve but let us consolidate with what we have at the moment."
2012-11-12-T-001-S-00009,2012-11-12-T-001,9,Lee Bee Wah,"I would like to ask Acting Minister this  the Singapore Sports School has been in operation for many years. Besides IB, can the Sports School offer some alternative programmes, like diplomas, which are more flexible for our players?"
2012-11-12-T-001-S-00010,2012-11-12-T-001,10,Lawrence Wong,"The Singapore Sports School has, indeed, been in operation for some time. As I mentioned earlier, they offer students different streams towards ""O"" levels  Express, Normal Academic and Normal Technical. They are now looking at the IB programme, which is a diploma-level programme. So, they are also looking at expanding their programmes and offerings to students. If there are suggestions for which we can make these programmes more flexible for the athletes, we can talk to the Sports School and we would be happy to discuss what other ideas we can pursue and how we can make these programmes more flexible. The overall intent of the Sports School is, indeed, to have a programme that would cater to the athletes of different interests. They already have these options at the Secondary level, and they are pursuing it to the diploma level. In fact, they are also talking to Institutions of Higher Learning, like Republic Polytechnic and the Universities, to make sure that there is continuation from the Sports School to these Institutions of Higher Learning. I recognise that some of these linkages and pathways can be improved, and this is a continuing process which we will work on."
