Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2020-02-03-T-001,Desmond Choo,Mr Desmond Choo,asked the Minister for Health in view of the escalating Wuhan pneumonia situation in the China (a) how susceptible is Singapore; (b) whether there are suspected cases in Singapore; and (c) what are the measures put in place or are being considered in the event the situation worsens.,1,1,2020-02-03-T-001-S-00001
2020-02-03-T-001,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye,asked the Minister for Health with regard to the Wuhan virus (a) what is the condition of the suspected patients in Singapore so far; (b) whether the Ministry will be issuing an advisory on travel restrictions for Singaporeans travelling to affected cities; and (c) whether a multi-agency taskforce will be formed to look into the containment and management of the virus spread in Singapore.,1,2,2020-02-03-T-001-S-00002
2020-02-03-T-001,Tin Pei Ling,Ms Tin Pei Ling,"asked the Minister for Health (a) what is Singapore’s response to the Wuhan pneumonia outbreak; and (b) what actions are taken to contain the spread to, and among, Singaporeans.",1,3,2020-02-03-T-001-S-00003
2020-02-03-T-001,Pritam Singh,Mr Pritam Singh,asked the Minister for Health how prepared are the authorities to deal with the outbreak of the novel coronavirus pneumonia in Wuhan and what can citizens do to help support the Ministry’s efforts.,1,4,2020-02-03-T-001-S-00004
2020-02-03-T-001,Rahayu Mahzam,Ms Rahayu Mahzam,"asked the Minister for Health (a) what are the measures in place to prevent the entry and spread of the Wuhan virus in Singapore, aside from the temperature screening at the airport; and (b) whether there is an emergency response plan to handle the possible emergence of a Wuhan virus outbreak in Singapore.",1,5,2020-02-03-T-001-S-00005
2020-02-03-T-001,Liang Eng Hwa,Mr Liang Eng Hwa,asked the Minister for Health (a) whether he can provide the latest update on the Wuhan virus situation; (b) what are the stepped-up precautionary measures taken; and (c) how are our contingency preparations and readiness for the possible scenarios ahead.,1,6,2020-02-03-T-001-S-00006
2020-02-03-T-001,Speaker,Mr Speaker,I understand Question Nos 1 to 6 will be answered via the Ministerial Statement?,1,7,2020-02-03-T-001-S-00007
2020-02-03-T-001,Edwin Tong Chun Fai,The Senior Minister of State for Health (Mr Edwin Tong Chun Fai) (for the Minister for Health),"Mr Speaker, yes, Question Nos 1 to 6 will be answered in the Ministerial Statement.",1,8,2020-02-03-T-001-S-00008
2020-02-03-T-001,Speaker,Mr Speaker,All right. Let us proceed to Question No 7.,1,9,2020-02-03-T-001-S-00009
2020-02-03-T-002,Joan Pereira,Ms Joan Pereira,asked the Minister for Health (a) whether the Ministry will consider requiring all private and public hospitals to be equipped and manned to handle severe and multiple trauma cases in their accident and emergency departments as part of our nation’s emergency preparedness plan; and (b) whether we have sufficient emergency specialists and how many more will be trained in the next five years.,1,10,2020-02-03-T-002-S-00010
2020-02-03-T-002,Daniel Goh Pei Siong,Assoc Prof Daniel Goh Pei Siong,"asked the Minister for Health in light of the Lucky Plaza accident, whether private hospitals’ emergency departments should be upgraded for a tiered national accident and emergency system involving both public and private hospitals to make better use of medical resources.",1,11,2020-02-03-T-002-S-00011
2020-02-03-T-002,Edwin Tong Chun Fai,The Senior Minister of State for Health (Mr Edwin Tong Chun Fai) (for the Minister for Health),"Sir, with your leave, may I take Question Nos 7 and 8 together?",1,12,2020-02-03-T-002-S-00012
2020-02-03-T-002,Speaker,Mr Speaker,Please do.,1,13,2020-02-03-T-002-S-00013
2020-02-03-T-002,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai,"Mr Speaker, all public hospital Accident & Emergency (A&E) departments are equipped and capable of providing resuscitation, stabilisation and initial treatment for all life threatening emergencies, including trauma cases, for both adults and children. Public hospitals must also fulfill MOH's standards of trauma care. Overall, the eight public hospital A&E departments, spread out across Singapore, provide adequate coverage to cater to emergency services in Singapore.",1,14,2020-02-03-T-002-S-00014
2020-02-03-T-002,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai,"MOH has had on-going discussions with private hospitals about their capabilities in handling emergency care. Currently, private hospitals are not configured to provide the full range of emergency and trauma services required to manage all life-threatening emergencies or situations, involving patients with multiple or serious injuries. Over the last four years, MOH has been collaborating with Raffles Hospital for the management of non-life threatening and urgent SCDF ambulance cases.",2,15,2020-02-03-T-002-S-00015
2020-02-03-T-002,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai,"MOH carefully manages the training pipelines for emergency medicine and surgical specialists to ensure that there are sufficient capabilities to meet national needs. Currently, there are about 180 Emergency Medicine specialists and 240 general surgeons in Singapore.",3,16,2020-02-03-T-002-S-00016
2020-02-03-T-002,Joan Pereira,Ms Joan Pereira (Tanjong Pagar),"I thank the Senior Minister of State for the reply. I have one supplementary question. My concern, really, is whether all our urban areas and housing estates in Singapore will be able to have swift access to emergency services based on the existing locations of emergency departments across Singapore.",1,17,2020-02-03-T-002-S-00017
2020-02-03-T-002,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai,"As I had mentioned earlier, the public hospitals which are capable of handling all forms of emergencies and life-threatening services to both adults and children are spread out geographically across the island. There will be sufficiently swift access to these services should the need arise. In addition, the number of specialists who are in the pipeline and whom we are training currently, will increase by about 43% over the next five years. These specialists will add to the availability of services and will also add to the pool of emergency specialists who will be able to deal with such situations.",1,18,2020-02-03-T-002-S-00018
2020-02-03-T-003,Christopher de Souza,Mr Christopher de Souza,–,1,19,2020-02-03-T-003-S-00019
2020-02-03-T-003,Christopher de Souza,Mr Christopher de Souza,9 To ask the Minister for Home Affairs whether there is an upward trend of drug syndicates exploiting minors in the drug trade and how can our enforcement actions and statutory framework deter the syndicates from doing so.,2,20,2020-02-03-T-003-S-00020
2020-02-03-T-003,Christopher de Souza,Mr Christopher de Souza,asked the Minister for Home Affairs (a) what is the Ministry’s position on the research paper entitled “Costs of Drug Crime  Literature Review and Methodology” which calculated the detriment drugs cause to Singapore society; (b) whether the findings provide further impetus for Singapore to advance its war on drugs; and (c) what will be done to ensure that a tough and deterrent stance is taken against drug traffickers who push drugs into and within Singapore.,1,21,2020-02-03-T-003-S-00021
2020-02-03-T-003,Speaker,Mr Speaker,Can someone ask the Question on his behalf?,1,22,2020-02-03-T-003-S-00022
2020-02-03-T-003,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer),Question No 9.,1,23,2020-02-03-T-003-S-00023
2020-02-03-T-003,Sun Xueling,The Senior Parliamentary Secretary to the Minister for Home Affairs (Ms Sun Xueling) (for the Minister for Home Affairs),"Mr Speaker, with your permission, may I take Question Nos 9 and 10 together?",1,24,2020-02-03-T-003-S-00024
2020-02-03-T-003,Speaker,Mr Speaker,"Yes, please.",1,25,2020-02-03-T-003-S-00025
