speech_id,topic_id,speech_order,member_name,text
2013-07-08-T-001-S-00001,2013-07-08-T-001,1,Speaker,Order. Leader of the House.
2013-07-08-T-001-S-00002,2013-07-08-T-001,2,Ng Eng Hen,"Mdm Speaker, may I seek your consent and the general assent of Members present to move a motion to extend Question Time?"
2013-07-08-T-001-S-00003,2013-07-08-T-001,3,Speaker,I give my consent. Does the Leader of the House have the general assent of the Members present to so move?
2013-07-08-T-001-S-00004,2013-07-08-T-001,4,Speaker,[(proc text) Hon Members indicated assent. (proc text)]
2013-07-08-T-001-S-00005,2013-07-08-T-001,5,Speaker,"[(proc text) With the consent of Mdm Speaker, and the general assent of Members present, (proc text)]"
2013-07-08-T-001-S-00006,2013-07-08-T-001,6,Speaker,"[(proc text) Question put, and agreed to. (proc text)]"
2013-07-08-T-001-S-00007,2013-07-08-T-001,7,Speaker,"[(proc text) Resolved, ""That notwithstanding Standing Order No 22(1), Question Time shall continue till the end of Question No 39 as set down on the Order Paper for this day's sitting."" (proc text)]"
2013-07-08-T-001-S-00008,2013-07-08-T-001,8,Speaker,Mr Zaqy Mohamad.
2013-07-08-T-002-S-00009,2013-07-08-T-002,9,Zaqy Mohamad,asked the Minister for Foreign Affairs (a) if there has been any progress made to tackle the haze issue since October 2012; and (b) whether there are any bilateral engagements or a special action plan by ASEAN to contain the current haze faced by Singapore.
2013-07-08-T-002-S-00010,2013-07-08-T-002,10,Lee Bee Wah,asked the Minister for Foreign Affairs (a) when did the Ministry first alert the Indonesian Government on the haze that engulfed Singapore and the region; (b) what is their response then; (c) what is the Indonesian Government's commitment to seek a long-term solution to this annual problem; and (d) whether Singapore can take this matter up at the United Nations to seek a resolution should the burning persist.
2013-07-08-T-002-S-00011,2013-07-08-T-002,11,Tan Su Shan,asked the Minister for Foreign Affairs (a) what is the likelihood of Indonesia's ratification of the ASEAN Agreement on Transboundary Haze Pollution being concluded before the next period of potential haze development; and (b) whether there is real scope for ASEAN to come up with concrete action under this Agreement to tackle the haze problem.
2013-07-08-T-002-S-00012,2013-07-08-T-002,12,Irene Ng Phek Hoong,asked the Minister for Foreign Affairs what pressure can be brought to bear on Indonesia to prevent future recurrence of the haze caused by forest fires in Indonesia.
2013-07-08-T-002-S-00013,2013-07-08-T-002,13,Pritam Singh,asked
2013-07-08-T-002-S-00014,2013-07-08-T-002,14,Christopher de Souza,asked the Minister for Law whether the use of international law provides an avenue to deter irresponsible parties from causing fires that result in the annual haze hazard.
2013-07-08-T-002-S-00015,2013-07-08-T-002,15,Lim Biow Chuan,asked the Minister for Law whether there are any criminal sanctions which can be imposed on local or foreign companies that have caused the haze in Singapore by their illegal burning.
2013-07-08-T-002-S-00016,2013-07-08-T-002,16,Tan Kheng Boon Eugene,asked the Minister for Law (a) whether the Government will consider introducing legislation that has extra-territorial jurisdiction over Singaporean or Singapore-based companies and their subsidiaries whose overseas business activities have detrimental environmental or economic effects on Singapore; and (b) whether legislation can be introduced to enable Singapore to claim jurisdiction over non-Singaporean individuals and organisations for activities outside Singapore that result in production of negative environmental and economic effects within Singapore.
2013-07-08-T-002-S-00017,2013-07-08-T-002,17,K Shanmugam,"Mdm Speaker, may I seek your permission to provide a combined reply to Question Nos 1 to 5 addressed to the Minister for Foreign Affairs, and Question Nos 6 to 8 addressed to the Minister for Law. The answers to the issues raised in those questions are linked. For Question Nos 1 and 2, the Minister for the Environment and Water Resources has agreed that he will address part 1(a) of Question No 1 and parts, 2(a), 2(b) and 2(c) of Question No 2, as those questions relate to his portfolio."
2013-07-08-T-002-S-00018,2013-07-08-T-002,18,Speaker,"Yes, please."
