speech_id,topic_id,speech_order,member_name,text
2014-11-05-T-001-S-00001,2014-11-05-T-001,1,Baey Yam Keng,asked the Minister for National Development what are the reasons piped gas is not made available in HDB rental flats.
2014-11-05-T-001-S-00002,2014-11-05-T-001,2,Khaw Boon Wan,"Madam, it is to minimise the cost of providing and maintaining HDB rental flats. Having piped gas will increase both construction and maintenance costs and not all tenants cook. For those who cook, there are alternatives to piped gas, such as bottled gas, electric or induction stoves."
2014-11-05-T-001-S-00003,2014-11-05-T-001,3,Speaker,Mr Baey.
2014-11-05-T-001-S-00004,2014-11-05-T-001,4,Baey Yam Keng,"Thank you, Mdm Speaker. I would like to ask the Minister this  the topic of providing window grilles for rental flats was raised at the last session, but unlike window grilles, there are more families who do cook at home. Yes, the Minister has mentioned that other heating options are available to residents, but I think for the LPG cylinders, there is often cost in terms of the deposit and people do have to pay in full upfront. For low-income families which the rented flats are targeted at, this could be an unnecessary burden that we could help to relieve them of. I hope that the Ministry could re-consider its decision and to install gas pipes for new rental flats."
2014-11-05-T-001-S-00005,2014-11-05-T-001,5,Khaw Boon Wan,"The latest study that I read suggests that among HDB households where there is already access to the gas pipes, about one quarter do not make use of it. Twenty-five percent is quite a high percentage. That is why we try to avoid any additional cost for this particular group of clientele."
2014-11-05-T-001-S-00006,2014-11-05-T-001,6,Khaw Boon Wan,"In terms of bottled gas – I use bottled gas – it is a common option. That is why we do not consider piped gas as essential. The deposit that you would have to pay for bottled gas is, in fact, lower than if you have to switch on the piped gas."
2014-11-05-T-002-S-00007,2014-11-05-T-002,7,Lina Chiam,asked	 the Minister for Communications and Information (a) what is the reason for IDA's recent approval for SingPost to increase local and international postage rates; (b) why does SingPost need to increase postage rates by 15% from 26 cents to 30 cents even though its underlying net profit increased by 2.9% and domestic and international mail revenue grew by 4% and 27% respectively last year; and (c) what is the number of complaints against SingPost for the past three years.
2014-11-05-T-002-S-00008,2014-11-05-T-002,8,Sim Ann,"Mdm Speaker, the global postal landscape has become increasingly challenging for national postal operators. Letter volumes are declining worldwide, while operating costs continue upwards. SingPost's experience is no different, which was a key consideration for IDA when granting its approval for the revised postage rates."
2014-11-05-T-002-S-00009,2014-11-05-T-002,9,Sim Ann,"Over the past few years, SingPost has been facing pressures from higher labour and operating costs. In addition, the rates which SingPost pays to overseas postal operators have increased by about 40% since 2010 and are set to further increase by more than 30% by 2017. These rates are determined by the international body, the Universal Postal Union Congress."
2014-11-05-T-002-S-00010,2014-11-05-T-002,10,Sim Ann,"SingPost has not increased its postage rates over the last eight years. SingPost has also not resorted to cost-cutting measures such as reduction of postal staff, closure of post offices and scaling back on daily deliveries, unlike other national postal operators. Instead, it has treated postal workers responsibly by raising workers' salaries and hiring of older workers. SingPost also committed to invest $100 million in service improvement measures and will further invest in mail sorting infrastructure to increase accuracy and efficiency of mail processing. In addition, to mitigate the immediate impact of the postage rate increase, SingPost has offered each household a free six-stamp booklet. This is the number of letters that an average individual posts per year."
2014-11-05-T-002-S-00011,2014-11-05-T-002,11,Sim Ann,"Mdm Speaker, while IDA regulates dominant licensees to ensure that they do not impose excessive charges, IDA's policy principle has been to allow these licensees to recover costs in the provision of such basic services. IDA is also mindful that dominant licensees are not obliged to use revenue from the unregulated business segments to subsidise basic services. These principles were similarly applied to SingPost, which is a dominant licensee."
2014-11-05-T-002-S-00012,2014-11-05-T-002,12,Sim Ann,"The number of complaints received against SingPost has remained fairly low. Out of the estimated 1 billion mail items delivered annually, there is an average of about 100 complaints per year, or about one complaint per 10 million letters. IDA takes a serious view of all complaints and will impose penalties on SingPost for non-compliance of IDA's postal Quality of Service framework. I would like to assure this House that IDA will closely monitor SingPost's service enhancement measures, so as to improve the reliability and quality of basic postal services."
2014-11-05-T-002-S-00013,2014-11-05-T-002,13,Lina Chiam,"Mdm Speaker, I thank the Minister of State for answering the question. I have two supplementary questions. First, postal rates have been rising steadily throughout the years, from 10 cents to 30 cents. SingPost's net profit showed an average of nearly 3% increase per annum. I would like to ask the Minister of State whether there would be another round of increment to local and international rates in the future years, even when SingPost shows continuing profits, bearing in mind that SingPost is a public listed company that operates a monopoly for the essential postage service in Singapore. Secondly, how is the $100 million service improvement plan disbursed? Is it disbursed in stages throughout the years?"
2014-11-05-T-002-S-00014,2014-11-05-T-002,14,Sim Ann,"I thank Mrs Chiam for her supplementary questions. In terms of postage rate increases over the years, I would like to reiterate what I have shared with the House just now, which is that postal rates have not increased for the last eight years. As for the profit increases that Mrs Chiam had alluded to, in SingPost's case, the bulk of it actually came from the unregulated mail as well as the unregulated business sectors that are not related to post."
2014-11-05-T-002-S-00015,2014-11-05-T-002,15,Sim Ann,"In terms of whether or not we foresee another round of increases, I think the principles that IDA uses to evaluate any such possible increase is that we need to look at the impact of the cost and the various drivers of the regulated mail segment. In submitting their case for this particular round of postal rate increases, SingPost has made references to, for instance, increase in labour costs and the cost that they have to pay to international post operators. IDA has felt that these are relevant to the regulated mail sector."
2014-11-05-T-002-S-00016,2014-11-05-T-002,16,Sim Ann,"The assurance to the House is that we would look very carefully at the reasons that the operator gives for requesting for a round of postal rate increases. We are also very careful about the impact on consumers. This includes not just the postal rates, but also what kinds of service improvements we can expect out of it."
2014-11-05-T-002-S-00017,2014-11-05-T-002,17,Sim Ann,"As for the plans for investing the $100 million into service improvements, I do not have a staged timeline, but my understanding is that SingPost is keen to do this as quickly as possible. This includes service quality improvements, postal infrastructure improvements and it also involves more deliveries. My understanding is that they would like to implement this as quickly as possible."
