speech_id,topic_id,speech_order,member_name,text
2015-05-11-T-001-S-00001,2015-05-11-T-001,1,Irene Ng Phek Hoong,asked  the Minister for Foreign Affairs if he will provide an update on the assistance that Singapore has rendered to Nepal following the earthquake on 25 April 2015.
2015-05-11-T-001-S-00002,2015-05-11-T-001,2,Ang Wei Neng,asked  the Minister for Foreign Affairs what is the assistance which Singapore has rendered to Nepal to help Nepal recover from the recent earthquake that took place on 25 April 2015.
2015-05-11-T-001-S-00003,2015-05-11-T-001,3,Masagos Zulkifli B M M,"<strong style=""background-color  transparent; color  rgb(0, 0, 0);"">(for the Minister for Foreign Affairs) </strong> Mdm Speaker, may I take Question Nos 1 and 2 together, please?"
2015-05-11-T-001-S-00004,2015-05-11-T-001,4,Speaker,"Yes, please."
2015-05-11-T-001-S-00005,2015-05-11-T-001,5,Masagos Zulkifli B M M,"Thank you. Mdm Speaker, within hours of receiving the shocking and sad news, the Singapore Government mobilised a disaster relief team for deployment to Nepal in aid of relief efforts. The Home Team mounted its largest-ever deployment for an overseas disaster relief operation. The Singapore Civil Defence Force (SCDF) formed ""Operation Lionheart (Nepal, Earthquake)"" – the 14th such Lionheart mission – comprising a 60-member search-and-rescue team. In addition, a 66-member strong Singapore Police Force (SPF) contingent, including Gurkha Contingent (GC) officers, was also deployed to Nepal."
2015-05-11-T-001-S-00006,2015-05-11-T-001,6,Masagos Zulkifli B M M,"Over the course of the deployment, the SCDF and SPF contingents operated in several areas in Nepal, such as Lalitpur district around Kathmandu, Pokhara and Gorkha. The SCDF and SPF contingents worked with the Nepalese authorities and other foreign teams to provide humanitarian assistance, including search-and-rescue, relief aid and medical assistance, to the affected people, with the GC officers helping to facilitate relief operations as they were familiar with the language, terrain and local communities. MFA also despatched a four-person Crisis Response Team to Kathmandu to provide consular assistance to Singaporeans stranded in Nepal. Our Embassy in New Delhi also sent an officer to support the team subsequently."
2015-05-11-T-001-S-00007,2015-05-11-T-001,7,Masagos Zulkifli B M M,"At the same time, the Singapore Armed Forces (SAF) immediately mobilised a joint medical team of 22 personnel and an advance team of six personnel from the Changi Regional Humanitarian Assistance and Disaster Relief (HADR) Coordination Centre or RHCC. C-130 aircraft were also deployed to airlift the personnel, equipment and relief supplies into Kathmandu."
2015-05-11-T-001-S-00008,2015-05-11-T-001,8,Masagos Zulkifli B M M,"A further six personnel from the Changi RHCC were deployed together with additional medical supplies. Eight members of the Royal Brunei Armed Forces and seven members from the Ministry of Health (MOH) were also deployed together with the SAF's medical team. The combined medical team, to date, treated more than 3,000 patients. The RHCC assisted the Nepalese national disaster management authorities and military with their efforts to coordinate the relief efforts. Eleven sorties have been flown in and out of Kathmandu by the Republic of Singapore Air Force (RSAF), transporting more than 100 tonnes of equipment and relief supplies, various Singapore contingents, as well as evacuating Singaporeans from Nepal."
2015-05-11-T-001-S-00009,2015-05-11-T-001,9,Masagos Zulkifli B M M,"Mdm Speaker, the officers involved in this disaster relief effort have worked tirelessly, often times under trying conditions. I would like to express my appreciation to all of them for their dedication and hard work, and to their family members for their support."
2015-05-11-T-001-S-00010,2015-05-11-T-001,10,Masagos Zulkifli B M M,"In addition to mobilising our assets, the Singapore Government contributed a total of S$250,000 through the Singapore Red Cross (SRC). An initial S$100,000 was given as seed money to help kick-start the SRC donation drive. However, as news of the severity and scale of the disaster became clearer and there were increasing calls for international aid, we increased our contribution by another S$150,000, to support the SRC's efforts to purchase emergency supplies. To date, SRC has raised more than S$4.5 million, sent 14 personnel, including two medical teams with a total of 11 personnel, and S$200,000 worth of emergency supplies and relief items including food, household kits and shelter tool kits to Nepal."
2015-05-11-T-001-S-00011,2015-05-11-T-001,11,Masagos Zulkifli B M M,"This financial contribution complements the on-going efforts by Singaporeans and Non-Government Organisations (NGOs) to raise funds for the relief efforts in Nepal. Many Singaporeans have been moved by the tragedy. They have dug deep into their pockets and contributed generously. Other NGOs including Mercy Relief and religious organisations have also raised more than S$800,000 to date, with many of them mounting medical and humanitarian missions to Nepal. The government of Nepal has expressed appreciation for Singapore's assistance and support to Nepal and the Nepalese people."
2015-05-11-T-001-S-00012,2015-05-11-T-001,12,Masagos Zulkifli B M M,"Mdm Speaker, I would like to assure the House that in the midst of these relief efforts, the Government also spared no effort in looking after the welfare of Singaporeans affected by the disaster in Nepal."
2015-05-11-T-001-S-00013,2015-05-11-T-001,13,Masagos Zulkifli B M M,"MFA's Crisis Response Team arrived in Kathmandu within a day to assist Singaporeans wishing to return home. MINDEF facilitated the return of 71 Singaporeans, along with 24 other nationals, on the returning C-130 aircraft. Throughout the crisis, MFA continued to reach out to Singaporeans in Nepal to render assistance and within five days of the earthquake, accounted for the safety of all Singaporeans who eRegistered with MFA."
2015-05-11-T-001-S-00014,2015-05-11-T-001,14,Masagos Zulkifli B M M,"Mdm Speaker, one takeaway for me from this crisis is  help us to help yourselves. I would therefore like to take this opportunity to encourage Singaporeans travelling overseas to eRegister so that we can contact you or your Next-of-Kin promptly in the event of a crisis."
2015-05-11-T-001-S-00015,2015-05-11-T-001,15,Masagos Zulkifli B M M,"As for Mr Ang's question of what assistance Singapore has rendered to help Nepal recover, at present, international efforts are still focused on disaster relief and humanitarian aid. We will continue to do what is within our means to assist and support Nepal during this difficult time."
2015-05-11-T-001-S-00016,2015-05-11-T-001,16,Masagos Zulkifli B M M,"Mdm Speaker, in conclusion, I would also like to express our deepest condolences to the government and people of Nepal during this difficult period, and to extend comfort to the families of our Gurkha contingent in Singapore."
2015-05-11-T-001-S-00017,2015-05-11-T-001,17,Speaker,Ms Irene Ng.
2015-05-11-T-001-S-00018,2015-05-11-T-001,18,Irene Ng Phek Hoong,"Thank you, Madam. It is heartening to see how readily Singapore responded to the disaster in Nepal. I would like to ask the Second Minister this  now that the disaster relief phase is coming to an end, how would Singapore contribute to the long-term reconstruction phase that follows? Nepal is one of the poorest and least developed countries in the world and needs international support to carry on its work to reconstruct the whole country. Singapore has expertise in various areas, especially in master-planning and housing. Can I ask the Second Minister if Singapore would be contributing to the reconstruction efforts in Nepal?"
2015-05-11-T-001-S-00019,2015-05-11-T-001,19,Masagos Zulkifli B M M,"It is clear that the disaster in Nepal has taken a very big toll on the Nepalese as well as on the country. At this point in time, as I mentioned, an assessment has not been made. The Nepalese are still asking for help in humanitarian aid, and the outpouring has not been coordinated. Until such time, we do not want to pre-empt the kind of aid that is needed."
2015-05-11-T-001-S-00020,2015-05-11-T-001,20,Masagos Zulkifli B M M,"In the same way, too, when the relief and rescue work was done, not everything that went into the place were things that the Nepalese needed. So, when the international community comes together to help them with reconstruction, Singapore will do our part to contribute expertise in a way that we can, and not over-extend ourselves so that we do not over-reach what we can do as a nation."
2015-05-11-T-001-S-00021,2015-05-11-T-001,21,Masagos Zulkifli B M M,"But we should also not discount the public in Singapore, and NGOs such as Mercy Relief as well as SRC, to extend their help also, in the development and rebuilding of Nepal."
2015-05-11-T-001-S-00022,2015-05-11-T-001,22,Ang Wei Neng,"Mdm Speaker, I thank the Second Minister for the comprehensive reply. Firstly, I want to offer my condolences to the Nepal citizens who have lost their loved ones in this earthquake and also congratulate and thank our Singapore team members – Singapore Police Force officers, SCDF officers, and SAF officers – for doing a great job in Nepal. I also feel for the Singaporeans who were affected by the earthquake in Nepal."
2015-05-11-T-001-S-00023,2015-05-11-T-001,23,Ang Wei Neng,"I understand the Second Minister had answered that we would look at what kind of effort we could provide Nepal in due time. However, I would specifically like to ask the Second Minister would the Government consider assisting Nepal to rebuild parts of the destroyed areas, similar to what we have done for Aceh."
2015-05-11-T-001-S-00024,2015-05-11-T-001,24,Ang Wei Neng,"Secondly, I would like to ask the Second Minister how MFA kept in touch with the Singapore Mount Everest Climbing team after the 25 April earthquake. What advice did MFA give to the team when the team initially decided to carry on with their climb despite extensive damages in Kathmandu and the risk of avalanche in the mountain areas? I understand the team only decided to end its mission on 29 April, four days after the earthquake."
2015-05-11-T-001-S-00025,2015-05-11-T-001,25,Masagos Zulkifli B M M,"I thank the Member for the question. As I mentioned, it is too early to pre-empt the kind of aid that we should be giving to Nepal or whether to scale it to the kind of aid that we gave to Aceh. Clearly, even in Aceh, all our NGOs played a very big part, because they were our good neighbours, they had connections, and sometimes, NGOs can do a better job than governments."
2015-05-11-T-001-S-00026,2015-05-11-T-001,26,Masagos Zulkifli B M M,"In terms of the expedition by Singaporeans who went there, they were in very close touch with the authorities, as well as the base communications. At times, they also communicated personally with me. We always assured them that if they needed to get help, if they had the wherewithal to do it, they will be supported. You must remember that the Everest base camp was also part of the disaster area. Many people, climbers, also died there. It was a very difficult terrain. Despite that, arrangements were made, they came out, went back to Kathmandu, and they are now back in Singapore. So, we are really thankful for the efforts they have made to fly the Singapore flag, to get up to the peak of Everest, to celebrate SG50. Unfortunately, they did not achieve it but in the process, they knew what was more important – to keep safe, to make sure that they can come back safely and without harm to themselves, and hopefully, one day, they can pursue their dreams."
2015-05-11-T-002-S-00027,2015-05-11-T-002,27,Christopher de Souza,"asked  the Minister for Culture, Community and Youth (a) whether he can provide an update on the progress of preparations for the 28th Southeast Asian Games to be held in June 2015; (b) what is the number of sports that will be featured; and (c) whether the Ministry will consider having a special exhibition accessible to SEA Games participants and the public that showcases Singapore's relations with its ASEAN neighbours over the past 50 years."
2015-05-11-T-002-S-00028,2015-05-11-T-002,28,Lawrence Wong,"Mdm Speaker, we started planning for the Games three years ago. Preparations for the event are currently in full swing and progressing well. Over the past few weeks, we have carried out several events at the various competition venues to test-run our systems and processes."
2015-05-11-T-002-S-00029,2015-05-11-T-002,29,Lawrence Wong,
2015-05-11-T-002-S-00030,2015-05-11-T-002,30,Lawrence Wong,"Based on the experience of past SEA Games, the focus during the Games tends to be on the athletes and the competitions. For this reason, we do not think it will be so useful to have a dedicated exhibition on Singapore's relation with our ASEAN neighbours. Instead, we will find different ways to highlight this throughout the Games. For example, it can be done in the Opening Ceremony, or it can be done through social media platforms where we can promote ASEAN and our relations in ASEAN."
2015-05-11-T-002-S-00031,2015-05-11-T-002,31,Lawrence Wong,
2015-05-11-T-002-S-00032,2015-05-11-T-002,32,Lawrence Wong,"The SEA Games in Singapore will feature 36 sports and around 400 events, as well as about 10,000 athletes and officials. We are also planning to field Team Singapore's largest-ever contingent, with 748 athletes representing Singapore in the Games. Our athletes are training intensively; I have spoken to many of them. They have told me that they are determined to do their best, and to do Singapore proud. In their preparatory and qualifying competitions in the run-up to the Games, many athletes have posted outstanding performances, achieved new personal bests, and broken long-standing national records. What remains is for Singaporeans to come forward to attend the Games with family and friends, to cheer for our Team Singapore athletes. While being gracious hosts to our Southeast Asian friends, let us also make the home ground advantage for Team Singapore count by being the to cheer our athletes on."
2015-05-11-T-002-S-00033,2015-05-11-T-002,33,Lawrence Wong,
2015-05-11-T-002-S-00034,2015-05-11-T-002,34,Lawrence Wong,"At the end of the day, it is the support and encouragement of all Singaporeans that will determine whether we have an extraordinary Games, one that is worthy of our Golden Jubilee."
2015-05-11-T-002-S-00035,2015-05-11-T-002,35,Lee Bee Wah,"Mdm Speaker, I would like to ask the Minister what is the status of ticket sales."
2015-05-11-T-002-S-00036,2015-05-11-T-002,36,Lawrence Wong,"Mdm Speaker, the ticket sales are progressing well. It is somewhat uneven. There are some events which are very popular; I think if you are planning to buy a ticket for the Opening Ceremony, I am sorry to say that tickets have probably been sold out. And if you are going for very popular games like the water polo finals, that event is also sold out; swimming events, very popular. Certain events have been very popular. Some are still progressing slowly, steadily, partly because the fixtures have just been announced. For example, football fixtures were just announced; and some other sports, the fixtures had just been announced. It may take a bit more time."
2015-05-11-T-002-S-00037,2015-05-11-T-002,37,Lawrence Wong,"But I would say that, based on past experience, compared to other games and other sporting events, the ticket sales so far have been better than expected, compared to previous events. We will continue to encourage all Singaporeans to, like I said earlier, take this once-in-a-lifetime opportunity to support Team Singapore on home ground in a new competition venue like the Sports Hub."
2015-05-11-T-002-S-00038,2015-05-11-T-002,38,Lawrence Wong,"It is true that we will host the SEA Games again 20-something years later because all the Southeast Asian countries will take turns every two years. But we will never have another SEA Games hosted in our Golden Jubilee Year like this. So, this is a historic opportunity and I would encourage all Singaporeans to come and support Team Singapore."
