Date,MP_Name,Original_MP_Name,Attendance
2021-01-04,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Health and Government Whip. ",True
2021-01-04,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Sustainability and the Environment and Transport. ",True
2021-01-04,Koh Poh Koon,"Dr Koh Poh Koon (Tampines), Senior Minister of State for Health. ",True
2021-01-04,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Kebun Baru). ,True
2021-01-04,Desmond Lee,"Mr Desmond Lee (West Coast), Minister for National Development, Minister-in-charge of Social Services Integration. ",True
2021-01-04,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2021-01-04,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member). ,True
2021-01-04,Liang Eng Hwa,Mr Liang Eng Hwa (Bukit Panjang). ,True
2021-01-04,Lim Biow Chuan,Mr Lim Biow Chuan (Mountbatten). ,True
2021-01-04,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim (Sengkang). ,True
2021-01-04,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2021-01-04,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang). ,True
2021-01-04,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2021-01-04,Mariam Jaafar,Ms Mariam Jaafar (Sembawang). ,True
2021-01-04,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Minister, Prime Minister's Office and Second Minister for Education and Foreign Affairs. ",True
2021-01-04,Mohd Fahmi Aliman,Mr Mohd Fahmi Aliman (Marine Parade). ,True
2021-01-04,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2021-01-04,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Minister of State for Home Affairs and National Development. ",True
2021-01-04,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2021-01-04,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin (Ang Mo Kio). ,True
2021-01-04,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2021-01-04,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2021-01-04,Ng Ling Ling,Ms Ng Ling Ling (Ang Mo Kio). ,True
2021-01-04,Rachel Ong,Miss Rachel Ong (West Coast). ,True
2021-01-04,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Transport. ",True
2021-01-04,Joan Pereira,Ms Joan Pereira (Tanjong Pagar). ,True
2021-01-04,Leon Perera,Mr Leon Perera (Aljunied). ,True
2021-01-04,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2021-01-04,Hazel Poa,Ms Hazel Poa (Non-Constituency Member). ,True
2021-01-04,Poh Li San,Ms Poh Li San (Sembawang). ,True
2021-01-04,Pritam Singh,"Mr Pritam Singh (Aljunied), Leader of the Opposition. ",True
2021-01-04,Rahayu Mahzam,"Ms Rahayu Mahzam (Jurong), Parliamentary Secretary to the Minister for Health. ",True
2021-01-04,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2021-01-04,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade). ,True
2021-01-04,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law. ",True
2021-01-04,Sharael Taha,Mr Sharael Taha (Pasir Ris-Punggol). ,True
2021-01-04,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Communications and Information and National Development and Deputy Government Whip. ",True
2021-01-04,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2021-01-04,Hany Soh,Ms Hany Soh (Marsiling-Yew Tee). ,True
2021-01-04,Sun Xueling,"Ms Sun Xueling (Punggol West), Minister of State for Education and Social and Family Development. ",True
2021-01-04,Alvin Tan,"Mr Alvin Tan (Tanjong Pagar), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2021-01-04,Carrie Tan,Ms Carrie Tan (Nee Soon). ,True
2021-01-04,Desmond Tan,"Mr Desmond Tan (Pasir Ris-Punggol), Minister of State for Home Affairs and Sustainability and the Environment. ",True
2021-01-04,Tan Kiat How,"Mr Tan Kiat How (East Coast), Minister of State, Prime Minister's Office and for National Development. ",True
2021-01-04,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Hougang). ,True
2021-01-04,Tan See Leng,"Dr Tan See Leng (Marine Parade), Minister, Prime Minister's Office and Second Minister for Manpower and Trade and Industry. ",True
2021-01-04,Jessica Tan Soon Neo,"Ms Jessica Tan Soon Neo (East Coast), Deputy Speaker. ",True
2021-01-04,Tan Wu Meng,Dr Tan Wu Meng (Jurong). ,True
2021-01-04,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (Pioneer). ,True
2021-01-04,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Senior Minister and Coordinating Minister for National Security. ",True
2021-01-04,Josephine Teo,"Mrs Josephine Teo (Jalan Besar), Minister for Manpower and Second Minister for Home Affairs. ",True
2021-01-04,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Senior Minister and Coordinating Minister for Social Policies. ",True
2021-01-04,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2021-01-04,Edwin Tong Chun Fai,"Mr Edwin Tong Chun Fai (Marine Parade), Minister for Culture, Community and Youth and Second Minister for Law. ",True
2021-01-04,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2021-01-04,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs. ",True
2021-01-04,Wan Rizal,Dr Wan Rizal (Jalan Besar). ,True
2021-01-04,Don Wee,Mr Don Wee (Chua Chu Kang) ,True
2021-01-04,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Minister for Education and Second Minister for Finance. ",True
2021-01-04,Xie Yao Quan,Mr Xie Yao Quan (Jurong). ,True
2021-01-04,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee). ,True
2021-01-04,Yeo Wan Ling,Ms Yeo Wan Ling (Pasir Ris-Punggol). ,True
2021-01-04,Yip Hon Weng,Mr Yip Hon Weng (Yio Chu Kang). ,True
2021-01-04,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Radin Mas). ,True
2021-01-04,Zaqy Mohamad,"Mr Zaqy Mohamad (Marsiling-Yew Tee), Senior Minister of State for Defence and Manpower and Deputy Leader of the House. ",True
2021-01-04,Zhulkarnain Abdul Rahim,Mr Zhulkarnain Abdul Rahim (Chua Chu Kang). ,True
