topic_id,date,topic_order,title,section_type
2016-04-06-T-001,2016-04-06,1,Town Councils with Largest Number of Flats Eligible for Upgrading,OA
2016-04-06-T-002,2016-04-06,2,Mortgage Assistance Plan for Retrenched Flat Owners,OA
2016-04-06-T-003,2016-04-06,3,Direct Bus Services to Geylang Serai Market before Hari Raya Puasa and Hari Raya Haji,OA
2016-04-06-T-004,2016-04-06,4,Online Voting Using SingPass for Singaporeans based Overseas,OA
2016-04-06-T-005,2016-04-06,5,Proceedings on Estimates of Expenditure for FY2016/2017,OS
2016-04-06-T-006,2016-04-06,6,Debate on Annual Budget Statement,OS
2016-04-06-T-007,2016-04-06,7,Commencement Time of Committee of Supply,OS
2016-04-06-T-008,2016-04-06,8,Estimates of Expenditure for the Financial Year 1 April 2016 to 31 March 2017,OS
2016-04-06-T-009,2016-04-06,9,Committee of Supply – Head P (Ministry of Home Affairs),OS
2016-04-06-T-010,2016-04-06,10,Committee of Supply – Head R (Ministry of Law),OS
2016-04-06-T-011,2016-04-06,11,Committee of Supply – Head N (Ministry of Foreign Affairs),OS
2016-04-06-T-012,2016-04-06,12,Committee of Supply Reporting Progress,OS
2016-04-06-T-013,2016-04-06,13,Adjournment,OS
