topic_id,date,topic_order,title,section_type
2021-11-01-T-001,2021-11-01,1,Updated COVID-19 Healthcare and Treatment Protocols and Measures to Ensure Adequate Rest and Leave for Healthcare Professionals,OA
2021-11-01-T-002,2021-11-01,2,Support for Industry and Consumers Given Higher Electricity Prices and Recent Exit of Electricity Retailers,OA
2021-11-01-T-003,2021-11-01,3,Review of Conditions in Migrant Worker Dormitories following Incident at Westlite Jalan Tukang Dormitory,OA
2021-11-01-T-004,2021-11-01,4,Deployment of Riot Police at Jalan Tukang Westlite Dormitory on 13 October 2021,OA
2021-11-01-T-005,2021-11-01,5,Vaccinated Travel Lane Arrangements with More Territories,OA
2021-11-01-T-006,2021-11-01,6,Update on ICU and Hospital Capacity,OS
2021-11-01-T-007,2021-11-01,7,Personal Explanation by Member,OS
2021-11-01-T-008,2021-11-01,8,Monetary Authority of Singapore (Amendment) Bill,BI
2021-11-01-T-009,2021-11-01,9,Prisons (Amendment) Bill,BI
2021-11-01-T-010,2021-11-01,10,Intellectual Property (Amendment) Bill,BI
2021-11-01-T-011,2021-11-01,11,Legal Profession (Amendment) Bill,BI
2021-11-01-T-012,2021-11-01,12,Corporate Registers (Miscellaneous Amendments) Bill,BI
2021-11-01-T-013,2021-11-01,13,Women's Charter (Amendment) Bill,BI
2021-11-01-T-014,2021-11-01,14,Gambling Duties Bill,BI
2021-11-01-T-015,2021-11-01,15,Retirement and Re-employment (Amendment) Bill,BP
2021-11-01-T-016,2021-11-01,16,Time Limit for Speeches,OS
2021-11-01-T-017,2021-11-01,17,Retirement and Re-employment (Amendment) Bill,BP
2021-11-01-T-018,2021-11-01,18,Extension of a Sitting,OS
2021-11-01-T-019,2021-11-01,19,Retirement and Re-employment (Amendment) Bill,BP
2021-11-01-T-020,2021-11-01,20,Adjournment of Debate,OS
2021-11-01-T-021,2021-11-01,21,Adjournment,OS
2021-11-01-T-022,2021-11-01,22,Taxation for a Dynamic and Fair 21st Century Economy,OS
2021-11-01-T-023,2021-11-01,23,PSLE Grades of Students Affected by Special Circumstances due to COVID-19 Situation,WANA
2021-11-01-T-024,2021-11-01,24,Review of Entry Requirements for Migrant Workers in Critical Sectors with Posture of COVID-19 as Endemic,WANA
2021-11-01-T-025,2021-11-01,25,Drivers for Inflation Over Next 24 Months and Impact on Singapore's Economy,WANA
2021-11-01-T-026,2021-11-01,26,Migrant Domestic Workers Allowed to Enter Singapore under Pilot Programme Since July 2021,WANA
2021-11-01-T-027,2021-11-01,27,Indicative Dates of Arrival for Employers of Migrant Domestic Workers,WANA
2021-11-01-T-028,2021-11-01,28,Measures to Prevent Forgery of Witness Statements and Dependence on Single Police Officer's Submission of Witness Statements,WANA
2021-11-01-T-029,2021-11-01,29,Review of Government Social Assistance Payouts Given Recent Study on Minimum Income Standards for Households in Singapore,WANA
2021-11-01-T-030,2021-11-01,30,Support for Children whose Parents or Caregivers are Embroiled in Drug-related Offences,WANA
2021-11-01-T-031,2021-11-01,31,Impact of New Scoring System on Setting of PSLE Papers and Students Who Could Not Take PSLE Papers due to COVID-19 Issues,WANA
2021-11-01-T-032,2021-11-01,32,Financial Viability of Construction Firms with Government Contracts,WANA
2021-11-01-T-033,2021-11-01,33,Steps to Curb Spread of Misinformation through Social Media and Closed Messaging Systems on COVID-19 Treatments,WANA
2021-11-01-T-034,2021-11-01,34,Assessment Criteria for Sinovac and Sinopharm COVID-19 Vaccines for Inclusion in National Vaccination Programme,WANA
2021-11-01-T-035,2021-11-01,35,Extending Workfare Income Supplement to Singaporeans and Permanent Residents Who Work as Food Delivery Riders,WANA
2021-11-01-T-036,2021-11-01,36,"Annual Revenue, Profit before Tax, Chargeable Income and Effective Tax Rate of Multinational Enterprises in Singapore in Last 10 Years",WANA
2021-11-01-T-037,2021-11-01,37,"Updated Protocols for COVID-19 Patients, Vaccination for Children and Delays in Response Time by Government COVID-19 Teams",WANA
2021-11-01-T-038,2021-11-01,38,Number Placed on Various Quarantine Orders in Past Three Months and Number of Travellers Allowed to Serve Quarantine in Own Homes,WANA
2021-11-01-T-039,2021-11-01,39,Plans and Targets to Expand Day and Home Care Capacity to Promote Ageing-in-place,WANA
2021-11-01-T-040,2021-11-01,40,Bulk Purchase Programme to Allow Households to Purchase Antigen Rapid Test Kits More Competitive Price,WANA
2021-11-01-T-041,2021-11-01,41,Measures to Reduce Packaging Waste Generated from Increase in E-commerce,WANA
2021-11-01-T-042,2021-11-01,42,Ensuring Accuracy Given Different Brands of Antigen Rapid Test Kits,WANA
2021-11-01-T-043,2021-11-01,43,Efforts to Reduce Costs of PCR Tests for Entry into and Exit from Singapore through Changi Airport,WANA
