topic_id,date,topic_order,title,section_type
2023-03-06-T-001,2023-03-06,1,Assessing Estimated Expenditure of Providing Cash Component of Baby Bonus to Single Unwed Parents,OA
2023-03-06-T-002,2023-03-06,2,Data on Care Staff to Residents Ratio in Local Nursing Homes,OA
2023-03-06-T-003,2023-03-06,3,Rationale for Adjusting Buyer's Stamp Duty Rates for Higher-value Properties,OA
2023-03-06-T-004,2023-03-06,4,Total Value of Festive Grant for 2023 Contributed by Lee Foundation and Disbursed to ComCare Recipients,OA
2023-03-06-T-005,2023-03-06,5,"Trend of Youths Radicalising via Gaming, Chat and Social Media Platforms",OA
2023-03-06-T-006,2023-03-06,6,Rationale for Requiring Both Employers and Doctors to Submit Incident Report after Diagnosis of Occupational Disease,OA
2023-03-06-T-007,2023-03-06,7,Estimates of Expenditure for the Financial Year 1 April 2023 to 31 March 2024,OS
2023-03-06-T-008,2023-03-06,8,"Committee of Supply – Head X (Ministry of Culture, Community and Youth)",OS
2023-03-06-T-009,2023-03-06,9,Committee of Supply – Head F (Parliament),OS
2023-03-06-T-010,2023-03-06,10,"Committee of Supply – Heads B, C, D, G and Z",OS
2023-03-06-T-011,2023-03-06,11,"Committee of Supply – Total Sums for Main Estimates, Development Estimates and Resolutions",OS
2023-03-06-T-012,2023-03-06,12,Supply Bill,BP
2023-03-06-T-013,2023-03-06,13,Supplementary Supply (FY2022) Bill,BP
2023-03-06-T-014,2023-03-06,14,Acknowledgement to the Chair,OS
2023-03-06-T-015,2023-03-06,15,Presidential Elections (Amendment) Bill,BP
2023-03-06-T-016,2023-03-06,16,Parliamentary Elections (Amendment) Bill,BP
2023-03-06-T-017,2023-03-06,17,COVID-19 (Temporary Measures) (Amendment) Bill,BP
2023-03-06-T-018,2023-03-06,18,Healthcare Services (Amendment) Bill,BP
2023-03-06-T-019,2023-03-06,19,Exempted Business,OS
2023-03-06-T-020,2023-03-06,20,Healthcare Services (Amendment) Bill,BP
2023-03-06-T-021,2023-03-06,21,Civil List,OS
2023-03-06-T-022,2023-03-06,22,Adjournment,OS
2023-03-06-T-023,2023-03-06,23,Plans to Curtail Cross-border Scams Given Ease of Money Transfers through Real-time Payments,WANA
2023-03-06-T-024,2023-03-06,24,Adding on HDB's Website that Single Parents Not Eligible for Interim Housing Can Approach HDB for Assistance,WANA
2023-03-06-T-025,2023-03-06,25,Appeals from Residents Ineligible for Public Rental Housing and Cannot Afford Open Market Rentals,WANA
2023-03-06-T-026,2023-03-06,26,Chicken Meat Products from Indonesia and Plans to Streamline Import Processes,WA
2023-03-06-T-027,2023-03-06,27,Extent of Threat of Global Avian Flu to Local Poultry and Egg Supply,WA
2023-03-06-T-028,2023-03-06,28,Role of National Environment Agency and Land Management Agencies in Rodent Management,WA
2023-03-06-T-029,2023-03-06,29,Lessons on Dangers of Online Scams and Plans to Expand Financial Literacy Programmes in Schools,WA
2023-03-06-T-030,2023-03-06,30,Relocation of Schools to Suburban Areas and Its Impact on Housing and Rental Prices,WA
2023-03-06-T-031,2023-03-06,31,Plans to Deepen Character and Citizenship Education in Primary and Secondary Schools,WA
2023-03-06-T-032,2023-03-06,32,Take-up of Government-Paid Childcare Leave by Parents,WA
2023-03-06-T-033,2023-03-06,33,Number and Percentage of Private Companies Offering Parent-care Leave,WA
