topic_id,date,topic_order,title,section_type
2014-01-21-T-001,2014-01-21,1,Lessons from 2013 Southeast Asian Games,OA
2014-01-21-T-002,2014-01-21,2,Sale of Tickets for Concerts,OA
2014-01-21-T-003,2014-01-21,3,Awareness of MediFund,OA
2014-01-21-T-004,2014-01-21,4,Accidents Involving Cyclists and Pedestrians,OA
2014-01-21-T-005,2014-01-21,5,Zero Tolerance towards Bullying in Schools,OA
2014-01-21-T-006,2014-01-21,6,"Grading Standards at NTU's School of Art, Design and Media",OA
2014-01-21-T-007,2014-01-21,7,Appointment of Education Officers at Substantive Job Grade,OA
2014-01-21-T-008,2014-01-21,8,Granting of Public Entertainment Category One Licences,OA
2014-01-21-T-009,2014-01-21,9,Investigation of Suspected Sexual Assault Cases,OA
2014-01-21-T-010,2014-01-21,10,Malaysians Taking on Blue Collar Jobs in Singapore,OA
2014-01-21-T-011,2014-01-21,11,Myanmar's Hosting of 2013 Southeast Asian Games,OA
2014-01-21-T-012,2014-01-21,12,Service Delivery Requirements under Bus Service Reliability Framework,OA
2014-01-21-T-013,2014-01-21,13,Help Schemes for Low-wage Workers,OA
2014-01-21-T-014,2014-01-21,14,Admission to Singapore Bar,OA
2014-01-21-T-015,2014-01-21,15,Global Positioning Systems in Taxis,OA
2014-01-21-T-016,2014-01-21,16,Ramping up Healthcare Personnel Numbers,OA
2014-01-21-T-017,2014-01-21,17,Progress of SME Workgroup ,OA
2014-01-21-T-018,2014-01-21,18,Prisons (Amendment) Bill,BP
2014-01-21-T-019,2014-01-21,19,Government Procurement (Amendment) Bill,BP
2014-01-21-T-020,2014-01-21,20,Regulation of Imports and Exports (Amendment) Bill,BP
2014-01-21-T-021,2014-01-21,21,Statutes (Miscellaneous Amendments) Bill,BP
2014-01-21-T-022,2014-01-21,22,Subordinate Courts (Amendment) Bill,BP
2014-01-21-T-023,2014-01-21,23,Merchant Shipping (Maritime Labour Convention) Bill,BP
2014-01-21-T-024,2014-01-21,24,Subscription to International Bank for Reconstruction and Development,OS
2014-01-21-T-025,2014-01-21,25,Adjournment,OS
2014-01-21-T-026,2014-01-21,26,Educating our Young for 21st Century,OS
2014-01-21-T-027,2014-01-21,27,Singaporeans Who Previously Held Foreign Citizenship,WANA
2014-01-21-T-028,2014-01-21,28,State of Chinese Dialects in Singapore,WANA
2014-01-21-T-029,2014-01-21,29,Public Transport Fare Increases,WANA
2014-01-21-T-030,2014-01-21,30,NS Deferment by Artists and Arts Talents,WANA
2014-01-21-T-031,2014-01-21,31,Long Working Hours of Singaporeans,WANA
2014-01-21-T-032,2014-01-21,32,Wearing of Hijab by Staff in Uniformed Services,WANA
2014-01-21-T-033,2014-01-21,33,Plans for Flats at Lorong 8 Toa Payoh,WANA
2014-01-21-T-034,2014-01-21,34,Defining Pioneer Generation,WANA
2014-01-21-T-035,2014-01-21,35,Employment of Non-Singaporeans by Civil Service and Public Agencies,WA
2014-01-21-T-036,2014-01-21,36,Average and Median Ages of Newly Naturalised Citizens,WA
2014-01-21-T-037,2014-01-21,37,Introduction of Benefit Corporation Legislation,WA
