topic_id,date,topic_order,title,section_type
2021-03-05-T-001,2021-03-05,1,Engaging Children of Drug Offenders to Mitigate Risks of Them Becoming Drug Offenders ,OA
2021-03-05-T-002,2021-03-05,2,Concrete Steps by ASEAN to Facilitate Return to Stability in Myanmar ,OA
2021-03-05-T-003,2021-03-05,3,Postal Services (Amendment) Bill,BI
2021-03-05-T-004,2021-03-05,4,Proceedings on Ministerial Statement,OS
2021-03-05-T-005,2021-03-05,5,Review of Sentencing Framework for Sexual and Hurt Offences,OS
2021-03-05-T-006,2021-03-05,6,Commencement Time of Committee of Supply,OS
2021-03-05-T-007,2021-03-05,7,Estimates of Expenditure of Singapore for the Financial Year 1 April 2021 to 31 March 2022,OS
2021-03-05-T-008,2021-03-05,8,Committee of Supply – Head W (Ministry of Transport),OS
2021-03-05-T-009,2021-03-05,9,Committee of Supply – Head O (Ministry of Health),OS
2021-03-05-T-010,2021-03-05,10,Committee of Supply – Head I (Ministry of Social and Family Development),OS
2021-03-05-T-011,2021-03-05,11,Exempted Business (Committee of Supply),OS
2021-03-05-T-012,2021-03-05,12,Committee of Supply – Head I (Ministry of Social and Family Development),OS
2021-03-05-T-013,2021-03-05,13,Committee of Supply Reporting Progress,OS
2021-03-05-T-014,2021-03-05,14,Adjournment,OS
2021-03-05-T-015,2021-03-05,15,School Fees at Government-funded Special Education Schools,WANA
2021-03-05-T-016,2021-03-05,16,Telemedicine and Mobile Medical Services for Mental Health,WANA
2021-03-05-T-017,2021-03-05,17,Policy of Providing HDB Flats to 80% of Singapore’s Resident Population,WANA
2021-03-05-T-018,2021-03-05,18,Use of More Sustainable Materials as Alternative to Plastics in Local Mask Manufacturing,WA
2021-03-05-T-019,2021-03-05,19,Review of Regulatory Approach for Pet Industry and Pet Boarding Businesses,WA
2021-03-05-T-020,2021-03-05,20,Update on Investigations into Alleged Animal Welfare-related Offences by Operator of Pet Boarding Facility Platinium Dogs Club,WA
