topic_id,date,topic_order,title,section_type
2022-04-04-T-001,2022-04-04,1,Announcement by Speaker,OS
2022-04-04-T-002,2022-04-04,2,Measures to Dampen Inflationary Pressures or to Help Singaporeans Cope Given Higher Prices,OA
2022-04-04-T-003,2022-04-04,3,Update on Government's Study to Enhance Criminal Legal Aid,OA
2022-04-04-T-004,2022-04-04,4,Impact of Rising Interest Rate Outlook on Household Debt Situation in Singapore,OA
2022-04-04-T-005,2022-04-04,5,Review of Safe Management Measures with Stability after COVID-19 Omicron Virus Wave,OA
2022-04-04-T-006,2022-04-04,6,Streamlining Vaccination-differentiated Safe Management Measures for Coffee Shops and Canteens,OA
2022-04-04-T-007,2022-04-04,7,Efforts at Engaging Different Groups for Best Way Forward for Section 377A of Penal Code,OA
2022-04-04-T-008,2022-04-04,8,Singapore's Study into Feasibility of Nuclear Energy to Meet our Energy Needs,OA
2022-04-04-T-009,2022-04-04,9, Encouraging Younger Singaporeans to Take Up Trade Jobs such as Licensed Electricians and Plumbers,OA
2022-04-04-T-010,2022-04-04,10,Measures to Help Police Protect Public and Guide Individuals at risk of Being Drawn into Knife-related Crimes,OA
2022-04-04-T-011,2022-04-04,11,Adoption Rate of Outcome-based Contracting for Public Sector Security Service Buyers,OA
2022-04-04-T-012,2022-04-04,12,Review on Projected Number of Migrant Domestic Workers Given COVID-19 Disruptions and Ageing Population,OA
2022-04-04-T-013,2022-04-04,13,Protocol for Students who Test COVID-19-positive with Self-administered Antigen Rapid Tests Prior to School Academic Assessment,OA
2022-04-04-T-014,2022-04-04,14,Deadline for Designated Smoking Corners to be Removed from Hawker Centres and Food Establishments ,OA
2022-04-04-T-015,2022-04-04,15,Shutdown of Anti-SMS Spoofing Registry,OA
2022-04-04-T-016,2022-04-04,16,Increase in Reports of Elder Abuse and Neglect during COVID-19 Pandemic,OA
2022-04-04-T-017,2022-04-04,17,Number of Applicants for SGUnited Mid-Career Pathways Programme,OA
2022-04-04-T-018,2022-04-04,18,Impact of Higher Electricity and Ingredient Prices on Earnings of Hawkers,OA
2022-04-04-T-019,2022-04-04,19,Clarification by Senior Minister of State for Health,OS
2022-04-04-T-020,2022-04-04,20,Inflation and Business Costs,OS
2022-04-04-T-021,2022-04-04,21,The Establishment of a Public Defender’s Office,OS
2022-04-04-T-022,2022-04-04,22,Constitution of the Republic of Singapore (Amendment) Bill,BI
2022-04-04-T-023,2022-04-04,23,Adoption of Children Bill,BI
2022-04-04-T-024,2022-04-04,24,Extradition (Amendment) Bill,BP
2022-04-04-T-025,2022-04-04,25,Exempted Business,OS
2022-04-04-T-026,2022-04-04,26,Extradition (Amendment) Bill,BP
2022-04-04-T-027,2022-04-04,27,Clarification by Member,OS
2022-04-04-T-028,2022-04-04,28,Financial Services and Markets Bill,BP
2022-04-04-T-029,2022-04-04,29,Adjournment of Debate,OS
2022-04-04-T-030,2022-04-04,30,Adjournment,OS
2022-04-04-T-031,2022-04-04,31,Public Transport Vouchers to Encourage More to Switch to Public Transport Given Spike in Oil Prices,WANA
2022-04-04-T-032,2022-04-04,32,Effect of Recent Energy and Fuel Price Hikes on Public Transport Costs and Measures to Prevent Flow-through Cost Increases to Commuters,WANA
2022-04-04-T-033,2022-04-04,33,Review of ComCare Payouts Given Inflation,WANA
2022-04-04-T-034,2022-04-04,34,Rejections of Applications to Renew Social Service Office Support,WANA
2022-04-04-T-035,2022-04-04,35,Removal of Maximum Annual Subsidy Cap under Seniors Mobility and Enabling Fund to Support Low-income Patients,WANA
2022-04-04-T-036,2022-04-04,36,Incidence of Long COVID amidst Recovered Singaporeans,WANA
2022-04-04-T-037,2022-04-04,37,Impact of Border Reopening on Private Drivers and Motorcycle Riders Making Trips between Singapore and Malaysia,WANA
2022-04-04-T-038,2022-04-04,38,Impact of Work-from-home Arrangements on Reduction of Gender Inequalities and Increase in Female Labour Participation Rate,WANA
2022-04-04-T-039,2022-04-04,39,Police Action against Contractors who Take Deposits for Renovation Works and Do Not Carry Out Tasks,WANA
2022-04-04-T-040,2022-04-04,40,Impact of Upcoming Legislation for Fair Employment on Buyers of Outsourced Services,WANA
2022-04-04-T-041,2022-04-04,41,Status of Renewal and Enhancement Work Scheduled for North East Line,WANA
2022-04-04-T-042,2022-04-04,42,Rise in Effective Corporate Income Tax Rate that would be Equivalent to Two-percentage Point Hike in GST,WANA
2022-04-04-T-043,2022-04-04,43,Potential Revenue from Possible Hikes in Personal Income Tax for Top 10% Income Bracket,WANA
2022-04-04-T-044,2022-04-04,44,Raising Public Awareness of Singapore's National Interests with regard to Russia-Ukraine Conflict and Countering Misinformation,WANA
2022-04-04-T-045,2022-04-04,45,Age-appropriate Discussions in Schools on Complex Foreign Policy and Security Issues,WANA
2022-04-04-T-046,2022-04-04,46,Support for Mental Health Patients to Adhere to Treatments while Rehabilitating at Home,WANA
2022-04-04-T-047,2022-04-04,47,Support or Counselling for Witnesses Traumatised by Acts of Violence,WANA
2022-04-04-T-048,2022-04-04,48,Average Annual Cost for Mental Health Treatment at Public Health Institutions and Proposal for Use of MediSave for such Treatment,WANA
2022-04-04-T-049,2022-04-04,49,Itemised Breakdown of COVID-19-related Government Expenditure,WANA
2022-04-04-T-050,2022-04-04,50,Parenthood Tax Rebate and Working Mother’s Child Relief for Single Unwed Mother Divorced from Father of Child,WANA
2022-04-04-T-051,2022-04-04,51,Additional Cost of Implementing Multi-tiered GST for Exemption of Basic Necessities,WANA
2022-04-04-T-052,2022-04-04,52,"Taxes Paid by Those with Assessable Income of More Than $320,000",WANA
2022-04-04-T-053,2022-04-04,53,Proposal for Government to Lead the Way to Implement Shorter Work Shifts for Security Officers,WANA
2022-04-04-T-054,2022-04-04,54,Proposal to Allow Flexibility in Processing Camera Deployment Requests,WANA
2022-04-04-T-055,2022-04-04,55,Use of TraceTogether Data for Criminal Investigations,WANA
2022-04-04-T-056,2022-04-04,56,Repeat Cases of Non-compliance with Safe Management Measures,WANA
2022-04-04-T-057,2022-04-04,57,COVID-19 Booster Shot Requirements for International Travellers Entering Singapore,WANA
2022-04-04-T-058,2022-04-04,58,Data on Number of Lactation Rooms,WANA
2022-04-04-T-059,2022-04-04,59,Projected Average Ratio of Electric Vehicle (EV) Charging Points,WANA
2022-04-04-T-060,2022-04-04,60,Tailgating Incidents Prosecuted in Past Three Years,WANA
