topic_id,date,topic_order,title,section_type
2016-07-11-T-001,2016-07-11,1,Rearrangement of Business,OS
2016-07-11-T-002,2016-07-11,2,Revision of Question Time,OS
2016-07-11-T-003,2016-07-11,3,Different Requirements for Taxi and Private Hire Drivers,OA
2016-07-11-T-004,2016-07-11,4,Review of Vehicle Entry Permit Fee for Cars Entering Singapore via Johor,OA
2016-07-11-T-005,2016-07-11,5,Measures to Address Recent Spate of Lift Breakdowns at HDB Blocks,OA
2016-07-11-T-006,2016-07-11,6,Government's Plans to Prevent Racial Discrimination at Workplaces,OA
2016-07-11-T-007,2016-07-11,7,Plans for Improving and Streamlining Community Health Assist Scheme,OA
2016-07-11-T-008,2016-07-11,8,Measures to Prevent Medical and Dental Clinics from Over-provision of Services under Community Health Assist Scheme,OA
2016-07-11-T-009,2016-07-11,9,Main Complaints from Cardholders in Community Health Assist Scheme,OA
2016-07-11-T-010,2016-07-11,10,Travel Alerts for Countries with Zika Virus Infections,OA
2016-07-11-T-011,2016-07-11,11,Rationale for Delinking Civil Servants' Computers with Government Email Capabilities from Internet,OA
2016-07-11-T-012,2016-07-11,12,Measures to Enhance Anti-money Laundering Compliance,OA
2016-07-11-T-013,2016-07-11,13,Cybersecurity Measures to Ensure Banking System Integrity,OA
2016-07-11-T-014,2016-07-11,14,Impact of Brexit on Singapore's Economy and Investments,OA
2016-07-11-T-015,2016-07-11,15,Government's Actions after Disclosure in Panama Papers,OA
2016-07-11-T-016,2016-07-11,16,Actions to Reinforce Common ASEAN Position on South China Sea Issue,OA
2016-07-11-T-017,2016-07-11,17,Private Continuing Education and Training Centres' Contribution to SkillsFuture Initiatives,OA
2016-07-11-T-018,2016-07-11,18,Teaching in Schools of Acceptance of Diversity,OA
2016-07-11-T-019,2016-07-11,19,Reducing Discriminatory Behaviour and Speech,OA
2016-07-11-T-020,2016-07-11,20,Singapore Workforce Development Agency (Amendment) Bill,BI
2016-07-11-T-021,2016-07-11,21,Employment Claims Bill,BI
2016-07-11-T-022,2016-07-11,22,Info-communications Media Development Authority Bill,BI
2016-07-11-T-023,2016-07-11,23,Government Technology Agency Bill,BI
2016-07-11-T-024,2016-07-11,24,Administration of Justice (Protection) Bill,BI
2016-07-11-T-025,2016-07-11,25,SkillsFuture Singapore Agency Bill,BI
2016-07-11-T-026,2016-07-11,26,Bretton Woods Agreements (Amendment) Bill ,BP
2016-07-11-T-027,2016-07-11,27,Adjournment,OS
2016-07-11-T-028,2016-07-11,28,Addressing Challenges Faced by Caregivers of Children with Special Needs,OS
2016-07-11-T-029,2016-07-11,29,Recent Spate of Residential Fires,WANA
2016-07-11-T-030,2016-07-11,30,Cases Filed since Enactment of Protection from Harassment Act,WANA
2016-07-11-T-031,2016-07-11,31,Percentage of Five- and Six-year-olds Enrolled in Pre-schools,WANA
2016-07-11-T-032,2016-07-11,32,Efficient Deployment of Buses during Train Breakdowns to Minimise Disruption to Commuters,WANA
2016-07-11-T-033,2016-07-11,33,Segregating COE Bidding for Different Categories of Car Buyers,WANA
2016-07-11-T-034,2016-07-11,34,Government's Engagement of Ride-sharing App Companies and Private Car Hire Drivers,WANA
2016-07-11-T-035,2016-07-11,35,Promoting Safer Workplace Culture given Spate of Worker Deaths,WANA
2016-07-11-T-036,2016-07-11,36,Difference between Workmen and Non-workmen in Employment Act,WANA
2016-07-11-T-037,2016-07-11,37,Free Replacement of Identity Cards for Selective Cases,WANA
2016-07-11-T-038,2016-07-11,38,Impact of Singapore-Kuala Lumpur High-speed Rail on Jurong East Region,WANA
2016-07-11-T-039,2016-07-11,39,No Claim Discount on MediShield Life for Elderly without Claims in Three Years,WANA
2016-07-11-T-040,2016-07-11,40,Inclusion of SAF Camps in Smoking Ban,WANA
2016-07-11-T-041,2016-07-11,41,Clarification of Alleged Cooling-off Day Violations,WANA
2016-07-11-T-042,2016-07-11,42,Price-Quality Method for Tender Evaluations,WANA
2016-07-11-T-043,2016-07-11,43,Review of Criteria for Working Mother's Child Relief Claims,WANA
2016-07-11-T-044,2016-07-11,44,Schools Conducting Academic Assessments Immediately after Holidays,WANA
2016-07-11-T-045,2016-07-11,45,Number and Costs of Household Surveys,WANA
2016-07-11-T-046,2016-07-11,46,Government's Efforts to Raise Awareness for Business Opportunities Offered by Multi-national Corporations,WANA
2016-07-11-T-047,2016-07-11,47,Traffic Accidents Involving Foreign-registered Vehicles,WANA
2016-07-11-T-048,2016-07-11,48,Impact of Relaxation on Car Loan Restrictions and Raising of Car Park Charges on Building of Car-lite Society,WANA
2016-07-11-T-049,2016-07-11,49,Coverage for Third-Party Claims under HDB Fire Insurance Scheme,WANA
2016-07-11-T-050,2016-07-11,50,Local Employees Covered under Portable Medical Benefits Options Eligible for Higher Tax Deductions,WANA
2016-07-11-T-051,2016-07-11,51,Payment of CPF Contributions and Workfare Income Supplement to Prison Inmates and Disabled Adults,WANA
2016-07-11-T-052,2016-07-11,52,Regulations for F&B Outlets to Display Calorie and Nutrition Information on Menus,WANA
2016-07-11-T-053,2016-07-11,53,Cycling for Students,WANA
2016-07-11-T-054,2016-07-11,54,Impact of Starting Train Operations Later on Sundays on Workers,WANA
2016-07-11-T-055,2016-07-11,55,Extension of Free MRT Travel to Ease Peak-hour Travel,WANA
2016-07-11-T-056,2016-07-11,56,Automatic PR Status for Foreign Spouses of Singapore Citizens with One Singapore Citizen Child,WANA
2016-07-11-T-057,2016-07-11,57,Enforcement Actions against Cluttering of Common Space at HDB Flats and Estates,WANA
2016-07-11-T-058,2016-07-11,58,Incentives and Grants to Help Construction Companies Manage Labour Costs,WANA
2016-07-11-T-059,2016-07-11,59,Making Overhead Pedestrian Bridges Elder- and Disabled-friendly,WANA
2016-07-11-T-060,2016-07-11,60,Police Guidelines for Handling Complaints of Noise and Neighbour Disputes in Condominiums,WANA
2016-07-11-T-061,2016-07-11,61,Home Protection Scheme for All HDB Flat Owners with Outstanding Home Loans,WANA
2016-07-11-T-062,2016-07-11,62,Take-up Rate for 2-room HDB Flats,WANA
2016-07-11-T-063,2016-07-11,63,Investigation into Engine Fire on SQ368,WANA
2016-07-11-T-064,2016-07-11,64,Making Traffic Light Crossings at Junctions Safer for Pedestrians,WANA
2016-07-11-T-065,2016-07-11,65,Provision of Vehicle's Certificate of Insurance to Drivers of Private Hire Cars,WANA
2016-07-11-T-066,2016-07-11,66,Posting of Job Openings in Public Service on National Jobs Bank,WA
2016-07-11-T-067,2016-07-11,67,Plans for Wider Use of Automated Vehicle Systems in Transport System,WA
2016-07-11-T-068,2016-07-11,68,Statistics on Malaysian Cars Entering and Leaving Singapore and Traffic Offences Committed,WA
2016-07-11-T-069,2016-07-11,69,Erection of Noise Barriers between Chua Chu Kang and Bukit Gombak MRT Stations,WA
2016-07-11-T-070,2016-07-11,70,Need for Pram-friendly Buses,WA
2016-07-11-T-071,2016-07-11,71,Review of Need for Inspection of New Cars from Third Year Onwards,WA
2016-07-11-T-072,2016-07-11,72,Number of Female Bus Captains Employed by Public Bus Operators,WA
2016-07-11-T-073,2016-07-11,73,Green Man Plus Scheme at Pedestrian Crossing along Potong Pasir Avenue 1,WA
2016-07-11-T-074,2016-07-11,74,Determination of COE Quota for Category D Vehicles,WA
2016-07-11-T-075,2016-07-11,75,Taxi Stand in Vicinity of Blocks 216 to 222 at Lorong 8 Toa Payoh,WA
2016-07-11-T-076,2016-07-11,76,Cybersecurity Measures in Place at Key Installations and Critical Infrastructures,WA
2016-07-11-T-077,2016-07-11,77,Government Expenditure on Advertisements and Sponsored Posts on Online Media Platforms,WA
2016-07-11-T-078,2016-07-11,78,"Regulars, NSmen and NSFs Diagnosed with Mental Health Problems",WA
2016-07-11-T-079,2016-07-11,79,Involvement of Phone Scam Suspects Arrested Overseas in Phone Scams in Singapore,WA
2016-07-11-T-080,2016-07-11,80,Deployment of Auxiliary Police Officers and CCTVs at Liquor Control Zone in Little India,WA
2016-07-11-T-081,2016-07-11,81,Offenders Taken to Task for Consumption of Alcohol in Public Places during Restricted Hours,WA
2016-07-11-T-082,2016-07-11,82,Cases Reported on Singapore Academy of Law Website,WA
2016-07-11-T-083,2016-07-11,83,Victim Compensation Orders Granted under Section 359 of Criminal Procedure Code,WA
2016-07-11-T-084,2016-07-11,84,Young Persons Processed for Criminal Offences through State Courts,WA
2016-07-11-T-085,2016-07-11,85,Need for Upfront Settlement of Bills by Patients Fully Covered by Insurance Policies upon Discharge from Hospital,WA
2016-07-11-T-086,2016-07-11,86,Compliance with National Standards of Care in Nursing Homes,WA
2016-07-11-T-087,2016-07-11,87,Number of Singaporeans Who Have Signed Advanced Medical Directives,WA
