topic_id,date,topic_order,title,section_type
2019-02-11-T-001,2019-02-11,1,MINDEF's Follow-up Actions and Plans in Aftermath of Latest Training Incident in New Zealand,OA
2019-02-11-T-002,2019-02-11,2,Informed Consent for Medical Procedures Following Recent Case where Orthopaedic Doctor was Fined,OA
2019-02-11-T-003,2019-02-11,3,Preventing a Future Incident where GCE Examination Scripts are Lost or Damaged,OA
2019-02-11-T-004,2019-02-11,4,Complaints about Missing Mail and Postal Quality of Service,OA
2019-02-11-T-005,2019-02-11,5,Safeguards for Employers who Make Advance Salary Payments for their Foreign Domestic Workers to Settle Loans,OA
2019-02-11-T-006,2019-02-11,6,Proposal for Mandatory Child-proof Pool Fences at Private Swimming Pools,OA
2019-02-11-T-007,2019-02-11,7,Environmental Impact Assessments for Construction Works Near National Parks or Nature Reserves,OA
2019-02-11-T-008,2019-02-11,8,Cases of Working Adults who Face Short-term Family Support Challenges,OA
2019-02-11-T-009,2019-02-11,9,Reported Cases of Child and Elder Abuse in Last Five Years ,OA
2019-02-11-T-010,2019-02-11,10,Rental Rates for Hawker Stalls at Centres Managed by NEA and Social Enterprises,OA
2019-02-11-T-011,2019-02-11,11,National Service Training Deaths and Safety Enhancements for the SAF,OS
2019-02-11-T-012,2019-02-11,12,Criminal Law Reform Bill,BI
2019-02-11-T-013,2019-02-11,13,Criminal Procedure Code (Amendment) Bill,BI
2019-02-11-T-014,2019-02-11,14,Simultaneous Debate on Motions,OS
2019-02-11-T-015,2019-02-11,15,Precious Stones and Precious Metals (Prevention of Money Laundering and Terrorism Financing) Bill,BP
2019-02-11-T-016,2019-02-11,16,Tobacco (Control of Advertisements and Sale) (Amendment) Bill,BP
2019-02-11-T-017,2019-02-11,17,Traditional Chinese Medicine Practitioners (Amendment) Bill ,BP
2019-02-11-T-018,2019-02-11,18,Adjournment,OS
2019-02-11-T-019,2019-02-11,19,"National Service – Balancing Operational Readiness, Safety and the Will to Fight",OS
2019-02-11-T-020,2019-02-11,20,MUIS' Review of Asatizah Recognition Scheme,WANA
2019-02-11-T-021,2019-02-11,21,Assessment of Singapore Companies' Vulnerability Given China's Weakening Economic Growth,WANA
