topic_id,date,topic_order,title,section_type
2020-02-28-T-001,2020-02-28,1,Plans for Allied Educators in Schools for Learning and Classroom Support,OA
2020-02-28-T-002,2020-02-28,2,Cases of Undeclared Peanut Allergens in Food Products,OA
2020-02-28-T-003,2020-02-28,3,Debate on Annual Budget Statement,OS
2020-02-28-T-004,2020-02-28,4,Commencement Time of Committee of Supply,OS
2020-02-28-T-005,2020-02-28,5,Estimates of Expenditure of Singapore for the Financial Year 1 April 2020 to 31 March 2021,OS
2020-02-28-T-006,2020-02-28,6,Committee of Supply – Head U (Prime Minister's Office),OS
2020-02-28-T-007,2020-02-28,7,Committee of Supply – Head M (Ministry of Finance),OS
2020-02-28-T-008,2020-02-28,8,Committee of Supply – Head B (Attorney-General's Chambers),OS
2020-02-28-T-009,2020-02-28,9,Committee of Supply – Head R (Ministry of Law),OS
2020-02-28-T-010,2020-02-28,10,Committee of Supply Reporting Progress,OS
2020-02-28-T-011,2020-02-28,11,Adjournment,OS
2020-02-28-T-012,2020-02-28,12,"Data on Median and Mean Road Taxes Paid by Owners of Electric, Hybrid and Petrol Cars in Past Three Years",WA
