topic_id,date,topic_order,title,section_type
2014-01-20-T-001,2014-01-20,1,Update on Little India Riot,OA
2014-01-20-T-002,2014-01-20,2,Addressing Foreign Workforce Issues,OA
2014-01-20-T-003,2014-01-20,3,Impact of China's Declaration of Air Defence Identification Zone on Singapore,OA
2014-01-20-T-004,2014-01-20,4,Singapore and ASEAN's Response to Help Victims of Super Typhoon Haiyan,OA
2014-01-20-T-005,2014-01-20,5,Update on Traffic Conditions on Marina Coastal Expressway,OA
2014-01-20-T-006,2014-01-20,6,Exemption on Telemarketing Messages under Do Not Call Regime,OA
2014-01-20-T-007,2014-01-20,7,Criteria for Registration under Broadcasting (Class Licence) Notification Framework,OA
2014-01-20-T-008,2014-01-20,8,Severe Bed Crunch at Hospitals,OA
2014-01-20-T-009,2014-01-20,9,Affordable Premiums for MediShield Plans,OA
2014-01-20-T-010,2014-01-20,10,Student Care Services in Primary Schools,OA
2014-01-20-T-011,2014-01-20,11,Review of Enhancement for Active Seniors Scheme,OA
2014-01-20-T-012,2014-01-20,12,Promotion of Bilingualism in Pre-schools,OA
2014-01-20-T-013,2014-01-20,13,Effectiveness of Six-year Integrated Programme in Schools,OA
2014-01-20-T-014,2014-01-20,14,Impact of Growth of Moneylenders,OA
2014-01-20-T-015,2014-01-20,15,Little India Riot,OS
2014-01-20-T-016,2014-01-20,16,Foreign Worker Management,OS
2014-01-20-T-017,2014-01-20,17,Public Order (Additional Temporary Measures) Bill,BI
2014-01-20-T-018,2014-01-20,18,Singapore Tourism Board (Amendment) Bill,BI
2014-01-20-T-019,2014-01-20,19,Environmental Public Health (Amendment) Bill,BI
2014-01-20-T-020,2014-01-20,20,Land Titles (Amendment) Bill,BI
2014-01-20-T-021,2014-01-20,21,Rapid Transit Systems (Amendment) Bill,BI
2014-01-20-T-022,2014-01-20,22,Air Navigation (Amendment) Bill,BI
2014-01-20-T-023,2014-01-20,23,Singapore Institute of Technology Bill,BI
2014-01-20-T-024,2014-01-20,24,Prisons (Amendment) Bill,BP
2014-01-20-T-025,2014-01-20,25,Adjournment of Debate,OS
2014-01-20-T-026,2014-01-20,26,Employment and Employability of Seniors,OS
