topic_id,date,topic_order,title,section_type
2021-09-13-T-001,2021-09-13,1,Factors Driving Government's Upward Revision of 2021 GDP Growth to 6%-7%,OA
2021-09-13-T-002,2021-09-13,2,Impact on Singapore Due To Change in Government in Malaysia,OA
2021-09-13-T-003,2021-09-13,3,Government's Actions Following Auditor-General's Findings of Document Alterations and Irregularities for FY2020/2021,OA
2021-09-13-T-004,2021-09-13,4,Contract and Payment Lapses Found in Auditor-General's Audits of People's Association for FY2020/2021,OA
2021-09-13-T-005,2021-09-13,5,Erroneous Payments of CPF Housing Grants as Highlighted in Auditor-General's Report for FY2020/2021,OA
2021-09-13-T-006,2021-09-13,6,"Reasons for Merger and Alignment Plans for Yale-NUS College and other NUS Schools, and Impact on Students' Educational Experience",OA
2021-09-13-T-007,2021-09-13,7,Private Security Industry (Amendment) Bill,BI
2021-09-13-T-008,2021-09-13,8,Sedition (Repeal) Bill,BI
2021-09-13-T-009,2021-09-13,9,Foreign Interference (Countermeasures) Bill,BI
2021-09-13-T-010,2021-09-13,10,COVID-19 (Temporary Measures) (Amendment No 4) Bill,BI
2021-09-13-T-011,2021-09-13,11,Coroners (Amendment) Bill,BI
2021-09-13-T-012,2021-09-13,12,Income Tax (Amendment) Bill,BI
2021-09-13-T-013,2021-09-13,13,Simultaneous Debate on Motions,OS
2021-09-13-T-014,2021-09-13,14,Criminal Law (Miscellaneous Amendments) Bill,BP
2021-09-13-T-015,2021-09-13,15,Copyright Bill,BP
2021-09-13-T-016,2021-09-13,16,Environmental Protection and Management (Amendment) Bill,BP
2021-09-13-T-017,2021-09-13,17,Exempted Business,OS
2021-09-13-T-018,2021-09-13,18,Environmental Protection and Management (Amendment) Bill,BP
2021-09-13-T-019,2021-09-13,19,Courts (Civil and Criminal Justice) Reform Bill,BP
2021-09-13-T-020,2021-09-13,20,Adjournment of Debate,OS
2021-09-13-T-021,2021-09-13,21,Adjournment,OS
2021-09-13-T-022,2021-09-13,22,Using Deterrence to Tackle Second-hand Smoke in Homes,OS
