topic_id,date,topic_order,title,section_type
2019-09-04-T-001,2019-09-04,1,Income Criterion for Citizens Seeking Pro-bono Services from Legal Aid Bureau,OA
2019-09-04-T-002,2019-09-04,2,Percentage of Foreigners Working in Online Food Delivery Industry,OA
2019-09-04-T-003,2019-09-04,3,Mandatory Measures to Warn Pedestrians of Approaching Cyclists or PMDs,OA
2019-09-04-T-004,2019-09-04,4,Government Documents Accessible on NAS Archives Online,OA
2019-09-04-T-005,2019-09-04,5,"Measures at Educational Institutions to Detect, Minimise and Combat Bullying Based on Gender Expression",OA
2019-09-04-T-006,2019-09-04,6,Nurturing Local Start-ups and Talent in Electronic Game Development and E-sports,OA
2019-09-04-T-007,2019-09-04,7,"Conditions in Government Contracts that Encourage Environmental, Social and Governance Practices",OA
2019-09-04-T-008,2019-09-04,8,Children and Young Persons (Amendment) Bill,BP
2019-09-04-T-009,2019-09-04,9,Resource Sustainability Bill,BP
2019-09-04-T-010,2019-09-04,10,Visit of Delegation from World Wide Web Foundation,OS
2019-09-04-T-011,2019-09-04,11,Resource Sustainability Bill,BP
2019-09-04-T-012,2019-09-04,12,Adjournment,OS
2019-09-04-T-013,2019-09-04,13,Average Number of Referrals Made by Silver Generation Office to Healthcare and Social Service Providers,WA
2019-09-04-T-014,2019-09-04,14,Basis of Hospital Visitation and Medical Decision-making Rights Extended to Patient's Unmarried Partner,WA
2019-09-04-T-015,2019-09-04,15,Home Visits by Silver General Office Ambassadors,WA
2019-09-04-T-016,2019-09-04,16,Schemes to Ensure Affordable Step-down Care and Nursing Home Facilities for Ageing Population,WA
