topic_id,date,topic_order,title,section_type
2023-04-10-T-001,2023-04-10,1,President's Address,OS
2023-04-10-T-002,2023-04-10,2,Ministry of Health,OS
2023-04-10-T-003,2023-04-10,3,Ministry of National Development,OS
2023-04-10-T-004,2023-04-10,4,Ministry of Social and Family Development,OS
2023-04-10-T-005,2023-04-10,5,Ministry of Education,OS
2023-04-10-T-006,2023-04-10,6,Ministry of Manpower,OS
2023-04-10-T-007,2023-04-10,7,Ministry of Communications and Information,OS
2023-04-10-T-008,2023-04-10,8,Ministry of Trade and Industry,OS
2023-04-10-T-009,2023-04-10,9,Prime Minister's Office (Monetary Authority of Singapore),OS
2023-04-10-T-010,2023-04-10,10,Prime Minister's Office (National Research Foundation),OS
2023-04-10-T-011,2023-04-10,11,Ministry of Defence,OS
2023-04-10-T-012,2023-04-10,12,Ministry of Foreign Affairs,OS
2023-04-10-T-013,2023-04-10,13,Ministry of Home Affairs,OS
2023-04-10-T-014,2023-04-10,14,Ministry of Sustainability and the Environment,OS
2023-04-10-T-015,2023-04-10,15,Ministry of Transport,OS
2023-04-10-T-016,2023-04-10,16,Prime Minister's Office (National Security Coordination Secretariat),OS
2023-04-10-T-017,2023-04-10,17,"Ministry of Culture, Community and Youth",OS
2023-04-10-T-018,2023-04-10,18,Ministry of Finance,OS
2023-04-10-T-019,2023-04-10,19,Ministry of Law,OS
2023-04-10-T-020,2023-04-10,20,Prime Minister's Office (Public Service Division) (Science and Technology Policy and Plans Office),OS
2023-04-10-T-021,2023-04-10,21,Prime Minister's Office (Smart Nation and Digital Government Group),OS
2023-04-10-T-022,2023-04-10,22,Prime Minister's Office (Strategy Group),OS
