topic_id,date,topic_order,title,section_type
2023-01-09-T-001,2023-01-09,1,Changes in Singapore's Measures Given Emergence of New COVID-19 Variants and Easing of China's COVID-19 Restrictions,OA
2023-01-09-T-002,2023-01-09,2,Monitoring of Evolving COVID-19 Situation and Flights Arriving from China at Changi Airport,OA
2023-01-09-T-003,2023-01-09,3,Review of SCDF Training in wake of Recent Passing of NSF Firefighter,OA
2023-01-09-T-004,2023-01-09,4,Work Passes Issued under Manpower for Strategic Economic Priorities Scheme,OA
2023-01-09-T-005,2023-01-09,5,Breaches of HDB's Minimum Occupation Period (MOP) Rule and Steps to Ensure Flats are Owner-occupied during MOP,OA
2023-01-09-T-006,2023-01-09,6,Enforcement against Businesses who Raise Prices Using GST Increase as Excuse,OA
2023-01-09-T-007,2023-01-09,7,"Investigation into Handling and Communicating of Erratum in Recent GCE ""A"" Level Chemistry Examination Paper",OA
2023-01-09-T-008,2023-01-09,8,Singapore's Response to Current Global COVID-19 Situation,OS
2023-01-09-T-009,2023-01-09,9,Safe and Orderly Restoration of Singapore's Air Connectivity,OS
2023-01-09-T-010,2023-01-09,10,Environmental Public Health (Amendment) Bill ,BI
2023-01-09-T-011,2023-01-09,11,"Insolvency, Restructuring and Dissolution (Amendment) Bill ",BP
2023-01-09-T-012,2023-01-09,12,SkillsFuture Singapore Agency (Amendment) Bill,BP
2023-01-09-T-013,2023-01-09,13,Extension of a Sitting,OS
2023-01-09-T-014,2023-01-09,14,Adjournment of Debate,OS
2023-01-09-T-015,2023-01-09,15,Adjournment,OS
2023-01-09-T-016,2023-01-09,16,Selective En bloc Redevelopment Scheme at Ang Mo Kio Avenue 3,OS
2023-01-09-T-017,2023-01-09,17,COVID-19 Vaccination Trends and Rates amongst Youths and Seniors in Singapore,WANA
2023-01-09-T-018,2023-01-09,18,Employee Compensation Trends in Firms that Have Adopted Progressive Wage Model,WANA
2023-01-09-T-019,2023-01-09,19,Adjusting Public Transport Arrangements to Maximise Efficiency as Flexible Work Arrangements Affect Ridership Patterns,WANA
2023-01-09-T-020,2023-01-09,20,"Practice of Applying Bell Curve to Grades Obtained for Subjects in GCE ""O"" and ""A"" Levels Examinations",WANA
2023-01-09-T-021,2023-01-09,21,More Outdoor Learning for Preschoolers by Transforming Design of Physical Premises and Curriculum,WANA
2023-01-09-T-022,2023-01-09,22,Number who Completed Continuing Education and Training Courses in Last Two Years and Median Course Fee Rate,WANA
2023-01-09-T-023,2023-01-09,23,Government's Accounting Practice for Development Expenditure,WANA
2023-01-09-T-024,2023-01-09,24,Correlation between Use of Prefab Technology and Incidence of Water Seepage in HDB Flats,WANA
2023-01-09-T-025,2023-01-09,25,Proposals for Nutrition Labelling for Freshly Prepared Meals and Getting Singaporeans to Exercise More,WANA
2023-01-09-T-026,2023-01-09,26,Tinnitus Cases amongst Senior Singaporeans,WANA
2023-01-09-T-027,2023-01-09,27,CPF Members Whose Savings Are Withdrawn under Residential Properties Scheme for HDB Flat Purchases,WANA
2023-01-09-T-028,2023-01-09,28,Patients Delaying Discharge from Hospitals due to Lack of Suitable Care Arrangements at Home,WANA
2023-01-09-T-029,2023-01-09,29,Investment by Family Offices in Commercial and Residential Property Pre- and Post-COVID-19 Pandemic,WANA
2023-01-09-T-030,2023-01-09,30,Waiting Time from Application to Key Collection for HDB BTO Flats,WANA
2023-01-09-T-031,2023-01-09,31,Prevalence of Road Touting Cases,WANA
2023-01-09-T-032,2023-01-09,32,Population Target Used as Planning Parameter for Infrastructure Projects,WANA
2023-01-09-T-033,2023-01-09,33,"HDB Blocks Found Unsuitable for Lift Upgrading Programme or Where Residents will Incur More Than $100,000 Each for Installation of Direct Lift Access",WANA
2023-01-09-T-034,2023-01-09,34,ASEAN's Approach to Dealing with Political Situation in Myanmar,WANA
2023-01-09-T-035,2023-01-09,35,Number and Operating Hours of Immigration Counters at Woodlands and Tuas Checkpoints,WANA
2023-01-09-T-036,2023-01-09,36,Monitoring of Youth Mental Well-being with Implementation of National Mental Health Policies,WANA
2023-01-09-T-037,2023-01-09,37,Nuclear Energy Options that Do Not Require Domestically Located Reactor,WANA
2023-01-09-T-038,2023-01-09,38,Employment Passes Issued to Non-residents who Secured New Jobs in Third Quarter 2022 and Measures to Encourage Singaporeans to Fill These Roles,WANA
2023-01-09-T-039,2023-01-09,39,Increase in SingPost Postage and Delivery Service Rates,WANA
2023-01-09-T-040,2023-01-09,40,Extension of Rental Flats for Applicants under Parenthood Provisional Housing Scheme to Those who Have Not Been Successful in Booking a Flat,WANA
2023-01-09-T-041,2023-01-09,41,First-time Buyers' Chances of Securing HDB BTO Flats,WANA
2023-01-09-T-042,2023-01-09,42,Measures against Errant and Illegal Pet Sellers,WANA
2023-01-09-T-043,2023-01-09,43,Possibility of Land between TPE and Fernvale Street to be Used for New HDB BTO Flats,WANA
2023-01-09-T-044,2023-01-09,44,Specific Actions to Expand Primary Care Network as Part of Healthier SG Strategy,WANA
2023-01-09-T-045,2023-01-09,45,Interim Accommodation for Applicants of HDB BTO Flats under Parenthood Provisional Housing Scheme whose Flats Are Delayed,WANA
2023-01-09-T-046,2023-01-09,46,Post COVID-19 Resumption of Building of New Mosques,WANA
2023-01-09-T-047,2023-01-09,47,Automatic Extension of Start-Up Grant for Preschoolers to Families on ComCare Short-to-Medium-Term Assistance or Long-Term-Assistance,WANA
2023-01-09-T-048,2023-01-09,48,Effectiveness of Scale-up SG Scheme in Accelerating Growth of High-potential Local Companies,WANA
2023-01-09-T-049,2023-01-09,49,Audits on Transit Link to Ensure Transport Fares are Charged According to Public Transport Council-approved Fares,WANA
2023-01-09-T-050,2023-01-09,50,"Child Protection Services Cases Reported by Victims, Family Members, Members of the Public and Community Partners",WANA
2023-01-09-T-051,2023-01-09,51,Review of National Biodiversity Strategies and Action Plans,WANA
2023-01-09-T-052,2023-01-09,52,Review of Eligibility Income Threshold for MUIS' Financial Assistance Scheme,WANA
2023-01-09-T-053,2023-01-09,53,Climate Action Tracker's Assessment of Singapore's Climate Targets and Policies,WANA
2023-01-09-T-054,2023-01-09,54,Reports of Queue-jumping Bot Services to Secure Driving Simulator Booking Slots at Driving Schools,WANA
2023-01-09-T-055,2023-01-09,55,Government Scholarships for Encouraging Students to Work with Local SMEs,WANA
2023-01-09-T-056,2023-01-09,56,Standard Definition of Excessive Noise to Keep Noise in HDB Blocks within Acceptable Level,WANA
2023-01-09-T-057,2023-01-09,57,Measures to Improve Sustainability Efforts and Reduce Carbon Footprint in Industrial Sector,WANA
2023-01-09-T-058,2023-01-09,58,Keeping Food Prices Affordable,WANA
