topic_id,date,topic_order,title,section_type
2021-02-16-T-001,2021-02-16,1,Increase in and Safeguarding against Securities Trading Fueled by Online Discussions and Social Media Chat Groups,OA
2021-02-16-T-002,2021-02-16,2,Further Safeguards Following Investigation into Recent Detention of 16-year-old Self-radicalised Singaporean,OA
2021-02-16-T-003,2021-02-16,3,Requests for Consular Assistance from Singaporeans in Myanmar Following Military Coup,OA
2021-02-16-T-004,2021-02-16,4,Assessment Criteria in Granting Approval to Organise In-Person Global Conferences Amidst COVID-19 Pandemic,OA
2021-02-16-T-005,2021-02-16,5,Measures to Prevent World Economic Forum’s Special Annual Meeting In Singapore from Becoming Super Spreader Event,OA
2021-02-16-T-006,2021-02-16,6,Percentage of Confirmed COVID-19 Cases for Each Country in Relation to Total Arrivals from Those Countries,OA
2021-02-16-T-007,2021-02-16,7,Borders Kept Open for Travellers from India and Indonesia Despite Large Number of Imported COVID-19 Cases from These Countries,OA
2021-02-16-T-008,2021-02-16,8,Singaporeans and Permanent Residents who have Appealed for Their Foreigner Relatives to Enter Singapore Since Circuit Breaker,OA
2021-02-16-T-009,2021-02-16,9,Singaporeans and PRs who have Applied for Foreign Domestic Workers to Enter Singapore and for Waiver of Their Stay-Home Notice Dedicated Facility Accommodation Cost,OA
2021-02-16-T-010,2021-02-16,10,Reports of Unauthorised Online Banking Transactions and Proportion that Involves Suspected Mobile Device Hacking,OA
2021-02-16-T-011,2021-02-16,11,Financial Support Schemes for Working Care-givers of Cancer Patients,OA
2021-02-16-T-012,2021-02-16,12,Suicide Trends amongst Seniors and Enhancing Support for Them,OA
2021-02-16-T-013,2021-02-16,13,Annual Budget Statement,OS
2021-02-16-T-014,2021-02-16,14,Adjournment,OS
2021-02-16-T-015,2021-02-16,15,Firms Identified as Anchor or Queen Bee Companies and Benefits Brought to SMEs and Individuals,WANA
2021-02-16-T-016,2021-02-16,16,Numbers of Borrowers who Applied for Relief from Loan Obligations due to COVID-19 Disruptions and Borrowers with Problems Transitioning Back to Full Loan Repayment,WANA
2021-02-16-T-017,2021-02-16,17,Employers' Obligation to Provide Sufficient Masks to Their Migrant Worker Employees,WANA
2021-02-16-T-018,2021-02-16,18,Guidelines for Anti-social Behaviour among Neighbours Given Increase in Cases Filed at Community Disputes Resolution Tribunal,WANA
2021-02-16-T-019,2021-02-16,19,Number and Profile of Intra-corporate Transferees and Family Members Working in Singapore,WANA
2021-02-16-T-020,2021-02-16,20,Reviewing HDB's Home Sales Programme to Shorten Waiting Time and Better Match Home Buyers’ Needs and Preferences,WANA
2021-02-16-T-021,2021-02-16,21,Complaints about and Methods to Curb Crow Populations,WANA
2021-02-16-T-022,2021-02-16,22,Complaints of and Measures to Curb Bird Nuisance at Hawker Centres,WANA
2021-02-16-T-023,2021-02-16,23,Economic Agencies' Targets for Promotion of Green Businesses in Singapore,WANA
2021-02-16-T-024,2021-02-16,24,Speeding up COVID-19 Vaccination and Update on Vaccination for Healthcare Workers,WANA
2021-02-16-T-025,2021-02-16,25,Over-the-counter COVID-19 Diagnostic Test Kits,WANA
2021-02-16-T-026,2021-02-16,26,Cancellation or Renewal of Construction Sector Work Permits Close to Expiry Dates in Second Half of 2020,WANA
2021-02-16-T-027,2021-02-16,27,Impact of Unhealthy Ageing on Medical Inflation,WANA
2021-02-16-T-028,2021-02-16,28,Steps to Bring Down Number of New Drug Abusers Arrested,WANA
2021-02-16-T-029,2021-02-16,29,Number and Percentage of Active and Inactive CPF Members who have Met Different Retirement Sums Upon Turning 55,WANA
2021-02-16-T-030,2021-02-16,30,Take-up Rate of National Adult Immunisation Schedule in 2020,WANA
2021-02-16-T-031,2021-02-16,31,Average Life Expectancy and Prevalence of Chronic Illnesses Amongst Different Groups of Singaporeans,WANA
2021-02-16-T-032,2021-02-16,32,Support for Youths Working in Unskilled Gig Economy,WANA
2021-02-16-T-033,2021-02-16,33,Product Labelling on Packaged Food with Meat from Animals that have Consumed Ractopamine in Their Feed,WANA
2021-02-16-T-034,2021-02-16,34,Forensic Tests on Faulty Trip Coils that led to MRT Disruption of 14 October 2020,WANA
2021-02-16-T-035,2021-02-16,35,Performance Grades Received by Teachers in Different Age Groups and Impact on Promotion Prospects,WANA
2021-02-16-T-036,2021-02-16,36,Availability of Government-initiated Studies Conducted on Socio-economic Impact of Climate Change in Singapore for Next Five Years and Beyond,WA
2021-02-16-T-037,2021-02-16,37,ASEAN Member States' Position on Military Coup in Myanmar in February 2021,WA
2021-02-16-T-038,2021-02-16,38,Impact of Coup in Myanmar on Repatriation of Rohingya Refugees and Future Peace and Security in Rakhine State,WA
2021-02-16-T-039,2021-02-16,39,Plans to Extend Scamalert.sg Service to WhatsApp and Telegram for Better Outreach to Seniors,WA
2021-02-16-T-040,2021-02-16,40,"Breakdown of Scam Cases Reported in 2020, Losses Successfully Recovered and Age Profile of Victims",WA
2021-02-16-T-041,2021-02-16,41,Update on Investigation of Chairman and Management of Swiber Holdings and Its Related Companies,WA
2021-02-16-T-042,2021-02-16,42,Educating Public to Identify Self-radicalised Individuals to Prevent Terror Attacks,WA
2021-02-16-T-043,2021-02-16,43,Monthly Number of Visitor Arrivals into Singapore via Reciprocal Green Lane Scheme and Family Ties Scheme,WA
2021-02-16-T-044,2021-02-16,44,Update on Singapore Convention on Mediation and Plans to Promote Singapore as An International Dispute Resolution Hub,WA
2021-02-16-T-045,2021-02-16,45,Cycles of In-vitro Fertilisation Required for Successful Pregnancy,WA
2021-02-16-T-046,2021-02-16,46,Conducting Emergency and Critical Medical Evaluation and Diagnostic Tests during Weekends and Public Holidays and Instituting Baseline Level of Diagnostic Capacity,WA
2021-02-16-T-047,2021-02-16,47,Access to Computers or Smart Devices for Jobseekers without such Devices to Update and Edit Personal Curriculum Vitae and Resumes,WA
2021-02-16-T-048,2021-02-16,48,Provision of Smoking Cabins or Rooms at HDB Void Decks for Smokers and Measures Taken to Reduce Incidences of Second-hand Smoke in HDB Flats,WA
2021-02-16-T-049,2021-02-16,49,Update on Efficacy of Commingled Collection System of Recyclable Waste from Blue Recycling Bins Provided at HDB Estates,WA
2021-02-16-T-050,2021-02-16,50,Expected Structural Changes to Hospitality Sector over Near to Medium Term and Expected Impact on Skills and Workforce,WA
2021-02-16-T-051,2021-02-16,51,Additional Primary and Secondary School in Fernvale Constituency,WA
2021-02-16-T-052,2021-02-16,52,Increasing Number of Classes and Teaching Staff of Existing Primary Schools for 2022 Primary 1 Registration Exercise,WA
2021-02-16-T-053,2021-02-16,53,Building Another Primary School in Brickland Constituency,WA
2021-02-16-T-054,2021-02-16,54,Financial Assistance for Students Preparing for National Examinations as Private Candidates,WA
2021-02-16-T-055,2021-02-16,55,National Study on Root Causes and Extent of Sexual Exploitation and Abuse of Children for Design of Corrective Policies and Programmes,WA
2021-02-16-T-056,2021-02-16,56,Frequency of Random Sampling or Unannounced Periodic Inspections and Monitoring of Compliance with MUIS' Halal Certification,WA
2021-02-16-T-057,2021-02-16,57,"Number of Resident and Singaporean Workers Classified as Managers and Executives with Not More Than $2,600, $2,800 and $3,000 Basic Monthly Salary",WA
2021-02-16-T-058,2021-02-16,58,"Definition of Green Space and Current Public Green Space in Square Metres per 1,000 People, Excluding Golf Courses",WA
2021-02-16-T-059,2021-02-16,59,Breakdown on Number of Households by HDB Flat Type Participating in Lease Buyback Scheme in 2019 and 2020,WA
2021-02-16-T-060,2021-02-16,60,Trends of Property Prices in 2020 for HDB Flats and Various Types of Private Housing,WA
2021-02-16-T-061,2021-02-16,61,Redevelopment Plans for Cemetery Areas around Bukit Brown in Next 10 to 15 Years,WA
