topic_id,date,topic_order,title,section_type
2022-08-01-T-001,2022-08-01,1,Membership in Public Petition Committee,OS
2022-08-01-T-002,2022-08-01,2,Petition,OS
2022-08-01-T-003,2022-08-01,3,Actions Taken by SkillsFuture Singapore in light of Lapses in Disbursement of Grants,OA
2022-08-01-T-004,2022-08-01,4,Causes of Time Lags in Data Used to Determine Eligibility for GSTV – U-Save Rebates,OA
2022-08-01-T-005,2022-08-01,5,Impact of Monetary Authority of Singapore's $7.4 Billion Loss on Government Budget,OA
2022-08-01-T-006,2022-08-01,6,Update on COVID-19 Situation and Measures Given Emergence of New Variants,OA
2022-08-01-T-007,2022-08-01,7,Evidence of Community Spread of Local Monkeypox Cases and Vaccines to Protect Vulnerable Groups,OA
2022-08-01-T-008,2022-08-01,8,Reviewing Qualifying Criteria So That Silver Support Scheme Benefits More Needy Seniors,OA
2022-08-01-T-009,2022-08-01,9,Unlocking the Sports Hub's Full Potential for Singapore,OS
2022-08-01-T-010,2022-08-01,10,Debt Collection Bill,BI
2022-08-01-T-011,2022-08-01,11,Registration of Criminals (Amendment) Bill,BI
2022-08-01-T-012,2022-08-01,12,Singapore Tourism Board (Amendment) Bill,BI
2022-08-01-T-013,2022-08-01,13,Public Defenders Bill,BP
2022-08-01-T-014,2022-08-01,14,Exempted Business,OS
2022-08-01-T-015,2022-08-01,15,Public Defenders Bill ,BP
2022-08-01-T-016,2022-08-01,16,Adjournment,OS
2022-08-01-T-017,2022-08-01,17,Keeping our Workers and Workplaces Safe,OS
2022-08-01-T-018,2022-08-01,18,Enhancing Workplace Safety and Health of Food Delivery Riders,WANA
2022-08-01-T-019,2022-08-01,19,Ensuring Adequate Rest for Nurses,WANA
2022-08-01-T-020,2022-08-01,20,SMEs that Have Benefited from Green Financing Scheme,WANA
2022-08-01-T-021,2022-08-01,21,Difference in Rates of Increase in Consumer Price Index and in Cost of Living,WANA
2022-08-01-T-022,2022-08-01,22,Comparing Inflation for Essential Items in Singapore with That in Other Developed Countries,WANA
2022-08-01-T-023,2022-08-01,23,SMEs' Adoption of Sustainability Practices,WANA
2022-08-01-T-024,2022-08-01,24,Energy Supply Situation in Singapore Given Global Competition for Liquefied Natural Gas Supply,WANA
2022-08-01-T-025,2022-08-01,25,Long-term Strategy in Managing Wildlife Populations and Incursions by Wildlife into Urban Space,WANA
2022-08-01-T-026,2022-08-01,26,Efforts to Support Students and Staff After Alleged Murder in River Valley High School,WANA
2022-08-01-T-027,2022-08-01,27,Proposal to Regulate or Ban Display of LED Wreaths and Similar Items at Funerals,WANA
2022-08-01-T-028,2022-08-01,28,Impact of COVID-19 Pandemic on Social Capital of Less Well-off and Steps to Strengthen Access to Social Networks,WANA
2022-08-01-T-029,2022-08-01,29,Success Rate for BTO Applications and Projected Number of BTO Flats Coming Onstream in Sengkang and Punggol,WANA
2022-08-01-T-030,2022-08-01,30,"Ensuring Objective, Evidence-based and Non-discriminatory Sexuality Education in Schools",WANA
2022-08-01-T-031,2022-08-01,31,Distribution of Mosquito Repellent to Encourage More Frequent Use,WANA
2022-08-01-T-032,2022-08-01,32,Confidentiality Maintained by School Counsellors for Students They Counsel,WANA
2022-08-01-T-033,2022-08-01,33,"""Live"" Broadcast of English Premier League Matches Under IMDA's Crosscarriage Framework",WANA
2022-08-01-T-034,2022-08-01,34,Use of Per Capita Annual Value of Homes as Basis for Assistance Packages to Offset Cost of Living,WANA
2022-08-01-T-035,2022-08-01,35,"Review of Taxation Policy on Gains from Exercise of Share Options, Given Downturn in Startup and Technology Sectors",WANA
2022-08-01-T-036,2022-08-01,36,Outcome-based Considerations in Awarding Criteria in Government Procurement Processes,WANA
2022-08-01-T-037,2022-08-01,37,Preventing Incidents between Cyclists and Pedestrians with Increased Cycling Within Towns,WANA
2022-08-01-T-038,2022-08-01,38,Impact of Higher ERP Rates on Traffic Volumes,WANA
2022-08-01-T-039,2022-08-01,39,"Privileges, Immunities and Hospitality Accorded to Former Heads of State or Heads of Government Visiting or Transiting Through Singapore",WANA
2022-08-01-T-040,2022-08-01,40,Impact of Long Working Hours of Junior Doctors' Training on Patient and Doctor Safety,WANA
2022-08-01-T-041,2022-08-01,41,Prevalence of Sudden Cardiac Arrest in General Population and Public Education Programmes on Spotting Signs and Symptoms,WANA
2022-08-01-T-042,2022-08-01,42,Plans to Engage and Involve Traditional Chinese Medicine Practitioners under Healthier SG Initiative,WANA
2022-08-01-T-043,2022-08-01,43,Policy on Allowing Foreigners Wanted By Their Governments to Transit or Enter Singapore Temporarily,WANA
2022-08-01-T-044,2022-08-01,44,Recourse for HDB Flat Lessees Given Misrepresentations by Home Improvement Programme Contractors,WANA
2022-08-01-T-045,2022-08-01,45,Actions against Contractors who Illegally Dump Renovation Debris at Common Areas of HDB Flats,WANA
2022-08-01-T-046,2022-08-01,46,Number of Owners Having Breached Terms and Conditions for Renting Out Rooms in HDB Flats,WANA
2022-08-01-T-047,2022-08-01,47,Applications for HDB Loan Eligibility Letter by Singapore Citizens with Spouses on Long-Term Visit Passes,WANA
2022-08-01-T-048,2022-08-01,48,Release of Race-based and/or Community-based Data to Members of Parliament,WANA
2022-08-01-T-049,2022-08-01,49,Replacement Sites for Lim Chu Kang Farms,WANA
2022-08-01-T-050,2022-08-01,50,Wrongful Dismissal Claims and Salary Disputes Pertaining to PMETs and Number of Cases Successfully Prosecuted,WANA
2022-08-01-T-051,2022-08-01,51,Correlation between Parents' Socioeconomic Status and Take-up of Maternity and Paternity Leave,WANA
2022-08-01-T-052,2022-08-01,52,Eligible Children whose Parents Have Not Enrolled Them in KidSTART Programme,WANA
2022-08-01-T-053,2022-08-01,53,Absenteeism Rate of Preschool Children in Bottom 20% of Socioeconomic Groups by Age and Ethnicity,WANA
2022-08-01-T-054,2022-08-01,54,Measures to Safeguard Biodiversity and Natural Hydrology in Choa Chu Kang Waterworks Area,WANA
2022-08-01-T-055,2022-08-01,55,Waiver of Admission Fees to Local Places of Interest to Encourage More Family Outings during Year of Celebrating SG Families,WANA
2022-08-01-T-056,2022-08-01,56,Students Unsuccessful in Getting into School of Choice in Secondary School Posting Process,WANA
2022-08-01-T-057,2022-08-01,57,Competition Commission's Review of Alleged Anti-competitive Behaviour by Fuel Retailers in First Half of 2022,WANA
2022-08-01-T-058,2022-08-01,58,New Guidelines for Future Public-private partnership Projects Given Termination of Singapore Sports Hub Partnership Agreement,WANA
2022-08-01-T-059,2022-08-01,59,Reasons for Recent Booking Difficulties and Price Surges for Private Hire Vehicles,WANA
2022-08-01-T-060,2022-08-01,60,Exclusive Motorcycle Lane on Expressways Given High Casualty Rate amongst Motorcyclists,WANA
2022-08-01-T-061,2022-08-01,61,Covered Walkways for Residents Who Live Within 800-metre Radius of MRT Stations,WANA
2022-08-01-T-062,2022-08-01,62,Guidelines on Rental Rates for Vehicles Hired for Driving Trades,WANA
2022-08-01-T-063,2022-08-01,63,Managing Traffic and Parking in and Around Sports Hub to Prevent Massive Traffic Congestion or Illegal Parking During Major Events,WANA
2022-08-01-T-064,2022-08-01,64,Singaporeans' Exposure to Recent Collapse TerraUSD Stablecoin and Luna Tokens,WA
2022-08-01-T-065,2022-08-01,65,Review of Civil Service Salary Structure,WA
2022-08-01-T-066,2022-08-01,66,Eligible Voters Among Singaporeans Residing Overseas,WA
2022-08-01-T-067,2022-08-01,67,Licences Awarded to Digital Payment Token Service Providers and Plans to Promote Singapore as Cryptocurrency Hub,WA
2022-08-01-T-068,2022-08-01,68,Results of Review Arising from Phishing Scam on OCBC Customers,WA
2022-08-01-T-069,2022-08-01,69,Including Recognition of Reports by Accredited Chartered Valuers and Appraisers Under Appraisers Act 1906,WA
2022-08-01-T-070,2022-08-01,70,Number of Singaporeans Who Received GST Vouchers in 2021 but Not 2022,WA
2022-08-01-T-071,2022-08-01,71,Male Children of New Citizens Who Did Not Serve National Service Subsequently,WA
2022-08-01-T-072,2022-08-01,72,Provision of Further Clarity on National Service Enlistment Dates,WA
2022-08-01-T-073,2022-08-01,73,Non-Warrant Officer Regular Specialists Who Retired by Age 50 and Top Five Jobs Taken Up After Retirement,WA
2022-08-01-T-074,2022-08-01,74,Preventive Drug Education for Youths Travelling Overseas Given Legalisation of Cannabis Trade in Thailand,WA
2022-08-01-T-075,2022-08-01,75,Education and Reskilling Programmes for Prisoners,WA
2022-08-01-T-076,2022-08-01,76,Number of Prisoners Who Passed Away Due to Old Age and Offences Committed,WA
2022-08-01-T-077,2022-08-01,77,Measures to Prevent Access to Websites on How to Make Dangerous Weapons,WA
2022-08-01-T-078,2022-08-01,78,Countering Dangers of Indoctrination Via Social Media Targeted at Vulnerable Groups and Youths,WA
2022-08-01-T-079,2022-08-01,79,Home Team Science and Technology Agency and Anti-Scam Centre's Success in Deterring Scammers and Recovering of Monies,WA
2022-08-01-T-080,2022-08-01,80,Organisations Partnering Anti-Scam Command in Raising Awareness on Scams,WA
2022-08-01-T-081,2022-08-01,81,Employees of Major Banks Co-located at Government's Anti-Scam Centre,WA
2022-08-01-T-082,2022-08-01,82,Strengthening Oversight of Project Consultants Assessing Cost Reasonableness of Contract Variations,WA
2022-08-01-T-083,2022-08-01,83,Joint Efforts to Detect and Prevent Advertisement of Controlled Substances in Closed Social Networks,WA
2022-08-01-T-084,2022-08-01,84,Personal Mobility Device-related Fires in HDB Blocks,WA
2022-08-01-T-085,2022-08-01,85,Gender and Age Breakdown of New Citizens at Point of Obtaining Citizenship Each Year Since 2000,WA
2022-08-01-T-086,2022-08-01,86,New Citizens Renouncing Singapore Citizenship and Permanent Residents Renouncing PR Status,WA
2022-08-01-T-087,2022-08-01,87,Due Diligence and Credit Checks for Foreign Domestic Workers Taking Loans from Moneylenders,WA
2022-08-01-T-088,2022-08-01,88,Rental Cost as Percentage of Total Business Cost in Retail Sector,WA
2022-08-01-T-089,2022-08-01,89,Rental Costs as Percentage of Total Business Costs for Food Establishments,WA
2022-08-01-T-090,2022-08-01,90,Average Annual Rate of Increase in Rent for Food Establishments from 2000 to 2019,WA
2022-08-01-T-091,2022-08-01,91,Profiles of Licensed Electrical Workers as of June 2022,WA
2022-08-01-T-092,2022-08-01,92,Profiles of Licensed Gas Service Workers,WA
2022-08-01-T-093,2022-08-01,93,Information on Existing Pick-up and Drop-off Points in Public Areas and Government and Commercial Buildings,WA
2022-08-01-T-094,2022-08-01,94,Effectiveness of Noise Barriers Installed Along MRT Tracks,WA
2022-08-01-T-095,2022-08-01,95,Risks of Electric Vehicles Catching Fire and Training of First Responders to Handle Such Fires,WA
2022-08-01-T-096,2022-08-01,96,Enabling Less Visually Impaired Commuters Not Technologically Savvy to Travel More Independently,WA
2022-08-01-T-097,2022-08-01,97,"Ratio of Successful to Unsuccessful Tenderers for Cooked Food Hawker Stalls in Toa Payoh, and Mean Bid Prices",WA
2022-08-01-T-098,2022-08-01,98,Hawker Stalls Left Empty in Last Three Years,WA
2022-08-01-T-099,2022-08-01,99,Efficacy of Anti-Aedes Mosquito Paint and Plans to Encourage Its Use for Buildings,WA
2022-08-01-T-100,2022-08-01,100,Percentage of Freshwater Bodies Open to Public for Recreation and Plans to Increase Access,WA
2022-08-01-T-101,2022-08-01,101,Profiles of Licensed Plumbers,WA
2022-08-01-T-102,2022-08-01,102,Efforts to Tackle Solar Panel Waste and Solar Panel Recycling,WA
2022-08-01-T-103,2022-08-01,103,Class Size of Students Enrolled in TRANsition Support for InTegration Programme and Teachers Deployed Per Class,WA
2022-08-01-T-104,2022-08-01,104,Option for Parents to Register Interest in Multiple Schools in Single Application for Primary 1 Registration,WA
2022-08-01-T-105,2022-08-01,105,Removal of Punitive Implications for Teachers Receiving Lower Grades Under Performance Management System of Stacked Ranking,WA
2022-08-01-T-106,2022-08-01,106,Strengthening Students' Mental Well-being and Mental Health Literacy Through Refreshed Character and Citizenship Education Curriculum,WA
2022-08-01-T-107,2022-08-01,107,Number of Students Who Have Received Counselling on Mental Health-related Issues,WA
2022-08-01-T-108,2022-08-01,108,Number of Fraud Cases and Amount Defrauded Since Inception of SkillsFuture Programmes,WA
2022-08-01-T-109,2022-08-01,109,Local Researchers and Experts Employed by NUS Infant and Child Language Centre to Conduct R&D Programmes for Malay and Tamil Languages,WA
2022-08-01-T-110,2022-08-01,110,Independent Investigation and Review of Hiring Practices of Professors at Autonomous Universities,WA
2022-08-01-T-111,2022-08-01,111,Securing Sessions with Counsellors or Trained Professionals Beyond Phone Hotlines and Online Counselling Services,WA
2022-08-01-T-112,2022-08-01,112,Applications for Infant Care and Childcare Subsidies Under Special Approval Framework,WA
2022-08-01-T-113,2022-08-01,113,Factors Determining Duration of ComCare Assistance Offered to Residents in Need,WA
2022-08-01-T-114,2022-08-01,114,Extension of Services of Office of Public Guardian to Vulnerable Individuals,WA
2022-08-01-T-115,2022-08-01,115,Number of Singaporeans Required to Top-up Cash for Medical Expenses After Reaching MediSave Withdrawal Limit,WA
2022-08-01-T-116,2022-08-01,116,Resignations of Local and Foreign Nurses from Restructured Hospitals in Past Five Years,WA
2022-08-01-T-117,2022-08-01,117,Efficacy of COVID-19 Vaccines and Protocol for Treatment of Children Under Age of 12,WA
2022-08-01-T-118,2022-08-01,118,"Cases Managed by Community Resource, Engagement and Support Teams and Community Intervention Teams",WA
2022-08-01-T-119,2022-08-01,119,Assessment of Osteopathic Medicine as Treatment Option for Musculoskeletal Problems and Overall Health,WA
2022-08-01-T-120,2022-08-01,120,Outcome of Pilot WHEELS Programme Providing Wheelchair Servicing at Selected Senior Activity Centres,WA
2022-08-01-T-121,2022-08-01,121,Enhancements to Seniors' Mobility and Enabling Fund to Include Mid-life Servicing Costs for Devices,WA
2022-08-01-T-122,2022-08-01,122,Number of Malay Households Attaining Home Ownership under Project Dian@M³ Since Its Inception,WA
2022-08-01-T-123,2022-08-01,123,"Malay Households Owning HDB Flats, Relinquishing Ownership and Applying for and Living in 1- and 2-Room Rental Flats in 2021 and 2022",WA
2022-08-01-T-124,2022-08-01,124,Feedback Received on Nuisances Caused by Crows and Pigeons and Effectiveness of Measures Taken,WA
2022-08-01-T-125,2022-08-01,125,Waiver of Resale Levies on Flats Acquired under Selective En-Bloc Redevelopment Scheme,WA
2022-08-01-T-126,2022-08-01,126,Income Criteria For Assessing HDB Housing Loan Applications Under Non-Citizen Spouse Scheme,WA
2022-08-01-T-127,2022-08-01,127,Additional Ballot Chances for Applicants with More Than Five Unsuccessful Attempts to Buy HDB BTO or Sale of Balance Flats in Non-mature Estates,WA
2022-08-01-T-128,2022-08-01,128,Blocking Unsolicited Messages on Unlicensed Loans and Illegal Gambling Websites,WA
2022-08-01-T-129,2022-08-01,129,"Statistics on 2022 CDC Vouchers Claimed, Redeemed and Utilised and Measures to Benefit Specific Businesses or Segments of Singaporeans",WA
2022-08-01-T-130,2022-08-01,130,Sports Facilities at Proposed Housing Development cum Sports Centre Site at Farrer Park,WA
2022-08-01-T-131,2022-08-01,131,Trends in Inflow and Outflow of Migrant Construction Workers Since Easing of COVID-19 Border Restrictions,WA
2022-08-01-T-132,2022-08-01,132,Percentage of Self-employed Persons Not Meeting MediSave Contribution Obligations in Full,WA
2022-08-01-T-133,2022-08-01,133,Collection of Data on Real Wage Growth by Age Group,WA
2022-08-01-T-134,2022-08-01,134,Number of Workers Unable to Meet CPF Basic Retirement Sum and Forecasted Numbers in Next 10 to 20 Years,WA
2022-08-01-T-135,2022-08-01,135,Preventing Fall-from-height Fatalities at Workplace,WA
