topic_id,date,topic_order,title,section_type
2020-10-06-T-001,2020-10-06,1,Impact of COVID-19 on Foreign Students Who Need to Serve Out Their Tuition Bonds,OA
2020-10-06-T-002,2020-10-06,2,Plans to Help Aviation Sector Recover from COVID-19 Impact,OA
2020-10-06-T-003,2020-10-06,3,Implications of Converting Johor Bahru-Singapore Rapid Transit into Light Rail Transit,OA
2020-10-06-T-004,2020-10-06,4,Impact of COVID-19 Pandemic on SAF Operations and Training,OA
2020-10-06-T-005,2020-10-06,5,Expand Powers under Mental Health Act to Allow for Intervention when Relatives Do Not Allow Patients To Receive Treatment,OA
2020-10-06-T-006,2020-10-06,6,Support for Workers Suffering from Workplace-Related Mental Health Issues,OA
2020-10-06-T-007,2020-10-06,7,Measures to Tackle Scam Crimes,OA
2020-10-06-T-008,2020-10-06,8,Proposal to Conduct Skills Test in Singapore for Foreign Workers for Construction Sector,OA
2020-10-06-T-009,2020-10-06,9,Complaints of Defects in New HDB BTO Flats,OA
2020-10-06-T-010,2020-10-06,10,Attention to Employment Prospects for Persons with Special Needs amidst COVID-19 Pandemic,OA
2020-10-06-T-011,2020-10-06,11,Profile of Employees Retrenched due to COVID-19 Pandemic,OA
2020-10-06-T-012,2020-10-06,12,Aviation Recovery,OS
2020-10-06-T-013,2020-10-06,13,Goods and Services Tax (Amendment) Bill,BI
2020-10-06-T-014,2020-10-06,14,Time Limit for Minister's Speech,OS
2020-10-06-T-015,2020-10-06,15,Civil Law (Amendment) Bill,BP
2020-10-06-T-016,2020-10-06,16,Medical Registration (Amendment) Bill,BP
2020-10-06-T-017,2020-10-06,17,Exempted Business,OS
2020-10-06-T-018,2020-10-06,18,Housing and Development Board (Amendment) Bill,BP
2020-10-06-T-019,2020-10-06,19,Adjournment,OS
2020-10-06-T-020,2020-10-06,20,Increasing Support for the Sustenance of Livelihoods amongst Performing Arts Workers,OS
2020-10-06-T-021,2020-10-06,21,Flexibility in Administering COVID-19 Relief Schemes for Residents in Landed Property and Those with Chronic Health Conditions,WANA
2020-10-06-T-022,2020-10-06,22,Help for Small F&B Outlets to Implement Safe Distancing Measures,WANA
2020-10-06-T-023,2020-10-06,23,Disamenities and Inconveniences Caused by Placement of Safe Distancing Barricades at Public Places,WANA
2020-10-06-T-024,2020-10-06,24,Encouraging Singaporeans to Apply for Lasting Powers of Attorney,WANA
2020-10-06-T-025,2020-10-06,25,Proposal for Extra Childcare Leave for Parents of Differently Abled Children,WANA
2020-10-06-T-026,2020-10-06,26,Abuse of Jobs Support Scheme,WANA
2020-10-06-T-027,2020-10-06,27,Demand for HDB Flats by Flat Type,WANA
2020-10-06-T-028,2020-10-06,28,Causes of Overcrowding in Some HDB Rental Flats,WANA
2020-10-06-T-029,2020-10-06,29,Risk of Medication Errors Due to Similar Drug Packaging,WANA
2020-10-06-T-030,2020-10-06,30,Reviewing Healthcare Services Support Schemes for Healthcare Inflation,WANA
2020-10-06-T-031,2020-10-06,31,Number of Appeals Received from HDB Flat Owners for Waiver of Ethnic Integration Policy,WANA
2020-10-06-T-032,2020-10-06,32,Unsold Units in HDB's Sale of Balance Flats and Open Booking Exercises,WANA
2020-10-06-T-033,2020-10-06,33,Facilitate Renewal of Foreign Manpower for Construction Sector Post-COVID-19,WANA
2020-10-06-T-034,2020-10-06,34,Help for Contractors Faced With Dormitory Constraints or Higher Temporary Living Quarter Costs,WANA
2020-10-06-T-035,2020-10-06,35,Number of Accidents Caused by Leisure Riders Versus Delivery Riders,WANA
2020-10-06-T-036,2020-10-06,36,Number of Domestic Abuse Cases Since Start of Circuit Breaker Period,WANA
2020-10-06-T-037,2020-10-06,37,Number of Infant and Childcare Places and Number of Citizens Born in Last Five Years,WANA
2020-10-06-T-038,2020-10-06,38,Number of Persons in Different Age Groups Who Have Received Workfare Income Supplement Payouts,WANA
2020-10-06-T-039,2020-10-06,39,Legislation to Support Requests for Work-from-Home Arrangements,WANA
2020-10-06-T-040,2020-10-06,40,Proposal for Guidelines on Euthanasia of Healthy Pets,WANA
2020-10-06-T-041,2020-10-06,41,Call to Re-instate Percentage Share of COEs for Motorcycles,WANA
2020-10-06-T-042,2020-10-06,42,Incentivising Public Transport Operators to Reduce Carbon Dioxide Emissions,WANA
2020-10-06-T-043,2020-10-06,43,Consumer Protection from Rogue Hair Salons Engaging in Pressure Sales Tactics,WANA
2020-10-06-T-044,2020-10-06,44,Selective Weekend Entry Restrictions Imposed on Lucky Plaza and Peninsula Plaza,WANA
2020-10-06-T-045,2020-10-06,45,Transfer of SkillsFuture Credits between Family Members,WANA
2020-10-06-T-046,2020-10-06,46,Second Environmental Impact Assessment on Bukit Batok Hillside Park Development Project,WANA
2020-10-06-T-047,2020-10-06,47,Take-up Rate of Lift Access Housing Grant,WANA
2020-10-06-T-048,2020-10-06,48,Proposal for Public Defender Scheme for Vulnerable Persons,WANA
2020-10-06-T-049,2020-10-06,49,Progress Made by Singapore Banks to Combat Money Laundering in Past 10 Years,WANA
2020-10-06-T-050,2020-10-06,50,Proposal for Sheltered Walkway on Singapore Side of Johor-Woodlands Causeway,WANA
2020-10-06-T-051,2020-10-06,51,Current Estimated Potential (CEP) within Civil Service,WA
2020-10-06-T-052,2020-10-06,52,Relief Measures for Individual and SME Borrowers Whose Credit Ratings Are Affected by COVID-19 Pandemic,WA
2020-10-06-T-053,2020-10-06,53,"Help for Individuals Facing Property Loan, Credit and Insurance Premium Payment Problems from Continued Economic Uncertainties",WA
2020-10-06-T-054,2020-10-06,54,Statistics on National Service Deferment for Essential In-camp Training for March to August 2020,WA
2020-10-06-T-055,2020-10-06,55,Statistics on Illegal Moneylending Activities between April and September 2020 and Plans to Increase Anti-unlicensed Moneylending Education and Enforcement Efforts,WA
2020-10-06-T-056,2020-10-06,56,Rationale for Imposing Cost to File a Claim before Community Disputes Resolution Tribunals,WA
2020-10-06-T-057,2020-10-06,57,Tracking Statistics and Data at Community Disputes Resolution Tribunals,WA
2020-10-06-T-058,2020-10-06,58,Available COVID-19 Related Legislations Allowing Companies to Seek Recourse for Payments being Withheld,WA
2020-10-06-T-059,2020-10-06,59,Statistics on Cases Handled by Protection from Harassment Courts,WA
2020-10-06-T-060,2020-10-06,60,Data on Outpatient Visits for Systemic Lupus Erythematosus and Spondyloarthritis,WA
2020-10-06-T-061,2020-10-06,61,Corrective Actions taken on Cases Misclassified as Confirmed COVID-19 Infections and Measures to Prevent Further Occurences,WA
2020-10-06-T-062,2020-10-06,62,Plans in Place to Deal with Potential New Wave of COVID-19 Infections,WA
2020-10-06-T-063,2020-10-06,63,Claims Rejected under Integrated Shield Plan but Successfully Processed under MediShield Life Cover,WA
2020-10-06-T-064,2020-10-06,64,Measures or Guidelines in Place to Protect Workers Vulnerable to COVID-19 Upon Returning to Regular Office-based Work,WA
2020-10-06-T-065,2020-10-06,65,Measures to Restrict Young's Access to Harmful and Dangerous Content Available through Streaming Services,WA
2020-10-06-T-066,2020-10-06,66,Final Cost of Revamp of National Archives Building and Amount of Budget Overrun,WA
2020-10-06-T-067,2020-10-06,67,Research on Sustainable Uses for Incinerated Ash and Non-incinerable Waste,WA
2020-10-06-T-068,2020-10-06,68,Extension of Project Wolbachia to Sengkang and Rest of Singapore to Complement Existing Vector Control Strategies,WA
2020-10-06-T-069,2020-10-06,69,Strategy to Attract International Pharmaceutical Companies to Locate Vaccine Manufacturing Plants in Singapore,WA
2020-10-06-T-070,2020-10-06,70,Eligibility Criteria for SGUnited Skills Programme and Extent of Ministry's Oversight over Private Training Providers,WA
2020-10-06-T-071,2020-10-06,71,Student's Access to Career Guidance in Schools,WA
2020-10-06-T-072,2020-10-06,72,Additional Primary School within New Brickland Constituency in View of Oversubscription during Primary 1 Admission Exercise,WA
2020-10-06-T-073,2020-10-06,73,Monitoring Word Problems in Primary School Mathematics and Its Impact on Examination and PSLE Results,WA
2020-10-06-T-074,2020-10-06,74,Repeated Oversubscription of Primary 1 Places in Some Estates during Phase 2C Distance-based Registration,WA
2020-10-06-T-075,2020-10-06,75,Education and Housing Support Available to Young Men and Women out of Residential Boys' or Girls' Homes,WA
2020-10-06-T-076,2020-10-06,76,Protection Orders and Domestic Exclusion Orders Granted under Women's Charter since Start of Circuit Breaker Period,WA
2020-10-06-T-077,2020-10-06,77,Timeline for Noise Barriers Along Bukit Batok MRT Station to be Erected,WA
2020-10-06-T-078,2020-10-06,78,Barrier-free Covered Linkways to Ensure First and Last Mile Connectivity to Commmunity Clubs and Centres,WA
2020-10-06-T-079,2020-10-06,79,Requests and Appeals Received and Approved for Foreign Domestic Workers to Enter Singapore during Circuit Breaker Period,WA
2020-10-06-T-080,2020-10-06,80,Building Homes with Home Gardening in Mind,WA
2020-10-06-T-081,2020-10-06,81,HDB Flats Rented out to Foreigners by Owners Who Rely on Rental Income for Retirement or Loan Servicing,WA
2020-10-06-T-082,2020-10-06,82,Engineering Solutions to Improve Lift Access to Affected Units in Keat Hong,WA
2020-10-06-T-083,2020-10-06,83,More Legislative Power to Evict and Blacklist Disturbing Neighbours for Disputes that Cannot be Resolved,WA
2020-10-06-T-084,2020-10-06,84,Households Requesting Rent and Arrears Assistance and Percentage Helped from January to July 2020,WA
