topic_id,date,topic_order,title,section_type
2013-03-08-T-001,2013-03-08,1,Childcare Centre Operators,OA
2013-03-08-T-002,2013-03-08,2,Programme for Rebuilding and Improving Existing Schools (PRIME),OA
2013-03-08-T-003,2013-03-08,3,Performance of PSC Undergraduate Scholarship Holders,OA
2013-03-08-T-004,2013-03-08,4,Supplementary Estimates of Expenditure for the Financial Year 1 April 2012 to 31 March 2013,OS
2013-03-08-T-005,2013-03-08,5,Estimates of Expenditure for the Financial Year 1 April 2013 to 31 March 2014,OS
2013-03-08-T-006,2013-03-08,6,Committee of Supply – Head N (Ministry of Foreign Affairs),OS
2013-03-08-T-007,2013-03-08,7,Committee of Supply – Head R (Ministry of Law),OS
2013-03-08-T-008,2013-03-08,8,Committee of Supply – Head Q (Ministry of Communications and Information),OS
2013-03-08-T-009,2013-03-08,9,Committee of Supply – Head T (Ministry of National Development),OS
2013-03-08-T-010,2013-03-08,10,Exempted Business,OS
2013-03-08-T-011,2013-03-08,11,Committee of Supply – Head T (Ministry of National Development) ,OS
2013-03-08-T-012,2013-03-08,12,Committee of Supply Reporting Progress,OS
2013-03-08-T-013,2013-03-08,13,Adjournment,OS
2013-03-08-T-014,2013-03-08,14,Cost of Conducting the Recent Punggol East By-election,WA
2013-03-08-T-015,2013-03-08,15,Breaches of Rules and Regulations Governing Outdoor Rallies in the 2011 Presidential Election and 2013 Punggol East By-election,WA
2013-03-08-T-016,2013-03-08,16,Use of the Construction Productivity and Capability Fund,WA
2013-03-08-T-017,2013-03-08,17,NUS Campus Crusade for Christ Student Group,WA
