topic_id,date,topic_order,title,section_type
2021-05-11-T-001,2021-05-11,1,Approval for COVID-19 Vaccine Candidates and the Need for Booster Shots,OA
2021-05-11-T-002,2021-05-11,2,Measures to Enhance Road Safety Apart from Licensing Cyclists,OA
2021-05-11-T-003,2021-05-11,3,Breakdown of Net Investment Returns and Net Investment Income Components in Contributions to Government Budgets,OA
2021-05-11-T-004,2021-05-11,4,GST Vouchers' Offset of GST Paid by Lower Income Households,OA
2021-05-11-T-005,2021-05-11,5,Impact of Restricted Inflow of Foreign Workers on Population and Companies' Operations,OA
2021-05-11-T-006,2021-05-11,6,Update on Recent Cases of Gastroenteritis in Education Institutions,OA
2021-05-11-T-007,2021-05-11,7,Review of Singapore's Commitment Towards Net-Zero Carbon Target,OA
2021-05-11-T-008,2021-05-11,8,Developing Core of Leaders in Science and Education to Support Green Plan 2030,OA
2021-05-11-T-009,2021-05-11,9,Ensuring Credibility of Carbon Products to be Traded through Singapore,OA
2021-05-11-T-010,2021-05-11,10, Prevalence of Hazing and Bullying Incidents in Schools,OA
2021-05-11-T-011,2021-05-11,11,Impact of Higher Sea Freight Costs on Exports to Singapore,OA
2021-05-11-T-012,2021-05-11,12,Keeping Grocery Prices Affordable for Singaporeans Given Rising Prices in Global Commodity Markets,OA
2021-05-11-T-013,2021-05-11,13,Local Communities' Reaction to Anti-Asian Hate Crimes Overseas,OA
2021-05-11-T-014,2021-05-11,14,Fourth Update on Whole-of-Government Response to COVID-19,OS
2021-05-11-T-015,2021-05-11,15,Road Traffic (Amendment) Bill,BP
2021-05-11-T-016,2021-05-11,16,Clarification by Minister for Sustainability and the Environment,OS
2021-05-11-T-017,2021-05-11,17,Road Traffic (Amendment) Bill,BP
2021-05-11-T-018,2021-05-11,18,Land Transport Authority of Singapore (Amendment) Bill,BP
2021-05-11-T-019,2021-05-11,19,Exempted Business,OS
2021-05-11-T-020,2021-05-11,20,Land Transport Authority of Singapore (Amendment) Bill,BP
2021-05-11-T-021,2021-05-11,21,COVID-19 (Temporary Measures) (Amendment No 3) Bill,BP
2021-05-11-T-022,2021-05-11,22,Adjournment,OS
2021-05-11-T-023,2021-05-11,23,Providing Child Car Seats in Taxis and Private Hire Cars,OS
2021-05-11-T-024,2021-05-11,24,Key Decision Factors when Merging Schools,WANA
2021-05-11-T-025,2021-05-11,25,Impact of School Mergers on Students' Academic Performance and Development,WANA
2021-05-11-T-026,2021-05-11,26,Move Towards Complete Paperless Processes and Transactions with Businesses and Public Sector Agencies,WANA
2021-05-11-T-027,2021-05-11,27,Urging Employers to Adopt Tripartite Standard on Work-Life Harmony Guidelines,WANA
2021-05-11-T-028,2021-05-11,28,Improper Conduct or Sexual Conduct Offences Involving Private Tutors or Private Education Centres,WANA
2021-05-11-T-029,2021-05-11,29,Restoration of Names to Registers of Electors,WANA
2021-05-11-T-030,2021-05-11,30,Update on Findings and Lessons Learnt from Erroneous $370 Million Payout from Jobs Support Scheme,WANA
2021-05-11-T-031,2021-05-11,31,Making Sure Lawyers Appointed by Legal Aid Bureau Act With Due Despatch,WANA
2021-05-11-T-032,2021-05-11,32,Cases of Vaping in Schools,WANA
2021-05-11-T-033,2021-05-11,33,Sale and Import of Vaping Devices via E-commerce Platforms,WANA
2021-05-11-T-034,2021-05-11,34,Number of Companies in Prison's Yellow Ribbon Pool of Employer Partners,WANA
2021-05-11-T-035,2021-05-11,35,Proposal for Flexibility on Additional Buyer's Stamp Duty for Divorcees Buying Another Property before Final Court Ruling,WANA
2021-05-11-T-036,2021-05-11,36,Government Spend on Preventive Care as a Proportion of Overall Spending on Healthcare Expenditure,WANA
2021-05-11-T-037,2021-05-11,37,Measure of Willingness to Pay Higher Prices for Services by Progressive Wage Model Sectors,WANA
2021-05-11-T-038,2021-05-11,38,Further Actions by ASEAN for Myanmar's Political Situation following ASEAN Leaders' Meeting on 24 April 2021,WANA
2021-05-11-T-039,2021-05-11,39,Proposal to Limit Home-based Learning Days for Students,WANA
2021-05-11-T-040,2021-05-11,40,Balancing Benefits of Digital Device Usage in Schools with Possible Side Effects,WANA
2021-05-11-T-041,2021-05-11,41,Support for Companies Affected by Restrictions on Travellers from India,WANA
2021-05-11-T-042,2021-05-11,42,Mental Health Support to Lower Income,WANA
2021-05-11-T-043,2021-05-11,43,Wider Use of Online Mental Wellness Resources Given Constraints on Visits to Clinics,WANA
2021-05-11-T-044,2021-05-11,44,Handling Cases of Excessive Hoarding at Home,WANA
2021-05-11-T-045,2021-05-11,45,Diploma Courses that Train Broad-based Skills,WANA
2021-05-11-T-046,2021-05-11,46,Increasing Supply of Singapore’s Public Rental Housing and Interim Rental Housing,WANA
2021-05-11-T-047,2021-05-11,47,Protective Measures To Ensure Vulnerable Seniors Secure Accommodation after Sale of Their HDB Flats,WANA
2021-05-11-T-048,2021-05-11,48,Allowing Single Unwed Parents to Qualify for Interim Housing while Waiting for Completion of New Flats,WANA
2021-05-11-T-049,2021-05-11,49,Complaints of Pressure Sale Tactics at Hair and Beauty Salons,WANA
2021-05-11-T-050,2021-05-11,50,Prosecution of Illegal Sale and Supply of Adulterated and Counterfeit Health Products through Online Platforms,WANA
2021-05-11-T-051,2021-05-11,51,Trends of Scam Calls Reported to Police,WANA
2021-05-11-T-052,2021-05-11,52,Regulation of Vending Machines Dispensing Alcoholic Beverages,WANA
2021-05-11-T-053,2021-05-11,53,Funds Allocated to The Arts and Measures to Protect Arts Economy and Jobs,WANA
2021-05-11-T-054,2021-05-11,54,Impact of Change in Criterion for Rapid and Immersive Skill Enhancement Programme,WANA
