topic_id,date,topic_order,title,section_type
2022-04-05-T-001,2022-04-05,1,Outlook for Gig and Platform Workers and Measures to Help Enhance Their Employability and CPF Savings,OA
2022-04-05-T-002,2022-04-05,2,Investigation into Case Involving Expectant Mother Losing Her Child after Being Allegedly Left Unattended at Emergency Department of NUH,OA
2022-04-05-T-003,2022-04-05,3,Safeguards to Protect Members of Public from Recalcitrant Sex Offenders,OA
2022-04-05-T-004,2022-04-05,4,CPF Members with MediSave Contributions in Arrears and Proposed Waivers to Allow Them to Access Government Grants,OA
2022-04-05-T-005,2022-04-05,5,Employment of Ex-offenders at Key Installations Such as Jurong Island and Changi Airport,OA
2022-04-05-T-006,2022-04-05,6,Plans for Relaxation of Vaccination-differentiated Measures and Use of TraceTogether Data,OA
2022-04-05-T-007,2022-04-05,7,Minimum Household Income Required to Employ Migrant Domestic Worker,OA
2022-04-05-T-008,2022-04-05,8,Innovative Solutions for HDB Flats to Ensure Direct Lift Access to Every Floor Despite Flat Design,OA
2022-04-05-T-009,2022-04-05,9,Take-up Rate of Capability Transfer Programme and Its Effectiveness in Helping Singaporean Workers Acquire New Capabilities,OA
2022-04-05-T-010,2022-04-05,10,"Growing Popularity of ""Buy Now Pay Later"" Schemes and Plans to Regulate Firms Offering such Schemes",OA
2022-04-05-T-011,2022-04-05,11,Impact of Inflation on Unlicensed Moneylending Cases Reported,OA
2022-04-05-T-012,2022-04-05,12,Clarification by Minister for Home Affairs,OS
2022-04-05-T-013,2022-04-05,13,Singaporean and Permanent Resident Households with Electricity and Water Bills in Arrears,OA
2022-04-05-T-014,2022-04-05,14,Financial Services and Markets Bill,BP
2022-04-05-T-015,2022-04-05,15,Time Limit for Minister of State's Speech,OS
2022-04-05-T-016,2022-04-05,16,Financial Services and Markets Bill,BP
2022-04-05-T-017,2022-04-05,17,Singapore Women's Development,OS
2022-04-05-T-018,2022-04-05,18,Exempted Business,OS
2022-04-05-T-019,2022-04-05,19,Singapore Women's Development,OS
2022-04-05-T-020,2022-04-05,20,Adjournment,OS
2022-04-05-T-021,2022-04-05,21,Effectiveness of National Dengue Prevention Campaign,WANA
2022-04-05-T-022,2022-04-05,22,Higher Incidence of Dry Eye and Other Diseases Given Work-from-home Trend and Their Possible Inclusion in Work Injury Compensation Coverage,WANA
2022-04-05-T-023,2022-04-05,23,Carbon Emissions Attributable to Industries Situated in Jurong Island and Abatement Targets Planned,WANA
2022-04-05-T-024,2022-04-05,24,Possibility for Voluntary Selection of Nuvaxovid Instead of mRNA COVID-19 Vaccines,WANA
2022-04-05-T-025,2022-04-05,25,Success of Professional Conversion Programmes in Directing Singaporeans into Growing Industries,WANA
2022-04-05-T-026,2022-04-05,26,Number of Patients with Re-infections of COVID-19 and Severity of such Cases,WANA
2022-04-05-T-027,2022-04-05,27,Cases of Forged Identity Cards and Passports in Past Three Years,WANA
2022-04-05-T-028,2022-04-05,28,Measures to Ensure Safety of Young Children and Elderly Persons in HDB Neighbourhoods with Heavy Vehicles Plying Roads,WANA
