topic_id,date,topic_order,title,section_type
2022-02-15-T-001,2022-02-15,1,Increasing Penalty for Those Who Circumvent Anti-SMS Spoofing and Do Not Call Registries,OA
2022-02-15-T-002,2022-02-15,2,Assessment of Use of Non-mRNA COVID-19 Vaccines in Wider Population,OA
2022-02-15-T-003,2022-02-15,3,Update on Discussion with SPH Media Trust on Funding Support Measures to Ensure Sustainability in Competitive Media Industry and Limited Local Market,OA
2022-02-15-T-004,2022-02-15,4,Number of Firms in Built Environment Sector that have Ceased Operations in Recent Years,OA
2022-02-15-T-005,2022-02-15,5,Types and Frequency of Enforcement Actions Taken against Errant Active Mobility Device Riders who Speed or Ride on Pathways,OA
2022-02-15-T-006,2022-02-15,6,Toll on Public Service at Forefront of Fight against COVID-19 Pandemic and Measures to Ensure It Remains Competitive,OA
2022-02-15-T-007,2022-02-15,7,Actions to Verify Vaccinations or ART Results Administered by Clinics Linked to Alleged Vaccine Fraud Case,OA
2022-02-15-T-008,2022-02-15,8,Steps to Diversify Sources of Seafood and Vegetable Items Ahead of Major Festivities to Mitigate Price Increases,OA
2022-02-15-T-009,2022-02-15,9,Measures to Encourage Supermarkets and Companies to Adopt More Sustainable Forms of Packaging without Passing on Costs to Consumers,OA
2022-02-15-T-010,2022-02-15,10,Bolstering the Security of Digital Banking,OS
2022-02-15-T-011,2022-02-15,11,Combating Online Phishing and Spoofing Scams,OS
2022-02-15-T-012,2022-02-15,12,Strengthening Enforcement and Public Education,OS
2022-02-15-T-013,2022-02-15,13,Simultaneous Debate on Motions,OS
2022-02-15-T-014,2022-02-15,14,"Committee of Privileges Report (Recommendations in respect of Ms Raeesah Khan) and Committee of Privileges Report (Recommendations in respect of Mr Pritam Singh, Mr Faisal Manap and Ms Sylvia Lim)",OS
2022-02-15-T-015,2022-02-15,15,Time Limit for Prime Minister's Speech,OS
2022-02-15-T-016,2022-02-15,16,"Committee of Privileges Report (Recommendations in respect of Ms Raeesah Khan) and Committee of Privileges Report (Recommendations in respect of Mr Pritam Singh, Mr Faisal Manap and Ms Sylvia Lim)",OS
2022-02-15-T-017,2022-02-15,17,Exempted Business,OS
2022-02-15-T-018,2022-02-15,18,"Committee of Privileges Report (Recommendations in respect of Ms Raeesah Khan) and Committee of Privileges Report (Recommendations in respect of Mr Pritam Singh, Mr Faisal Manap and Ms Sylvia Lim)",OS
2022-02-15-T-019,2022-02-15,19,Adjournment,OS
