topic_id,date,topic_order,title,section_type
2014-03-03-T-001,2014-03-03,1,Age Requirement for Co-tenant of Subsidised HDB Rental Flats,OA
2014-03-03-T-002,2014-03-03,2,Overstayers in Singapore,OA
2014-03-03-T-003,2014-03-03,3,Source Countries for Construction Workers,OA
2014-03-03-T-004,2014-03-03,4,Students under Direct School Admission (DSA) Scheme who Drop Out of CCAs,OA
2014-03-03-T-005,2014-03-03,5,Polygraph Testing in Police Investigations,OA
2014-03-03-T-006,2014-03-03,6,Measures to Protect Interests of Residents of Town Councils,OA
2014-03-03-T-007,2014-03-03,7,Bed Crunch at Restructured Hospitals,OA
2014-03-03-T-008,2014-03-03,8,Supply Bill,BI
2014-03-03-T-009,2014-03-03,9,Supplementary Supply (FY 2013) Bill,BI
2014-03-03-T-010,2014-03-03,10,Protection from Harassment Bill,BI
2014-03-03-T-011,2014-03-03,11,Debate on Annual Budget Statement,OS
2014-03-03-T-012,2014-03-03,12,Adjournment of Debate,OS
2014-03-03-T-013,2014-03-03,13,Adjournment,OS
2014-03-03-T-014,2014-03-03,14,Protocol for Pregnant Women Prisoners,WANA
2014-03-03-T-015,2014-03-03,15,HDB's Orphans Scheme,WA
2014-03-03-T-016,2014-03-03,16,Discharge from Bankruptcy,WA
