topic_id,date,topic_order,title,section_type
2015-03-10-T-001,2015-03-10,1,Estimates of Expenditure for the Financial Year 1 April 2015 to 31 March 2016,OS
2015-03-10-T-002,2015-03-10,2,Clarification by Senior Parliamentary Secretary to the Minister for Manpower,OS
2015-03-10-T-003,2015-03-10,3,Committee of Supply – Head Q (Ministry of Communications and Information),OS
2015-03-10-T-004,2015-03-10,4,Committee of Supply – Head F (Parliament),OS
2015-03-10-T-005,2015-03-10,5,Committee of Supply – Head U (Prime Minister's Office),OS
2015-03-10-T-006,2015-03-10,6,Committee of Supply – Head R (Ministry of Law),OS
2015-03-10-T-007,2015-03-10,7,Committee of Supply – Head T (Ministry of National Development),OS
2015-03-10-T-008,2015-03-10,8,Committee of Supply Reporting Progress,OS
2015-03-10-T-009,2015-03-10,9,Adjournment,OS
2015-03-10-T-010,2015-03-10,10,Withdrawal of Incidence-occurrence Medical Indemnity Plans by UK-based Medical Protection Society,WA
