topic_id,date,topic_order,title,section_type
2018-09-10-T-001,2018-09-10,1,Lease Decay and Voluntary Early Redevelopment Scheme,OA
2018-09-10-T-002,2018-09-10,2,Measures to Help in the Selling of HDB or Private Properties with Less than 60-year Leases,OA
2018-09-10-T-003,2018-09-10,3,SMEs' Application and Commercialisation of Technologies Developed by A*STAR and Its Research Entities,OA
2018-09-10-T-004,2018-09-10,4,Impact of Water Price Increase on Industries and Businesses with High Water Usage and on SMEs' Competitiveness,OA
2018-09-10-T-005,2018-09-10,5,Employers' Recognition of Hospitalisation Leave Issued by Community Hospitals ,OA
2018-09-10-T-006,2018-09-10,6,Update on Investigation into Possible Misuse of Funds at Tiong Bahru Football Club,OA
2018-09-10-T-007,2018-09-10,7,Standard Operating Procedure for Declassification of Government Documents,OA
2018-09-10-T-008,2018-09-10,8,Complaints over Library Books with Homosexual Content,OA
2018-09-10-T-009,2018-09-10,9,Installation of Elderly-friendly Facilities in Schools to Cater to Ageing Teaching Workforce and Those with Mobility Issues,OA
2018-09-10-T-010,2018-09-10,10,Training and Support Systems for Talented Singapore Athletes Considering Professional Sporting Careers,OA
2018-09-10-T-011,2018-09-10,11,"Formation of Special Committee to Address Training Needs, Programmes and Accreditation for Jobs under Healthcare Industry Transformation Maps",OA
2018-09-10-T-012,2018-09-10,12,Assistance for Vendors Displaced from Kreta Ayer Weekend Market and Their Return after Its Renovation,OA
2018-09-10-T-013,2018-09-10,13,Employers' Compliance with Mandatory Provision of Itemised Payslips,OA
2018-09-10-T-014,2018-09-10,14,Success of Foreign Workers Ambassador Programme in Increasing Well-being of Foreign Workers,OA
2018-09-10-T-015,2018-09-10,15,Enforcement Actions Taken against Agencies Charging Foreign Workers above Cap for Agency Fees,OA
2018-09-10-T-016,2018-09-10,16,Concern over High Prices of Motorcycle COEs in Recent Biddings,OA
2018-09-10-T-017,2018-09-10,17,Apps-based Operators or Operators Offering Courier Services Using Private-hire Vehicles and Taxis,OA
2018-09-10-T-018,2018-09-10,18,Full-time National Servicemen Requiring SAF Financial Hardship Assistance after Enlistment,OA
2018-09-10-T-019,2018-09-10,19,Claims and Payouts under CareShield Life,OA
2018-09-10-T-020,2018-09-10,20,Children under 18 Undergoing Cosmetic Surgeries,OA
2018-09-10-T-021,2018-09-10,21, Complaints of Job Discrimination Faced by People with Disabilities,OA
2018-09-10-T-022,2018-09-10,22,"Insolvency, Restructuring and Dissolution Bill",BI
2018-09-10-T-023,2018-09-10,23,Supreme Court of Judicature (Amendment No 2) Bill,BI
2018-09-10-T-024,2018-09-10,24,Parliamentary Elections (Amendment) Bill,BI
2018-09-10-T-025,2018-09-10,25,Electricity (Amendment) Bill,BI
2018-09-10-T-026,2018-09-10,26,Gas (Amendment) Bill,BI
2018-09-10-T-027,2018-09-10,27,Income Tax (Amendment) Bill,BI
2018-09-10-T-028,2018-09-10,28,Building and Construction Industry Security of Payment (Amendment) Bill,BI
2018-09-10-T-029,2018-09-10,29,Environmental Public Health (Amendment) Bill,BI
2018-09-10-T-030,2018-09-10,30,Variable Capital Companies Bill,BI
2018-09-10-T-031,2018-09-10,31,Land Transport (Enforcement Measures) Bill,BP
2018-09-10-T-032,2018-09-10,32,Stamp Duties (Amendment) Bill,BP
2018-09-10-T-033,2018-09-10,33,Smoking (Prohibition in Certain Places) (Amendment) Bill,BP
2018-09-10-T-034,2018-09-10,34,Nominated Members of Parliament,OS
2018-09-10-T-035,2018-09-10,35,Adjournment,OS
2018-09-10-T-036,2018-09-10,36, Addressing Issues That Limit Artistic Expression In Everyday Places,OS
2018-09-10-T-037,2018-09-10,37,Transition of Early Childhood Educators from Other Kindergartens and Childcare Centres to MOE Kindergartens,WANA
2018-09-10-T-038,2018-09-10,38,Lowering Cost Burden to Hawker Centre Tenants and Stallholders from Implementation of e-payments and Other Measures,WANA
2018-09-10-T-039,2018-09-10,39,Update on Progress of Industry Transformation Maps for Precision Engineering Industry and Electronics Industry,WANA
2018-09-10-T-040,2018-09-10,40,Participation in SkillsFuture Leadership Development Initiative and ASEAN Leadership Programme,WANA
2018-09-10-T-041,2018-09-10,41,Appropriate Security Assessment Measures in Place for Screening of Cybersecurity Staff and Contractors,WANA
2018-09-10-T-042,2018-09-10,42,Review of Relevant Literature Text for Lower Secondary Classes with Global Pivot to Asia,WANA
2018-09-10-T-043,2018-09-10,43,Minimum Standards for Providers of Home-based and Centre-based Services for Elderly Care,WANA
2018-09-10-T-044,2018-09-10,44,Rise in Outrage of Modesty Cases on Public Transport,WANA
2018-09-10-T-045,2018-09-10,45,Actions Against People Smugglers,WANA
2018-09-10-T-046,2018-09-10,46,New Sectors Considered for Implementation of Progressive Wage Model,WANA
2018-09-10-T-047,2018-09-10,47, Percentage of Mobile Phone Ownership by Income Group,WANA
2018-09-10-T-048,2018-09-10,48,Jobs Created by New Firms in Last Five Years,WANA
2018-09-10-T-049,2018-09-10,49,Recourse Available to Pedestrians and Motorists Involved in Accidents,WANA
