topic_id,date,topic_order,title,section_type
2017-03-09-T-001,2017-03-09,1,Recovery of False SkillsFuture Credit Claims,OA
2017-03-09-T-002,2017-03-09,2,Guidelines for Pre- and Post-precision Medicine Counselling Confidentiality,OA
2017-03-09-T-003,2017-03-09,3,Comparison between Singapore and OECD's Electricity Tariffs,OA
2017-03-09-T-004,2017-03-09,4,Computer Misuse and Cybersecurity (Amendment) Bill,BI
2017-03-09-T-005,2017-03-09,5,Public Order (Amendment) Bill,BI
2017-03-09-T-006,2017-03-09,6,Energy Conservation (Amendment) Bill,BI
2017-03-09-T-007,2017-03-09,7,Estimates for the Financial Year 1 April 2017 to 31 March 2018 ,OS
2017-03-09-T-008,2017-03-09,8,Committee of Supply − Head O (Ministry of Health),OS
2017-03-09-T-009,2017-03-09,9,"Committee of Supply − Head X (Ministry of Culture, Community and Youth)",OS
2017-03-09-T-010,2017-03-09,10,Suspension of Standing Orders ,OS
2017-03-09-T-011,2017-03-09,11,Supply Bill,BP
2017-03-09-T-012,2017-03-09,12,Supplementary Supply (FY2016) Bill,BP
2017-03-09-T-013,2017-03-09,13,Acknowledgement to the Chair,OS
2017-03-09-T-014,2017-03-09,14,Adjournment,OS
2017-03-09-T-015,2017-03-09,15,Children who Start Primary School Education without Attending Pre-school,WA
