topic_id,date,topic_order,title,section_type
2023-11-22-T-001,2023-11-22,1,Adoption Rate and Effectiveness of ScamShield in Preventing Scams,OA
2023-11-22-T-002,2023-11-22,2,Solutions to Defray Cost Increases in National Library Board's Decision to Cease Subscription to E-learning Platform,OA
2023-11-22-T-003,2023-11-22,3,Update on Digital Cooperation between Singapore and Indonesia through Nongsa Digital Park and its Outlook,OA
2023-11-22-T-004,2023-11-22,4,Elderly Caregivers Caring for Adult Persons with Intellectual Disabilities and Help for Such Caregivers who Lose Mental Capacity,OA
2023-11-22-T-005,2023-11-22,5,Allowing Private Hire Car and Taxi Drivers to Install Passenger Facing Video Recorders with Audio Functions,OA
2023-11-22-T-006,2023-11-22,6,Job Openings for Fresh Graduates and Impact of Decline in Firms' Intention to Hire,OA
2023-11-22-T-007,2023-11-22,7,Clarification by Senior Minister of State for Communications and Information,OS
2023-11-22-T-008,2023-11-22,8,Measures to Tackle Rising Number of Telegram Channels Selling Sexually Explicit Materials,OA
2023-11-22-T-009,2023-11-22,9,Data Security Incident Involving Personal Data of Members of Shopping Loyalty Programme,OA
2023-11-22-T-010,2023-11-22,10,Inclusion of Risdiplam in Rare Diseases Fund to Treat Spinal Muscular Atrophy,OA
2023-11-22-T-011,2023-11-22,11,Rental Caps for Geylang Serai Ramadan Bazaar 2024 and Similar Caps for Hawker Centres and Government-leased Commercial Properties,OA
2023-11-22-T-012,2023-11-22,12,Subsidies for Fertility Screening and Introduction of New Specific Category of Fertility Screening for Use of MediSave,OA
2023-11-22-T-013,2023-11-22,13,Employers with Insufficient Insurance Coverage for Migrant Domestic Workers' Medical and Hospitalisation Bills,OA
2023-11-22-T-014,2023-11-22,14,Incidents of Pet Abductions Reported and Outcomes,OA
2023-11-22-T-015,2023-11-22,15,Enhanced Action Against Drivers of Vehicles with Illegally Modified Exhaust Systems ,OA
2023-11-22-T-016,2023-11-22,16,Sufficiency of Manpower at Child Protection Service,OA
2023-11-22-T-017,2023-11-22,17,Allocation of Resources for Singapore Medical Council to Process Complaints,OA
2023-11-22-T-018,2023-11-22,18,Moneylenders (Amendment) Bill,BP
2023-11-22-T-019,2023-11-22,19,Constitution of the Republic of Singapore (Amendment No 3) Bill,BP
2023-11-22-T-020,2023-11-22,20,Exempted Business,OS
2023-11-22-T-021,2023-11-22,21,Constitution of the Republic of Singapore (Amendment No 3) Bill ,BP
2023-11-22-T-022,2023-11-22,22,Adjournment,OS
2023-11-22-T-023,2023-11-22,23,Towards a Vibrant and Sustainable Creative Economy for the Arts,OS
2023-11-22-T-024,2023-11-22,24,Restrictions on Use of $180 Million Annual Funding to SPH Media Trust,WANA
