topic_id,date,topic_order,title,section_type
2018-01-08-T-001,2018-01-08,1,Measures to Prevent Further Fraudulent Claims for SkillsFuture,OA
2018-01-08-T-002,2018-01-08,2,Investigation and Review into Fraudulent Claims for Government Schemes,OA
2018-01-08-T-003,2018-01-08,3,Decision to Refuse Entry to Foreign Religious Preachers,OA
2018-01-08-T-004,2018-01-08,4,Payment of Fines by Keppel Offshore & Marine to Settle Bribery Probe,OA
2018-01-08-T-005,2018-01-08,5,Fee Benchmarks for Medical Procedures,OA
2018-01-08-T-006,2018-01-08,6,Prevention of E-scooter Accidents,OA
2018-01-08-T-007,2018-01-08,7,Personal Explanation,OS
2018-01-08-T-008,2018-01-08,8,Economic Expansion Incentives (Relief from Income Tax) (Amendment) Bill,BI
2018-01-08-T-009,2018-01-08,9,Cybersecurity Bill,BI
2018-01-08-T-010,2018-01-08,10,Enterprise Singapore Board Bill,BI
2018-01-08-T-011,2018-01-08,11,Public Utilities (Amendment) Bill,BI
2018-01-08-T-012,2018-01-08,12,Public Sector (Governance) Bill,BP
2018-01-08-T-013,2018-01-08,13,Payment and Settlement Systems (Finality and Netting) (Amendment) Bill,BP
2018-01-08-T-014,2018-01-08,14,Immigration (Amendment) Bill ,BP
2018-01-08-T-015,2018-01-08,15,Moneylenders (Amendment) Bill,BP
2018-01-08-T-016,2018-01-08,16,Helping Children with Rare Diseases,OS
2018-01-08-T-017,2018-01-08,17,Capacity of Existing Crisis Shelters,WANA
2018-01-08-T-018,2018-01-08,18,Freelancers and Self-employed Face Higher Barriers when Applying for HDB Housing Loan,WANA
2018-01-08-T-019,2018-01-08,19,Impact of Impending US Tax Cuts on Singapore's Economy,WANA
2018-01-08-T-020,2018-01-08,20,Measures to Ensure Singapore's Water Supply is Free from Terrorist Attacks and Contamination,WANA
2018-01-08-T-021,2018-01-08,21,Sports Hub as Default Location for National Day Parades,WANA
2018-01-08-T-022,2018-01-08,22,Basic Computer Coding in Primary School Curriculum,WANA
2018-01-08-T-023,2018-01-08,23,Increasing Income Threshold Qualification for Parent Relief Claims,WANA
2018-01-08-T-024,2018-01-08,24,Review Qualification Criteria for Grandparent Caregiver Relief Claims,WANA
2018-01-08-T-025,2018-01-08,25,Cyber Security Measures for National Electronic Health Record System,WANA
2018-01-08-T-026,2018-01-08,26,Central Procurement for Common Essentials across Public Hospitals,WANA
2018-01-08-T-027,2018-01-08,27,Offender's Mental Condition Considered for Sentence of Reformative Training,WANA
2018-01-08-T-028,2018-01-08,28,Effectiveness of Workfare Training Support Scheme in Encouraging Workers to Upskill,WANA
2018-01-08-T-029,2018-01-08,29,Plans to Further Develop Social Service Offices,WANA
2018-01-08-T-030,2018-01-08,30,Ban on Petrol and Diesel-fuelled Vehicles,WANA
2018-01-08-T-031,2018-01-08,31,Returns from Government Investment in Biotechnology Industry,WANA
2018-01-08-T-032,2018-01-08,32,Investigation into Joo Koon MRT Train Accident,WANA
2018-01-08-T-033,2018-01-08,33,Welfare of Contract Workers Hired by Public Agencies,WANA
2018-01-08-T-034,2018-01-08,34,Enforcement of Anti-money Laundering and Counter-terrorism Financing Laws on Bitcoin Currency,WANA
2018-01-08-T-035,2018-01-08,35,Raising Students' Awareness on Improper Sexual Conduct towards Them,WANA
2018-01-08-T-036,2018-01-08,36,Ensuring Strong Governance for Government Funds and Grants,WANA
2018-01-08-T-037,2018-01-08,37,Impact of New US Guideline of Defining High Blood Pressure,WANA
2018-01-08-T-038,2018-01-08,38,Developing Affordable Home-based Care for Ageing Population,WANA
2018-01-08-T-039,2018-01-08,39,Better Planning for Road Closures to Prevent Disruption to Essential and Safety Services,WANA
2018-01-08-T-040,2018-01-08,40,Manpower Challenges facing Auxiliary Police Forces,WANA
2018-01-08-T-041,2018-01-08,41,Successful Applications for Lease Buyback Scheme,WANA
2018-01-08-T-042,2018-01-08,42,Reducing Occurrences of Falling Windows,WANA
2018-01-08-T-043,2018-01-08,43,International Benchmarks to Track Reliability and Safety of MRT System,WANA
2018-01-08-T-044,2018-01-08,44,Higher Incidence of Fires due to Charging of Batteries for Personal Mobility Devices,WANA
2018-01-08-T-045,2018-01-08,45,Impact of Extended Engineering Hours on MRT Rail Maintenance Works,WANA
2018-01-08-T-046,2018-01-08,46,Rights of Individuals Assisting in Police Investigations,WANA
2018-01-08-T-047,2018-01-08,47,Impact on Business Operations caused by Suspension of MRT Services on Tuas West Extension,WANA
2018-01-08-T-048,2018-01-08,48,National Smartphone Navigation App for Public Transport,WANA
2018-01-08-T-049,2018-01-08,49,Speed Reduction and other Measures Adopted by Bus Drivers to Avoid Being Penalised for Returning Earlier-than-scheduled to Bus Interchanges,WANA
2018-01-08-T-050,2018-01-08,50,Civil Service Appraisal System Performance Review Framework,WA
2018-01-08-T-051,2018-01-08,51,Number of Permanent Residents Taking up Singapore Citizenship,WA
2018-01-08-T-052,2018-01-08,52,"Alleged Roles of Singapore Banks in ""The Russian Laundromat"" Money-laundering Scheme",WA
2018-01-08-T-053,2018-01-08,53,Civil Service's Criteria in Evaluating Older Applicants with O and A-Level Results for Vocational and Skills-based Jobs,WA
2018-01-08-T-054,2018-01-08,54,Restrictions for Users of E-bikes and Personal Mobility Devices within Designated Silver Zones,WA
2018-01-08-T-055,2018-01-08,55,Update on Investigation into TPE-PIE Viaduct Collapse in July 2017,WA
2018-01-08-T-056,2018-01-08,56,Construction Cost of Covered Linkways,WA
2018-01-08-T-057,2018-01-08,57,Offences and Accidents Involving E-scooters,WA
2018-01-08-T-058,2018-01-08,58,"Registration of E-bikes and Personal Mobility Devices and Stringent Guidelines on Their Quality, Safety and Usage",WA
2018-01-08-T-059,2018-01-08,59,Spontaneous Vehicle Fire Incidents,WA
2018-01-08-T-060,2018-01-08,60,Marsiling Town Public Bus Transport Connectivity Review and Revamp,WA
2018-01-08-T-061,2018-01-08,61,Average Savings Rate per Income Group in Last 10 Years,WA
2018-01-08-T-062,2018-01-08,62,Breakdown of Annual Financial Savings or Assets Owned by Singaporean Households and Individuals from 2013 to 2017,WA
2018-01-08-T-063,2018-01-08,63,Workforce Singapore's Job Matching Success Rate,WA
2018-01-08-T-064,2018-01-08,64,Incentives for Extension of Employment Contracts to Elderly Workers,WA
2018-01-08-T-065,2018-01-08,65,Appointment of Foreign Job Placement Agencies by Workforce Singapore,WA
2018-01-08-T-066,2018-01-08,66,Traffic Police's Strategies to Raise Awareness of Road Safety and Reduce Accidents,WA
2018-01-08-T-067,2018-01-08,67,"Applications for Citizenship, Permanent Residence and Long-term Visit Passes by Foreign Spouses of Singaporeans",WA
2018-01-08-T-068,2018-01-08,68,Number of Persons Pledging to Donate Whole Bodies to Medical Research after Death,WA
2018-01-08-T-069,2018-01-08,69,Issues and Challenges Faced in Implementation of Medishield Life,WA
2018-01-08-T-070,2018-01-08,70,Timeline and Plan for Launching of GPFirst Scheme Nationally,WA
2018-01-08-T-071,2018-01-08,71,Number of Neighbourly Disputes Referred to IMH by Police and Other Agencies,WA
