topic_id,date,topic_order,title,section_type
2021-03-08-T-001,2021-03-08,1,Transferring to Singapore Embryos that have Undergone Pre-implantation Genetically Screens Overseas during COVID-19 Pandemic,OA
2021-03-08-T-002,2021-03-08,2,Cases of Employers Repatriating Injured Migrant Workers against Their Will,OA
2021-03-08-T-003,2021-03-08,3,Measures to Prevent Abuse of Foreign Domestic Workers,OA
2021-03-08-T-004,2021-03-08,4,Estimates of Expenditure for the Financial Year 1 April 2021 to 31 March 2022,OS
2021-03-08-T-005,2021-03-08,5,"Committee of Supply – Head X (Ministry of Culture, Community and Youth)",OS
2021-03-08-T-006,2021-03-08,6,"Committee of Supply – Heads B, C, D, F, G and Z",OS
2021-03-08-T-007,2021-03-08,7,"Committee of Supply – Total Sums for Main Estimates, Development Estimates and Resolutions",OS
2021-03-08-T-008,2021-03-08,8,Supply Bill,BP
2021-03-08-T-009,2021-03-08,9,Fourth Supplementary Supply (FY 2020) Bill,BP
2021-03-08-T-010,2021-03-08,10,Acknowledgement to the Chair,OS
2021-03-08-T-011,2021-03-08,11,Adjournment,OS
2021-03-08-T-012,2021-03-08,12,Number of Requests for Third HDB Loan,WANA
2021-03-08-T-013,2021-03-08,13,Proposal for Weekly Reports on COVID-19 Vaccination Numbers,WANA
2021-03-08-T-014,2021-03-08,14,Advisories to Residents on Not Smoking near Windows or at Balconies,WANA
2021-03-08-T-015,2021-03-08,15,Centralised Cleaning Facilities at Each Hawker Center to Increase Hygiene Standards and Reduce Fire Hazards.,WA
2021-03-08-T-016,2021-03-08,16,"Increase Emphasis on Civic-mindness in Current Self-return Concept for Trays, Utensil and Cutlery in Hawker Centers",WA
2021-03-08-T-017,2021-03-08,17,Accord More Incentives and Recognition to Coaches and Special Education Professionals in Day Activity Centres,WA
2021-03-08-T-018,2021-03-08,18,Scale up Existing Tripartite Guidelines Addressing Workplace Sexual Harassment with Clear Definition of Workplace Sexual Harassment,WA
2021-03-08-T-019,2021-03-08,19,Update on Household Services Scheme,WA
2021-03-08-T-020,2021-03-08,20,Mandatory Care-giver and Bereavement Leave for Care-givers with Parents or Grandparents in their Final Days,WA
2021-03-08-T-021,2021-03-08,21,Requirement for Dog Farms and Pet Shops to Provide Information on Cause of Death of Licensed Dogs,WA
2021-03-08-T-022,2021-03-08,22,Incentivise Local Chefs to Innovate and Create Unique Local Dishes to Enhance Singapore's Hawker Heritage,WA
