topic_id,date,topic_order,title,section_type
2016-10-10-T-001,2016-10-10,1,Revision of Question Time,OS
2016-10-10-T-002,2016-10-10,2,Safeguards to Prevent Rise in Online Gambling Addiction,OA
2016-10-10-T-003,2016-10-10,3,Considerations for Granting Online Gambling Operator Licence,OA
2016-10-10-T-004,2016-10-10,4,Value of Rewards for Paralympic Medallists,OA
2016-10-10-T-005,2016-10-10,5,Likelihood of Economic Recession,OA
2016-10-10-T-006,2016-10-10,6,Impact of Decline in Private Investments on Job Creation and Business Competitiveness,OA
2016-10-10-T-007,2016-10-10,7,Dealing with Higher Unemployment Rate,OA
2016-10-10-T-008,2016-10-10,8,Enforcement against Errant Users of Personal Mobility Devices,OA
2016-10-10-T-009,2016-10-10,9,Credit Bureau Bill,BI
2016-10-10-T-010,2016-10-10,10,Constitution of the Republic of Singapore (Amendment) Bill,BI
2016-10-10-T-011,2016-10-10,11,Merchant Shipping (Maritime Labour Convention) (Amendment) Bill,BI
2016-10-10-T-012,2016-10-10,12,Telecommunications (Amendment) Bill,BI
2016-10-10-T-013,2016-10-10,13,Fire Safety (Amendment) Bill,BI
2016-10-10-T-014,2016-10-10,14,National Registration (Amendment) Bill,BI
2016-10-10-T-015,2016-10-10,15,Child Development Co-Savings (Amendment No 2) Bill,BI
2016-10-10-T-016,2016-10-10,16,Income Tax (Amendment) (No 3) Bill,BI
2016-10-10-T-017,2016-10-10,17,Central Provident Fund (Amendment No 2) Bill,BP
2016-10-10-T-018,2016-10-10,18,Adjournment,OS
2016-10-10-T-019,2016-10-10,19,"Preserving our Heritage, Culture and History –  Conserving Dakota Crescent",OS
2016-10-10-T-020,2016-10-10,20,Ownership of HDB Flats of Deceased Singaporeans with Foreign Spouses and Children,WANA
2016-10-10-T-021,2016-10-10,21,Success Rate of Applicants Getting BTO Flats under Married Child Priority Scheme,WANA
2016-10-10-T-022,2016-10-10,22,Professional Skills Training Elements in SkillsFuture Courses,WANA
2016-10-10-T-023,2016-10-10,23,Improving Employment Opportunities for Recent Graduates,WANA
2016-10-10-T-024,2016-10-10,24,Subsidies for Immunisations for Children and Elderly,WANA
2016-10-10-T-025,2016-10-10,25,"Enhancing Home-based Care Options for Young Children, Elderly and Disabled",WANA
2016-10-10-T-026,2016-10-10,26,CPR Training for All National Servicemen,WANA
2016-10-10-T-027,2016-10-10,27,Security Lapse in Case where NSman took Individual Physical Proficiency Test on Behalf of Another,WANA
2016-10-10-T-028,2016-10-10,28,Employment Rate of Graduates of Special Education Schools,WANA
2016-10-10-T-029,2016-10-10,29,Cultivating Inclusive Environment in Schools for Special Needs Students,WANA
