topic_id,date,topic_order,title,section_type
2018-10-02-T-001,2018-10-02,1,Elderly Residents who Do Not Participate in Lease Buyback Scheme but Seek Financial Assistance from Help Schemes,OA
2018-10-02-T-002,2018-10-02,2,Number of Day Activity Centres for Special Needs Persons,OA
2018-10-02-T-003,2018-10-02,3,Further Help by ASEAN to Resolve Situation in Rakhine State,OA
2018-10-02-T-004,2018-10-02,4,Difficulty to Sell HDB Flats Affected by Ethnic Integration Policy,OA
2018-10-02-T-005,2018-10-02,5,Proposed Watchlist for Companies that Discriminate Base on Attributes Like Gender and Ethnicity,OA
2018-10-02-T-006,2018-10-02,6,Number of Generational-correlated Drug Offenders,OA
2018-10-02-T-007,2018-10-02,7,Requirement for Manufacturers of Health Supplements to Provide Test Results from Accredited Laboratories to Support Advertising Claims,OA
2018-10-02-T-008,2018-10-02,8,Effects of Prolonged Exposure to Second-hand Smoke,OA
2018-10-02-T-009,2018-10-02,9,Cases of Airline Pilots Consuming Alcohol or Drugs before Boarding Aircraft in Singapore,OA
2018-10-02-T-010,2018-10-02,10,Airlines and Relevant Authorities Safeguard Passenger information,OA
2018-10-02-T-011,2018-10-02,11,Noise Emissions from Buses,OA
2018-10-02-T-012,2018-10-02,12,Staff Response and Intervention in Incidences of Molestation on MRT Premises,OA
2018-10-02-T-013,2018-10-02,13,Funding Models for Education and Training Programmes for Singaporeans,OA
2018-10-02-T-014,2018-10-02,14,Clarification by Senior Parliamentary Secretary to the Minister for Health,OS
2018-10-02-T-015,2018-10-02,15,Employment (Amendment) Bill,BI
2018-10-02-T-016,2018-10-02,16,Supreme Court of Judicature (Amendment No 2) Bill,BP
2018-10-02-T-017,2018-10-02,17,Income Tax (Amendment) Bill,BP
2018-10-02-T-018,2018-10-02,18,Building and Construction Industry Security of Payment (Amendment) Bill,BP
2018-10-02-T-019,2018-10-02,19,Environmental Public Health (Amendment) Bill,BP
2018-10-02-T-020,2018-10-02,20,Adjournment,OS
2018-10-02-T-021,2018-10-02,21,Legal Aid Applications by Family Members of Mentally Disabled for Appointment as Deputies,WANA
2018-10-02-T-022,2018-10-02,22,Elderly Parents Rendered Homeless after Being Chased out of Adult Children’s Flats Bought with Proceeds from Elderly Parents’ Flats,WANA
2018-10-02-T-023,2018-10-02,23,Expedite Upgrading Works in Common Areas of Private Estates under Estate Upgrading Programme,WANA
2018-10-02-T-024,2018-10-02,24,Licensing System for Ownership of Cats to Prevent Cat Abandonment,WANA
2018-10-02-T-025,2018-10-02,25,Dependants of HDB Flat Owners Who Have Benefited from Home Protection Scheme,WANA
2018-10-02-T-026,2018-10-02,26,Expected Time Frame for LTA to Complete Review With Stakeholders on Safety Requirements for Personal Mobility Devices (PMDs),WANA
2018-10-02-T-027,2018-10-02,27,Remaining Number of oBike Bicycles Left Abandoned in Public Spaces,WANA
2018-10-02-T-028,2018-10-02,28,Sale of 2-room Flexi Flats or Studio Flats of Shorter Leases on Open Market,WANA
2018-10-02-T-029,2018-10-02,29,Singles who Have Applied Successfully to Secure HDB BTO Flats,WANA
2018-10-02-T-030,2018-10-02,30,Restriction on Claims for Compensation for Damage to Building during Construction to Structural Damage,WANA
2018-10-02-T-031,2018-10-02,31,High Shelters Spanning Across Public Roads,WANA
2018-10-02-T-032,2018-10-02,32,Schedule for Implementing Extension of Home Improvement Programme,WANA
2018-10-02-T-033,2018-10-02,33,Improving Level of Sound-proofing of HDB BTO Flats,WANA
2018-10-02-T-034,2018-10-02,34,Time Banking in Healthcare Institution for Volunteer Work Performed,WA
2018-10-02-T-035,2018-10-02,35,Regulation on Collation and Use of Behavioural Data and Patterns by Online Platforms,WA
2018-10-02-T-036,2018-10-02,36,Transition Period for HDB Dwellers on Welfare Assistance to Adjust to Higher Rent from Salary Increase,WA
2018-10-02-T-037,2018-10-02,37,Singaporeans Awarded Scholarships by Foreign Universities,WA
2018-10-02-T-038,2018-10-02,38,Review of Effectiveness of Mental Health Education in Schools,WA
2018-10-02-T-039,2018-10-02,39,Work Permit Holders Hired under Direct R1 Pathway or Market-Based Skills Recognition Framework,WA
2018-10-02-T-040,2018-10-02,40,Tracking of Financial Situations of Comcare’s Assistance Recipients after Gaining Employment,WA
2018-10-02-T-041,2018-10-02,41,Average Waiting Time Required for Registration of Lasting Power of Attorney,WA
