topic_id,date,topic_order,title,section_type
2023-07-06-T-001,2023-07-06,1,Cost of Running Day Activity Centre Services for Adults with Disabilities,OA
2023-07-06-T-002,2023-07-06,2,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,OA
2023-07-06-T-003,2023-07-06,3,Identifying Site for Potential Aquaculture Activities,OA
2023-07-06-T-004,2023-07-06,4,"HDB Flats with Annual Value of $13,000 or More",OA
2023-07-06-T-005,2023-07-06,5,Review of Means-tested Thresholds for Annual Values of Properties Following Revision of Annual Values,OA
2023-07-06-T-006,2023-07-06,6,Feasibility of Establishing Body to Regulate Artificial Intelligence,OA
2023-07-06-T-007,2023-07-06,7,Regulations for Direct-to-Consumer Genetic Testing Services,OA
2023-07-06-T-008,2023-07-06,8,Inviting Singaporean Researchers who have Received Prestigious Awards Abroad to Return to Work in Research Institutions,OA
2023-07-06-T-009,2023-07-06,9,Review Migrant Domestic Worker Hiring Policies to Allow Diverse Care Arrangements such as Private Co-Living Care Format,OA
2023-07-06-T-010,2023-07-06,10,Economic Connectedness through Interaction between Families of Low and High Socio-economic Status,OA
2023-07-06-T-011,2023-07-06,11,Progress of Initiative to Install Speed-management Devices on Lorries that Ferry Migrant Workers,OA
2023-07-06-T-012,2023-07-06,12, Approach to Governance and Planning of Sea Spaces,OA
2023-07-06-T-013,2023-07-06,13,Sporting Success,OS
2023-07-06-T-014,2023-07-06,14,Exempted Business ,OS
2023-07-06-T-015,2023-07-06,15,Sporting Success,OS
2023-07-06-T-016,2023-07-06,16,Nominated Members of Parliament and Senior Minister Tharman Shanmugaratnam,OS
2023-07-06-T-017,2023-07-06,17,Follow-up Statement on Point of Order Raised on 5 July 2023,OS
2023-07-06-T-018,2023-07-06,18,Adjournment,OS
2023-07-06-T-019,2023-07-06,19,Management of Vacancy and Arrears Incurred for HDB Rental Flats,WANA
2023-07-06-T-020,2023-07-06,20,Data on Consumption Rate for Food Items not Included in Singapore Food Statistics,WANA
2023-07-06-T-021,2023-07-06,21,Quantifying Contributions of Family Offices to Singapore's Economy,WANA
2023-07-06-T-022,2023-07-06,22,Dealing with Feedback on Second-hand Smoke at Residential Dwellings,WANA
2023-07-06-T-023,2023-07-06,23,Review on Inclusion of Wildlife Crimes in Organised Crime Act 2015,WA
2023-07-06-T-024,2023-07-06,24,Efforts to Address Possible Traffic Congestion around Serangoon North Avenue 1,WA
2023-07-06-T-025,2023-07-06,25,Enforcement Actions Issued against Diners for Failure to Return Used Trays and Crockery,WA
2023-07-06-T-026,2023-07-06,26,Ratio of Senior Citizens to Available Day Care and Community-assisted Living Services,WA
2023-07-06-T-027,2023-07-06,27,Incidents of Abuse of Workers in Public Healthcare Sector,WA
2023-07-06-T-028,2023-07-06,28,Instant Messaging and e-commerce Platform Owners' Responsibility for Enabling Illegal Practices,WA
2023-07-06-T-029,2023-07-06,29,Provision of Time-off and Leave Benefits by Companies Adopting Tripartite Standard on Work-Life Harmony,WA
