topic_id,date,topic_order,title,section_type
2013-04-08-T-001,2013-04-08,1,Recent Changes to Rules for Car Loans,OA
2013-04-08-T-002,2013-04-08,2,Review of Salaries for Civil Servants and Appointment Holders,OA
2013-04-08-T-003,2013-04-08,3,Number of Full-time National Servicemen Downgraded in Each Cohort,OA
2013-04-08-T-004,2013-04-08,4,Impact of Tighter Foreign Worker Quotas on Completion of new HDB Flats,OA
2013-04-08-T-005,2013-04-08,5,Impact of New Pricing Policy on BTO Flat Prices,OA
2013-04-08-T-006,2013-04-08,6,Trend for Singapore's Inflation Rates,OA
2013-04-08-T-007,2013-04-08,7,Staff Adequacy at Public and Private Hospitals,OA
2013-04-08-T-008,2013-04-08,8,Consumer Education on Premium Rate Services Provided by Telecommunications Companies,OA
2013-04-08-T-009,2013-04-08,9,Submission of Singapore Botanic Gardens for Consideration as UNESCO World Heritage Site,OA
2013-04-08-T-010,2013-04-08,10,Accidents at Pedestrian Crossings,OA
2013-04-08-T-011,2013-04-08,11,Fire Safety (Amendment) Bill,BP
2013-04-08-T-012,2013-04-08,12,Financial Holding Companies Bill,BP
2013-04-08-T-013,2013-04-08,13,Housing Developers (Control and Licensing) (Amendment) Bill ,BP
2013-04-08-T-014,2013-04-08,14,Child Development Co-Savings (Amendment) Bill,BP
2013-04-08-T-015,2013-04-08,15,Extension of a Sitting,OS
2013-04-08-T-016,2013-04-08,16,Child Development Co-Savings (Amendment) Bill,BP
2013-04-08-T-017,2013-04-08,17,Adjournment,OS
2013-04-08-T-018,2013-04-08,18,Prevention of Spread of Diseases,WANA
2013-04-08-T-019,2013-04-08,19,Layout of Traffic Junctions,WANA
2013-04-08-T-020,2013-04-08,20,Requests for Banking Account Information,WANA
2013-04-08-T-021,2013-04-08,21,Benefits from Mergers and Acquisition Scheme,WANA
2013-04-08-T-022,2013-04-08,22,Sinkholes Created by Construction of MRT Downtown Line,WANA
2013-04-08-T-023,2013-04-08,23,Prioritising Requests for Additional Buses and Bus Routes,WANA
2013-04-08-T-024,2013-04-08,24,Offshore Islands as Sites for Foreign Workers' Dormitories,WANA
2013-04-08-T-025,2013-04-08,25,Access to Pay and Tax Records for Processing of MediFund,WANA
2013-04-08-T-026,2013-04-08,26,Places at School-based Student Care Centres,WANA
2013-04-08-T-027,2013-04-08,27,Update on Plans to Develop Singapore into a Global Interactive Digital Media Hub,WANA
2013-04-08-T-028,2013-04-08,28,Flexi-Hour PMET Jobs,WANA
2013-04-08-T-029,2013-04-08,29,Wheelchair-Accessible Bus Stops,WANA
2013-04-08-T-030,2013-04-08,30,School Programmes Inculcating Respect for All Job Types,WANA
2013-04-08-T-031,2013-04-08,31,Annual CPF Medisave Account Balances from Accounts of Deceased,WANA
2013-04-08-T-032,2013-04-08,32,Grant of Singapore Citizenship,WA
2013-04-08-T-033,2013-04-08,33,Breakdown of Statistics on Foreign Spouses of Singapore Citizens,WA
2013-04-08-T-034,2013-04-08,34,Singapore Public Sector Outcomes Review (SPOR),WA
2013-04-08-T-035,2013-04-08,35,Internationalisation Finance Scheme (IFS) and Loan Insurance Scheme,WA
2013-04-08-T-036,2013-04-08,36,Micro Loan Programme (MLP),WA
2013-04-08-T-037,2013-04-08,37,Independent Verification of Drop Call Rates on Mobile Operators' Network Traffic Logs,WA
2013-04-08-T-038,2013-04-08,38,Monthly Network Availability for Public Cellular Mobile Telephone Services,WA
2013-04-08-T-039,2013-04-08,39,Adoption of International Telecommunication Union's Framework and Methodology for Telecommunication Services,WA
2013-04-08-T-040,2013-04-08,40,"Plans for Development of Land Next to Blocks 155 & 156, Rivervale Crescent",WA
2013-04-08-T-041,2013-04-08,41,Breakdown of Newly-Installed Lifts under HDB's Lift Upgrading Programme (LUP),WA
2013-04-08-T-042,2013-04-08,42,Complaints of Real Estate Agents' Involvement in Illegal Sub-Letting of HDB Rental Flats,WA
2013-04-08-T-043,2013-04-08,43,Complaints of Real Estate Agents' Involvement in Sale of HDB Flats with Illegal Moneylenders,WA
2013-04-08-T-044,2013-04-08,44,AVA's Plan to Tackle Mynah Nuisance,WA
2013-04-08-T-045,2013-04-08,45,"""Home Lifts"" for Low-Rise HDB Flats",WA
2013-04-08-T-046,2013-04-08,46,Waste Disposal Guidelines for Public Waste Collectors (PWCs),WA
2013-04-08-T-047,2013-04-08,47,Requirement for Pre-abortion Counselling,WA
2013-04-08-T-048,2013-04-08,48,Abortions Carried out in Singapore from 2002 to 2012,WA
2013-04-08-T-049,2013-04-08,49,Foreign Nurses in Acute Care Public Hospitals,WA
2013-04-08-T-050,2013-04-08,50,Railway Noise Survey and Installation of Noise Barriers,WA
2013-04-08-T-051,2013-04-08,51,Adjustment of Road Height Difference between Northbound and Southbound Lanes of Woodlands Road between KJE and Mandai Road,WA
2013-04-08-T-052,2013-04-08,52,Peak Period Reversible Traffic Lanes,WA
2013-04-08-T-053,2013-04-08,53,Repainting of Bridge Connecting St Andrew's Village to Flats in Potong Pasir,WA
2013-04-08-T-054,2013-04-08,54,Installation of Surveillance Cameras to Deter Illegal Parking in Sennett Estate,WA
2013-04-08-T-055,2013-04-08,55,Staffing Arrangements for Proposed Social Service Offices,WA
2013-04-08-T-056,2013-04-08,56,Computation of Increment for Public Assistance (PA),WA
2013-04-08-T-057,2013-04-08,57,Withdrawal of CPF Funds upon Reaching 55 Years of Age,WA
2013-04-08-T-058,2013-04-08,58,Effective Retirement Age in Singapore,WA
